,Time (s),X (m/s^2),Y (m/s^2),Z (m/s^2),label
170,1.55965355644e+27,0.6849755859,3.308120728,9.683962097,walking
171,1.55965355644e+27,2.180665283,4.360432434,8.526269531,walking
172,1.55965355644e+27,1.983375549,4.203259277,8.474028168,walking
173,1.55965355644e+27,1.357227631,4.330195312,8.203989716,walking
174,1.55965355644e+27,-0.7225474548,5.792654114,7.854915619,walking
175,1.55965355644e+27,-0.3508703613,5.618416443,7.279362488,walking
176,1.55965355644e+27,-0.330662384,5.491630096,7.64071106,walking
177,1.55965355644e+27,-0.6614744568,5.772745514,7.787106628,walking
178,1.55965355644e+27,-0.4818479919,5.315596161,8.293503571,walking
179,1.55965355644e+27,-0.5125341797,5.347479858,8.327333221,walking
180,1.55965355644e+27,-0.8024812317,5.095404053,8.596174164,walking
181,1.55965355644e+27,-0.5542973328,2.694546661,9.940528564,walking
182,1.55965355644e+27,-0.01676513672,2.11315567,9.596394196,walking
183,1.55965355644e+27,-0.1359173584,2.348166962,9.607321472,walking
184,1.55965355644e+27,0.2854563904,2.289938049,9.367819519,walking
185,1.55965355644e+27,-0.2480342102,1.713636475,10.12015503,walking
186,1.55965355644e+27,-0.7946974182,2.601290588,9.451345825,walking
187,1.55965355644e+27,-0.2728825378,2.048939209,9.41332489,walking
188,1.55965355644e+27,-0.310304718,2.189047852,9.252409515,walking
189,1.55965355644e+27,-0.2308200073,2.258503418,9.339977417,walking
190,1.55965355644e+27,-0.1407073975,1.952090607,9.553433533,walking
191,1.55965355644e+27,-0.264200592,1.697320404,9.739197235,walking
192,1.55965355644e+27,-0.4132905579,1.811981964,9.613009644,walking
193,1.55965355644e+27,-0.8475375366,2.013013916,10.05578888,walking
194,1.55965355644e+27,-0.4055067444,1.798959045,9.722132721,walking
195,1.55965355644e+27,-0.6140231323,1.590442657,10.12225067,walking
196,1.55965355644e+27,-1.090632019,1.809287567,9.364077301,walking
197,1.55965355644e+27,-1.21921463,1.942061462,9.743388519,walking
198,1.55965355644e+27,0.347277832,2.968626709,8.546926575,walking
199,1.55965355644e+27,0.3237767029,2.388283539,9.674831085,walking
200,1.55965355644e+27,-0.2249821472,2.226020966,9.711504822,walking
201,1.55965355644e+27,-0.157023468,2.080074463,9.510023804,walking
202,1.55965355644e+27,-0.05643264771,1.899849243,9.594897308,walking
203,1.55965355644e+27,-0.08696914673,2.053729248,9.572893066,walking
204,1.55965355644e+27,-0.1782792664,1.916315002,9.653874664,walking
205,1.55965355644e+27,-0.07888595581,1.856738892,9.588161316,walking
206,1.55965355644e+27,-0.09804611206,1.758543091,9.591753845,walking
207,1.55965355644e+27,-0.2146536255,1.670077057,9.723180542,walking
208,1.55965355644e+27,-0.2486329651,1.788331146,9.726324005,walking
209,1.55965355644e+27,-0.229921875,1.848356323,9.658215637,walking
210,1.55965355644e+27,-0.2389031982,1.836381226,9.673932953,walking
211,1.55965355644e+27,-0.2535726929,1.786385193,9.688752136,walking
212,1.55965355644e+27,-0.2380050659,1.712438965,9.676028595,walking
213,1.55965355644e+27,0.1196012878,2.310445404,9.029073944,walking
214,1.55965355644e+27,1.065783691,3.687431946,8.897796936,walking
215,1.55965355644e+27,1.53745285,3.914509735,8.716972961,walking
216,1.55965355644e+27,1.540895691,4.300556946,8.711733856,walking
217,1.55965355644e+27,1.102008362,3.940555573,8.809181213,walking
218,1.55965355644e+27,0.726738739,3.478017426,9.455387421,walking
219,1.55965355644e+27,0.7625143433,3.378773804,9.13490387,walking
220,1.55965355644e+27,0.7955955505,3.174149323,9.444160767,walking
221,1.55965355644e+27,0.7393125916,2.8678862,9.587412872,walking
222,1.55965355644e+27,0.649050293,2.757116547,9.455986176,walking
223,1.55965355644e+27,0.8229885864,2.559677124,9.417815552,walking
224,1.55965355644e+27,0.7686515808,2.500250702,9.488917694,walking
225,1.55965355644e+27,0.6948550415,2.585124207,9.449848938,walking
226,1.55965355644e+27,0.7222480774,2.498753815,9.534123688,walking
