"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
2.217260673E2,-5.626545548E-1,-9.790189743E0,2.557085514E0
2.217780606E2,-1.144463301E0,-1.028341007E1,3.028757572E0
2.218300538E2,-3.208328247E0,-1.011581135E1,4.235472202E0
2.218820478E2,-4.197163582E0,-1.066409969E1,5.300924301E0
2.219340415E2,-3.325647593E0,-9.244295120E0,5.473312378E0
2.219860348E2,-3.644086361E0,-8.638543129E0,4.975303173E0
2.220380283E2,-3.648874760E0,-7.917866707E0,4.350397110E0
2.220900223E2,-4.053507328E0,-7.695199013E0,4.319271564E0
2.221420212E2,-4.324060440E0,-7.036773682E0,4.122941017E0
2.221940183E2,-4.453351021E0,-6.644112587E0,4.601796150E0
2.222460126E2,-4.180403709E0,-6.371165276E0,5.384724140E0
2.222980059E2,-4.872349262E0,-5.411061287E0,5.700768471E0
2.223499993E2,-5.399089813E0,-5.181210518E0,6.857203007E0
2.224019925E2,-5.360781193E0,-4.853195190E0,6.981705189E0
2.224539859E2,-6.038361073E0,-4.857983589E0,6.610592842E0
2.225059793E2,-6.529187202E0,-4.778972626E0,7.060716629E0
2.225579733E2,-7.132544518E0,-5.382329941E0,6.909877300E0
2.226099669E2,-6.857203007E0,-4.506025314E0,6.193988800E0
2.226619602E2,-6.883540154E0,-3.148471355E0,4.733481407E0
2.227139536E2,-8.640937805E0,-2.576239586E0,3.110162973E0
2.227659470E2,-8.676852226E0,-3.095797300E0,1.862745762E0
2.228179403E2,-9.914691925E0,-6.601015568E0,2.746233225E0
2.228699336E2,-1.120281219E1,-3.028757572E0,2.083019018E0
2.229219269E2,1.103281784E1,-1.395862222E0,8.988107681E0
2.229739211E2,-1.383890867E0,5.118959427E0,5.820482254E0
2.230259146E2,-2.861158371E0,2.688770533E0,3.217905283E0
2.230779079E2,-2.897072554E0,5.114171028E0,2.485257149E0
2.231299013E2,-7.041562080E0,3.380716085E0,4.235472202E0
2.231818954E2,-3.177202702E0,1.865140080E0,7.944203854E0
2.232338939E2,-1.084367085E1,1.340793967E-1,1.593868732E1
2.232858909E2,-2.220211029E1,-2.264983892E0,1.405678749E1
2.233378846E2,-1.500252628E1,-7.302538157E-1,1.443747711E1
2.233898779E2,-9.428654671E0,5.219519138E-1,7.051139355E0
2.234418714E2,-3.007209063E0,8.475732803E-1,5.315289974E0
2.234938646E2,9.912297726E-1,4.589824677E0,1.247417212E0
2.235458580E2,3.328042030E0,7.522811413E0,2.322446585E0
2.235978514E2,8.806142807E0,1.404721069E1,3.091008663E0
2.236498448E2,1.661387253E1,3.778883743E1,3.634509087E0
2.237018390E2,1.601051521E1,2.560676956E1,5.056708336E0
2.237538324E2,-1.060424328E1,-5.152479172E0,3.715674973E1
2.238058256E2,-9.603436470E0,-4.865405655E1,2.422766685E1
2.238578191E2,-6.392713785E-1,-1.649176407E1,-6.653689861E0
2.239098124E2,1.253402901E1,7.877163887E0,-1.093704700E1
2.239618058E2,4.122941017E0,8.832479477E0,-9.419076920E0
2.240137990E2,5.248250484E0,1.545743847E1,-5.490072250E0
2.240657926E2,3.222693920E0,1.153561592E1,-4.041535854E0
2.241177868E2,5.097411156E0,1.064494610E1,-9.577099085E-1
2.241697800E2,6.172440529E0,8.810931206E0,-1.577827096E0
2.242217734E2,3.646480560E0,8.085466385E0,-2.478074312E0
2.242737671E2,7.316903591E0,7.738296032E0,-3.100585938E0
2.243257633E2,5.686402798E0,8.209968567E0,-2.312869549E0
2.243777575E2,6.617775440E0,7.386337757E0,-2.674404860E0
2.244297508E2,6.289760113E0,6.974522591E0,-2.085413456E0
2.244817440E2,6.775797844E0,7.417463303E0,-2.506805658E0
2.245337374E2,6.931425571E0,7.082264900E0,-2.185972929E0
2.245857307E2,7.319298267E0,7.132544518E0,-1.972882390E0
2.246377242E2,6.452570438E0,6.622564316E0,-2.207521439E0
2.246897177E2,6.182017326E0,6.895511627E0,-2.051893473E0
2.247417117E2,6.830865860E0,6.902694225E0,-2.231464148E0
2.247937053E2,6.826077461E0,5.229096413E0,-2.195549965E0
2.248456983E2,6.359193802E0,2.581028223E0,-2.485257149E0
2.248976917E2,4.388705730E0,1.285725594E0,-1.805283189E0
2.249496851E2,2.688770533E0,2.995237827E0,-1.101366401E0
2.250016783E2,1.118126392E0,5.964138508E0,-1.963305324E-1
2.250536718E2,3.687183261E-1,7.858009815E0,-1.398256540E0
2.251056654E2,1.051086664E0,7.106207848E0,4.836435020E-1
2.251576595E2,-2.968900800E-1,5.511620522E0,2.660039425E0
2.252096530E2,-2.612153769E0,-1.204320192E0,6.359193802E0
2.252616460E2,7.901107073E-1,-5.499649048E0,1.310865498E1
2.253136396E2,4.166038036E0,-9.474145889E0,1.341991043E1
2.253656378E2,-2.777358890E-1,-1.308231735E1,1.308231735E1
2.254176354E2,-1.970488191E0,-1.343188190E1,1.010862827E1
2.254696304E2,-2.202732861E-1,-1.246938324E1,8.135746002E0
2.255216239E2,-8.427847624E-1,-1.195461369E1,6.976916790E0
