"Time (s)","X (µT)","Y (µT)","Z (µT)"
9.783828463E1,-2.092051697E1,2.048760223E1,-1.071295166E1
9.808788762E1,-2.780073547E1,1.293965912E1,-1.343035889E1
9.833746062E1,-7.402420044E0,2.505597687E1,-1.934930420E1
9.858706700E1,2.239379883E0,2.792870331E1,-1.766693115E1
9.883664000E1,-1.945088196E1,2.457741547E1,-1.709478760E1
9.908624300E1,-3.395176697E1,1.285449982E1,-8.884460449E0
9.933581600E1,-1.783894348E1,2.698278046E1,-1.855847168E1
9.958542929E1,4.452606201E0,3.438224030E1,-1.615203857E1
9.983500229E1,-1.285736084E1,3.007683563E1,-2.147277832E1
1.000846053E2,-3.385572815E1,1.843306732E1,-6.290405273E0
1.003341783E2,-2.703025818E1,2.399517059E1,-1.487017822E1
1.005837861E2,4.954528809E-1,3.716483307E1,-1.365374756E1
1.008333591E2,-4.457901001E0,3.514838409E1,-1.798272705E1
1.010829621E2,-3.180505371E1,1.865973663E1,-1.484210205E1
1.013325351E2,-3.664851379E1,1.005411530E1,-1.164202881E1
1.015821170E2,-1.179159546E1,3.155764008E1,-2.224890137E1
1.018316900E2,7.322097778E0,3.506122589E1,-2.062078857E1
1.020812930E2,-3.318353271E1,1.660895538E1,-1.999969482E1
1.023308660E2,-3.697859192E1,-2.088874817E0,-3.508544922E0
