"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
7.138171313E1,-8.052901626E-1,-1.509313822E0,-2.046226740E0
7.163128513E1,-9.421542287E-1,1.083133340E0,-1.047046304E0
7.188088913E1,5.387579203E-1,6.626355052E-1,2.307665586E0
7.213049213E1,-7.981444895E-2,2.387297004E-1,1.040633559E0
7.238007263E1,-7.079322338E-1,-8.844292164E-1,-2.583579063E0
7.262964563E1,-9.279474020E-1,3.524992168E-1,-1.097757816E0
7.287924863E1,-6.849098206E-1,9.671944976E-1,2.421046257E0
7.312885162E1,-2.220343590E0,2.934421539E0,-6.460177898E-1
7.337847712E1,-1.588109851E0,2.833952904E0,1.585189700E0
7.362804912E1,1.822713852E0,-1.712124109E0,-6.094204783E-1
7.387765313E1,-6.012395620E-1,-1.197620183E-1,-2.027083635E0
7.412725613E1,-1.185626268E0,-1.511217803E-1,7.333697081E-1
7.437685175E1,-1.592333794E0,1.813763738E0,5.183740258E-1
7.462642475E1,-1.774092555E0,1.953089356E0,2.118698597E0
7.487602775E1,2.104317188E0,-2.651446342E0,-3.244014680E-1
7.512563175E1,-3.250862956E-1,-6.137139201E-1,-2.734554768E0
7.537524242E1,-1.843654394E0,1.017274618E0,1.288493633E0
7.562481542E1,-1.425138593E0,1.716702580E0,3.116105795E0
7.587441842E1,1.286299944E0,-1.601952463E-1,-7.422784567E-1
7.612402142E1,-3.071066439E-1,-7.254894972E-1,-3.288077354E0
7.637357975E1,-1.673323750E0,2.479405403E0,-7.949013710E-1
7.662318275E1,-6.484564543E-1,1.804550409E0,2.950146675E0
7.687278575E1,4.263583720E-1,9.086880684E-1,-3.158802390E-1
7.712235875E1,5.192462802E-1,-3.005917788E0,-2.323236465E0
7.737196775E1,-4.203814268E-1,-8.906227946E-1,-1.189682484E0
7.762157175E1,1.768466830E-1,8.778721094E-1,2.371619940E0
7.787114375E1,-4.146345705E-2,6.902065873E-1,1.827006936E0
7.812074775E1,1.046395779E0,-3.231149435E0,-1.289686084E0
7.837035838E1,-1.153379157E-1,-1.276733518E0,-1.598010540E0
7.861993138E1,4.644201994E-1,5.605835915E-1,1.601353645E0
7.886953438E1,3.661633134E-1,1.671663046E0,2.662218571E0
7.911913738E1,1.021972537E0,-5.165611506E-1,-6.711199880E-1
7.936868463E1,-3.569321036E-1,-1.434035182E0,-1.908231735E0
7.961828763E1,-1.371256858E-1,-1.880879104E-1,8.797827363E-2
7.986786063E1,-2.822752595E-1,1.389561415E0,6.809093356E-1
8.011746362E1,-3.185989857E-1,2.309862375E0,1.262443304E0
8.036706763E1,2.515194938E-2,1.644160509E0,5.079692602E-1
8.061665838E1,-3.844154775E-1,-2.045987368E0,-2.946981907E0
8.086626237E1,-2.687361836E-1,-1.572890282E-1,-4.638927579E-1
8.111586538E1,-6.081287861E-1,7.288599610E-1,2.849014282E0
8.136543838E1,-2.492359161E0,3.554996252E0,4.525532424E-1
8.161503425E1,4.832080305E-1,1.165421367E0,9.849597216E-1
8.186460725E1,3.277359605E-1,-1.827790618E0,-2.602765083E0
8.211421025E1,-1.199958473E-1,-5.399364829E-1,-8.857297301E-1
8.236381325E1,-1.105702877E0,5.846633315E-1,2.605494022E0
8.261337179E1,-1.368479729E0,1.240728974E0,3.108271599E0
8.286297479E1,1.313199401E0,-2.065144777E0,-5.504781008E-1
8.311254779E1,2.364179343E-1,-1.330246925E0,-2.700805426E0
8.336215079E1,-3.910562992E-1,8.243215680E-1,1.805939078E0
8.361177438E1,-1.099541783E0,2.895756960E0,3.497557163E0
8.386134638E1,3.876255751E-1,-3.881700635E-1,-1.934753656E-1
8.411095038E1,-7.614969611E-1,-2.076199293E0,-3.748057365E0
8.436052238E1,4.477821663E-2,-1.028404117E0,-1.402930140E0
8.461011442E1,-3.482842352E-3,1.035581589E0,2.977694035E0
8.485968642E1,1.465283751E0,-1.801424384E0,2.118644238E0
8.510929042E1,-1.595994830E-1,-4.316329002E0,-1.574531794E0
8.535889342E1,-7.614301443E-1,-2.370981932E0,-3.060090780E0
8.560848188E1,-1.106767636E-2,3.064915180E0,2.323202372E0
8.585808487E1,-3.933812082E-1,1.509891510E0,2.124642849E0
8.610765787E1,9.631866813E-1,-3.202533007E0,-7.814511657E-1
8.635726088E1,-1.342506766E0,-7.221888900E-1,-2.390437126E0
8.660683663E1,4.665001333E-1,9.151893258E-1,2.005479574E0
8.685643963E1,2.272289395E-1,1.690429211E0,2.171694517E0
8.710601263E1,1.725862384E0,-1.105726242E0,-1.795895249E-1
8.735561563E1,-3.044705689E-1,8.584166169E-1,-3.494166613E0
8.760517079E1,-1.481577307E-1,-7.708303332E-1,-4.505582154E-1
8.785477379E1,-9.684983492E-1,1.819555640E0,2.756055117E0
8.810437679E1,-2.917697906E0,1.538526416E0,5.522110462E-1
8.835394979E1,-9.111070633E-1,7.030355334E-1,9.671798348E-1
8.860354688E1,5.704345703E-1,-7.706121206E-1,-2.155439854E0
8.885311987E1,-6.528141499E-1,-2.533354461E-1,-8.108024001E-1
8.910272288E1,5.026859045E-2,4.005338550E-1,2.110258341E0
8.935229588E1,-1.863716245E0,2.576789856E0,1.931372643E0
8.960190800E1,1.810016990E0,-7.267382741E-1,1.040479422E0
8.985148100E1,-2.908710539E-1,-4.102777317E-2,-2.637773991E0
9.010108400E1,-1.592978120E0,2.044789791E0,3.373787999E-1
9.035065700E1,-2.634822130E0,3.690004110E0,2.019897938E0
9.060027125E1,6.553465128E-1,-1.712651998E-1,4.247822165E-1
9.084984425E1,3.140355647E-1,-2.671590805E0,-2.848059893E0
9.109944725E1,-5.672861338E-1,-6.210033298E-1,-2.098833084E0
9.134902025E1,-5.418662727E-2,4.968267977E-1,3.656802893E0
9.159860025E1,1.870785654E-2,1.439485788E0,1.073729277E0
9.184817325E1,1.729165554E0,-4.245449543E0,-2.006779909E0
9.209777625E1,7.916064858E-1,-2.047525883E0,-2.191835880E0
9.234738025E1,8.316506445E-2,3.992658854E-2,2.452939034E0
9.259696150E1,5.811090767E-2,5.722818971E-1,3.602947950E0
9.284656450E1,1.236104727E0,-1.501389384E0,-8.395492435E-1
9.309613750E1,-4.875512719E-1,-7.765321732E-1,-3.039224625E0
9.334574050E1,-1.372965693E0,1.957949400E0,-8.838542700E-1
9.359532613E1,-1.740223050E0,2.677940130E0,3.438047171E0
9.384492912E1,-6.684723496E-2,1.360753655E0,8.552944064E-1
9.409450213E1,1.652834773E0,-1.193546176E0,-3.340255022E0
9.434410513E1,1.160893068E-1,-4.415532649E-1,-1.668809295E0
9.459365729E1,8.446941972E-1,-5.812631249E-1,3.513810396E0
9.484326029E1,-1.098964810E0,1.885645986E0,8.595125675E-1
9.509283329E1,-1.676814556E0,2.677631617E0,5.140383914E-2
9.534243629E1,7.583156228E-1,-1.558685422E0,-1.275893211E0
9.559200929E1,2.333341837E-1,-1.521027386E-1,-1.754905462E0
9.584161229E1,-1.306844234E0,6.877402663E-1,1.097038865E0
9.609118529E1,-1.981857538E0,4.213120461E0,1.529777348E-1
9.634078829E1,-2.297266126E-1,2.500201702E0,1.184527636E0
9.659035350E1,3.138969541E-1,-1.365889549E0,-1.824077368E0
9.683995650E1,2.292476594E-1,-7.283760905E-1,-1.008851528E0
9.708952950E1,-4.720035195E-1,1.082342267E0,2.253054142E0
9.733910150E1,-1.170594931E0,2.134006977E0,1.953667879E0
9.758871163E1,1.995003104E0,-2.496777296E0,-1.560122073E-1
9.783828463E1,-5.541577935E-1,5.197196007E-1,-3.728117466E0
9.808788762E1,9.746213444E-3,1.451078653E0,2.991025686E0
