"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
1.320987924E2,2.168839874E0,-1.134790192E1,1.289268951E0
1.325001904E2,8.122858429E0,-8.454418945E0,8.056246948E-1
1.329016753E2,5.318739624E0,-1.036534515E1,1.291065216E0
1.333031033E2,5.381309509E0,-5.746549988E0,-1.493444366E0
1.337045805E2,4.174818420E0,-7.463629303E0,1.548080750E0
1.341060395E2,1.039049286E1,-1.083896027E1,1.012045441E0
1.345074975E2,4.280798035E0,-6.596332855E0,-1.948498077E0
1.349089855E2,7.445816345E0,-8.017028503E0,8.446934509E-1
1.353104435E2,1.110839996E1,-1.277473480E1,1.849853210E0
1.357119031E2,3.377875671E0,-7.974965973E0,2.032772827E-1
1.361133921E2,8.246651001E0,-8.513396301E0,3.170556793E0
1.365148511E2,9.145681458E0,-9.557475128E0,1.400188293E0
1.369163247E2,5.185816040E0,-1.112396759E1,2.294129333E0
1.373177837E2,7.161707153E0,-7.178771667E0,2.963836670E-1
1.377192429E2,7.561376038E0,-8.794661407E0,2.212249603E0
1.381207319E2,3.227737885E0,-7.163802795E0,1.486408997E0
1.385222209E2,9.508526917E0,-8.214318237E0,2.163002014E-1
1.389237234E2,4.761448517E0,-7.306755524E0,1.654060364E0
1.393252434E2,5.138664093E0,-6.299500122E0,-9.011260986E-2
1.397267741E2,7.474706268E0,-6.591842194E0,1.897304535E0
1.401282941E2,6.339616699E0,-4.753814392E0,-1.215622101E0
1.405298131E2,4.801265717E0,-5.829327850E0,3.685336304E-1
1.409314064E2,7.423213348E0,-6.743177490E0,9.569599915E-1
1.413329264E2,7.048243103E0,-8.808432770E0,1.026415558E0
1.417344169E2,8.554710388E0,-1.268881348E1,3.467389526E0
1.421359669E2,7.872429199E0,-8.142317963E0,1.180445251E0
1.425374569E2,5.157674561E0,-1.039722885E1,1.450483704E-1
1.429388875E2,6.406677246E0,-1.117336487E1,2.351909180E0
1.433403165E2,9.689650269E0,-8.817713470E0,2.122735748E0
1.437418612E2,4.552333374E0,-7.664511566E0,1.719174957E0
1.441433812E2,6.956184540E0,-8.661588135E0,1.086889801E0
1.445448702E2,1.025218048E1,-9.929301910E0,1.112486572E0
1.449463687E2,5.568270721E0,-8.236023102E0,1.734293518E0
1.453478587E2,5.970933380E0,-7.968978424E0,8.354127502E-1
1.457493895E2,8.319848785E0,-6.993756409E0,4.975653076E-1
1.461508485E2,6.457870789E0,-1.250319946E1,2.610870667E0
1.465523375E2,6.170917511E0,-8.774303741E0,1.377734985E0
1.469539235E2,7.283703461E0,-8.013286285E0,1.498384094E0
1.473554735E2,6.069428558E0,-1.105975113E1,1.395847321E0
1.477570161E2,7.114704895E0,-6.938371582E0,1.325493622E0
1.481585051E2,7.829318848E0,-9.718540192E0,1.386566620E0
1.485600551E2,5.526357880E0,-6.924899597E0,8.571176147E-1
1.489615877E2,5.282814331E0,-7.959398346E0,1.784289551E0
1.493631377E2,1.074735077E1,-7.577692108E0,1.710493011E0
1.497646918E2,4.426445160E0,-6.082002411E0,-5.751040649E-1
1.501662118E2,4.042044525E0,-5.801186371E0,2.088307343E0
1.505677928E2,9.257947998E0,-9.913434906E0,7.554789734E-1
1.509693262E2,4.221521301E0,-1.204096069E1,2.589614868E-1
1.513708772E2,1.081351318E1,-9.351952515E0,2.887046356E0
1.517723816E2,5.974376221E0,-1.211610443E1,1.589694214E0
1.521739316E2,7.350913696E0,-1.019335281E1,3.417094116E0
1.525754816E2,8.037685547E0,-7.581883392E0,4.444258118E-1
1.529770209E2,4.437821503E0,-8.500672760E0,7.556286621E-1
1.533785409E2,1.485570740E1,-1.177496384E1,1.397194519E0
1.537800696E2,7.028633881E0,-8.635542297E0,2.677631836E0
1.541816196E2,3.049159241E0,-5.688919830E0,8.030799866E-1
1.545831706E2,6.132297821E0,-6.873107300E0,5.554948425E-1
1.549847205E2,3.831731873E0,-4.286785583E0,-6.397695923E-1
1.553862705E2,1.854343872E0,-6.589147797E0,2.521805878E0
1.557878024E2,7.267387390E0,-9.491312714E0,1.746717682E0
1.561893224E2,4.961582336E0,-7.884853363E0,1.195414124E0
1.565908724E2,8.258177032E0,-8.584199066E0,2.824326782E0
1.569923976E2,8.384813690E0,-7.350464630E0,2.862796783E0
1.573939476E2,4.695735168E0,-9.141190796E0,1.097966766E0
1.577954912E2,9.381141815E0,-1.254690857E1,2.725981293E0
1.581970423E2,1.050904633E1,-1.106918152E1,2.547702026E-1
1.585986533E2,5.324278107E0,-7.112609253E0,2.114203491E0
1.590002513E2,6.495442657E0,-7.943531342E0,7.604187012E-2
1.594019243E2,8.993448029E0,-1.048404831E1,2.235750732E0
1.598035747E2,6.205196228E0,-1.042866348E1,2.815794525E0
1.602051857E2,5.373226318E0,-8.572822723E0,1.075812836E0
1.606068278E2,6.655759277E0,-7.888745270E0,6.554869080E-1
1.610083879E2,5.570366364E0,-1.418420380E1,1.772913208E0
1.614099389E2,1.026250900E1,-9.261091461E0,1.489402771E-1
1.618115290E2,7.536976776E0,-9.759854279E0,3.595373383E0
1.622130790E2,3.653153229E0,-8.960965576E0,2.487527161E0
1.626146290E2,7.224875793E0,-9.137298889E0,1.470541992E0
1.630162530E2,5.915847931E0,-9.563762054E0,1.632355499E0
1.634178330E2,6.022126923E0,-6.049070892E0,5.316943359E-1
1.638193534E2,5.554798737E0,-7.400460663E0,1.506916351E0
1.642209034E2,8.093968506E0,-5.747448120E0,1.334325256E0
1.646224844E2,4.017046509E0,-4.624782715E0,-1.608704681E0
