,Heart Rate,Time
3033,65,06:27:13
3034,64,06:27:18
3035,66,06:27:28
3036,68,06:27:33
3037,67,06:27:43
3038,66,06:27:48
3039,63,06:27:53
3040,64,06:28:03
3041,65,06:28:13
3042,67,06:28:18
3043,68,06:28:23
3044,67,06:28:28
3045,66,06:28:33
3046,64,06:28:38
3047,65,06:28:43
3048,68,06:28:48
3049,66,06:28:53
3050,61,06:28:58
3051,60,06:29:03
3052,62,06:29:08
3053,64,06:29:13
3054,66,06:29:18
3055,65,06:29:28
3056,66,06:29:33
3057,68,06:29:40
3058,65,06:29:45
3059,66,06:29:50
3060,64,06:29:55
3061,61,06:30:00
3062,64,06:30:10
3063,65,06:30:15
3064,63,06:30:25
3065,64,06:30:30
3066,66,06:30:35
3067,66,06:30:50
3068,64,06:30:55
3069,62,06:31:00
3070,64,06:31:05
3071,66,06:31:10
3072,67,06:31:15
3073,68,06:31:30
3074,66,06:31:35
3075,64,06:31:40
3076,63,06:31:45
3077,65,06:31:50
3078,63,06:31:55
3079,66,06:32:05
3080,68,06:32:15
3081,64,06:32:20
3082,62,06:32:30
3083,64,06:32:35
3084,64,06:32:41
3085,65,06:32:46
3086,64,06:33:01
3087,65,06:33:06
3088,66,06:33:11
3089,64,06:33:16
3090,66,06:33:31
3091,65,06:33:36
3092,64,06:33:46
3093,65,06:33:51
3094,64,06:33:56
3095,65,06:34:06
3096,67,06:34:11
3097,66,06:34:16
3098,65,06:34:31
3099,64,06:34:36
3100,65,06:34:41
3101,64,06:34:46
3102,67,06:34:51
3103,66,06:35:01
3104,63,06:35:06
3105,64,06:35:11
3106,65,06:35:21
3107,63,06:35:26
3108,62,06:35:36
3109,65,06:35:41
3110,66,06:35:46
3111,65,06:35:53
3112,65,06:36:08
3113,87,06:36:18
3114,89,06:36:23
3115,87,06:36:33
3116,84,06:36:38
3117,84,06:36:43
3118,82,06:36:48
3119,80,06:36:53
3120,77,06:36:58
3121,72,06:37:03
3122,70,06:37:08
3123,68,06:37:13
3124,67,06:37:18
3125,64,06:37:33
3126,60,06:37:38
3127,61,06:37:43
3128,63,06:37:48
3129,65,06:37:53
3130,66,06:38:03
3131,65,06:38:08
3132,65,06:38:23
3133,60,06:38:33
3134,61,06:38:38
3135,61,06:38:44
3136,63,06:38:54
3137,64,06:38:59
3138,60,06:39:04
3139,59,06:39:09
3140,60,06:39:14
3141,62,06:39:24
3142,63,06:39:39
3143,65,06:39:44
3144,66,06:39:49
3145,67,06:39:54
3146,69,06:39:59
3147,68,06:40:04
3148,65,06:40:09
3149,62,06:40:14
3150,64,06:40:19
3151,63,06:40:24
3152,61,06:40:29
3153,62,06:40:39
3154,63,06:40:44
3155,62,06:40:49
3156,59,06:40:54
3157,61,06:40:59
3158,62,06:41:09
3159,64,06:41:14
3160,63,06:41:24
3161,62,06:41:34
3162,62,06:41:41
3163,62,06:41:46
3164,67,06:41:56
3165,66,06:42:01
3166,65,06:42:06
3167,63,06:42:11
3168,62,06:42:16
3169,63,06:42:21
3170,63,06:42:36
3171,63,06:42:51
3172,63,06:43:06
3173,63,06:43:21
3174,63,06:43:36
3175,63,06:43:51
3176,63,06:44:06
3177,63,06:44:16
3178,62,06:44:21
3179,62,06:44:36
3180,63,06:44:46
3181,62,06:44:56
3182,62,06:45:11
3183,62,06:45:26
3184,62,06:45:41
3185,62,06:45:56
3186,62,06:46:11
3187,61,06:46:26
3188,61,06:46:41
3189,61,06:46:44
3190,61,06:46:59
3191,61,06:47:14
3192,60,06:47:24
3193,60,06:47:29
3194,60,06:47:44
3195,60,06:47:59
3196,62,06:48:09
3197,62,06:48:24
3198,62,06:48:39
3199,61,06:48:44
3200,61,06:48:59
3201,61,06:49:14
3202,62,06:49:19
3203,62,06:49:24
3204,62,06:49:39
3205,62,06:49:54
3206,62,06:50:09
3207,62,06:50:19
3208,62,06:50:34
3209,62,06:50:49
3210,62,06:51:04
3211,62,06:51:14
3212,62,06:51:29
3213,72,06:51:39
3214,71,06:51:44
3215,69,06:51:52
3216,68,06:51:57
3217,67,06:52:02
3218,67,06:52:07
3219,67,06:52:22
3220,67,06:52:37
3221,66,06:52:42
3222,66,06:52:57
3223,66,06:53:12
3224,66,06:53:27
3225,67,06:53:37
3226,67,06:53:52
3227,67,06:54:07
3228,67,06:54:22
3229,67,06:54:32
3230,68,06:54:42
3231,70,06:54:47
3232,71,06:54:52
3233,71,06:55:07
3234,72,06:55:12
3235,71,06:55:17
3236,72,06:55:27
3237,74,06:55:37
3238,75,06:55:42
3239,78,06:55:47
3240,76,06:55:52
3241,74,06:56:02
3242,72,06:56:09
3243,71,06:56:14
3244,70,06:56:19
3245,71,06:56:24
3246,72,06:56:29
3247,73,06:56:39
3248,73,06:56:49
3249,73,06:56:54
3250,74,06:57:09
3251,73,06:57:19
3252,72,06:57:24
3253,71,06:57:29
3254,70,06:57:34
3255,70,06:57:39
3256,71,06:57:49
3257,69,06:57:59
3258,66,06:58:04
3259,66,06:58:09
3260,66,06:58:24
3261,65,06:58:34
3262,65,06:58:49
3263,66,06:58:59
3264,66,06:59:04
3265,67,06:59:14
3266,67,06:59:24
3267,67,06:59:34
3268,67,06:59:39
3269,66,06:59:46
3270,66,07:00:01
3271,65,07:00:16
3272,66,07:00:21
3273,66,07:00:26
3274,65,07:00:31
3275,65,07:00:36
3276,64,07:00:46
3277,63,07:00:51
3278,63,07:00:56
3279,63,07:01:11
3280,72,07:01:26
3281,71,07:01:31
3282,70,07:01:36
3283,69,07:01:41
3284,67,07:01:46
3285,67,07:01:51
3286,66,07:01:56
3287,65,07:02:01
3288,64,07:02:11
3289,64,07:02:16
3290,66,07:02:21
3291,65,07:02:26
3292,64,07:02:31
3293,64,07:02:46
3294,65,07:02:51
3295,64,07:02:58
3296,64,07:03:03
3297,65,07:03:18
3298,73,07:03:23
3299,70,07:03:28
3300,64,07:03:33
3301,63,07:03:38
3302,65,07:03:43
3303,66,07:03:48
3304,60,07:03:53
3305,59,07:04:08
3306,60,07:04:13
3307,61,07:04:23
3308,63,07:04:28
3309,66,07:04:33
3310,68,07:04:38
3311,63,07:04:43
3312,62,07:04:48
3313,61,07:04:53
3314,60,07:04:58
3315,62,07:05:08
3316,63,07:05:13
3317,64,07:05:18
3318,62,07:05:23
3319,63,07:05:28
3320,65,07:05:33
3321,71,07:05:39
3322,62,07:05:44
3323,63,07:05:49
3324,61,07:05:54
3325,60,07:05:59
3326,58,07:06:04
3327,58,07:06:19
3328,59,07:06:24
3329,60,07:06:29
3330,61,07:06:34
3331,61,07:06:49
3332,60,07:06:54
3333,61,07:06:59
3334,61,07:07:04
3335,60,07:07:14
3336,61,07:07:19
3337,63,07:07:24
3338,62,07:07:29
3339,61,07:07:39
3340,60,07:07:49
3341,65,07:07:54
3342,61,07:07:59
3343,64,07:08:04
3344,62,07:08:14
3345,61,07:08:19
3346,59,07:08:24
3347,58,07:08:31
3348,61,07:08:36
3349,65,07:08:41
3350,63,07:08:46
3351,62,07:08:51
3352,62,07:08:56
3353,61,07:09:01
3354,62,07:09:11
3355,59,07:09:16
3356,58,07:09:21
3357,59,07:09:31
3358,62,07:09:36
3359,66,07:09:41
3360,64,07:09:46
3361,63,07:09:51
3362,62,07:09:56
3363,63,07:10:06
3364,64,07:10:11
3365,60,07:10:21
3366,61,07:10:26
3367,60,07:10:31
3368,63,07:10:36
3369,65,07:10:41
3370,60,07:10:46
3371,59,07:10:51
3372,61,07:11:06
3373,65,07:11:11
3374,65,07:11:17
3375,63,07:11:22
3376,61,07:11:27
3377,62,07:11:42
3378,61,07:11:52
3379,58,07:12:02
3380,58,07:12:07
3381,59,07:12:12
3382,62,07:12:17
3383,61,07:12:22
3384,60,07:12:27
3385,61,07:12:37
3386,62,07:12:47
3387,63,07:12:57
3388,64,07:13:02
3389,65,07:13:07
3390,61,07:13:12
3391,60,07:13:17
3392,60,07:13:22
3393,61,07:13:27
3394,63,07:13:32
3395,60,07:13:37
3396,57,07:13:42
3397,56,07:13:47
3398,57,07:13:52
3399,57,07:13:57
3400,58,07:14:07
3401,59,07:14:14
3402,64,07:14:19
3403,59,07:14:24
3404,60,07:14:34
3405,62,07:14:44
3406,63,07:14:49
3407,64,07:14:54
3408,66,07:14:59
3409,66,07:15:14
3410,65,07:15:19
3411,63,07:15:24
3412,62,07:15:29
3413,61,07:15:34
3414,62,07:15:44
3415,64,07:15:49
3416,62,07:15:54
3417,62,07:15:59
3418,62,07:16:14
3419,62,07:16:24
3420,65,07:16:29
3421,65,07:16:34
3422,67,07:16:49
3423,65,07:16:54
3424,64,07:16:59
3425,68,07:17:09
3426,66,07:17:14
3427,68,07:17:29
3428,68,07:17:30
3429,66,07:17:35
3430,65,07:17:40
3431,66,07:17:45
3432,66,07:18:00
3433,68,07:18:05
3434,69,07:18:10
3435,70,07:18:15
3436,77,07:18:20
3437,70,07:18:25
3438,69,07:18:30
3439,67,07:18:35
3440,66,07:18:40
3441,67,07:18:50
3442,67,07:19:05
3443,66,07:19:15
3444,64,07:19:20
3445,61,07:19:25
3446,66,07:19:30
3447,68,07:19:35
3448,69,07:19:40
3449,68,07:19:50
3450,67,07:19:55
3451,68,07:20:10
3452,67,07:20:15
3453,68,07:20:20
3454,69,07:20:25
3455,69,07:20:32
3456,68,07:20:37
3457,67,07:20:42
3458,67,07:20:57
3459,66,07:21:02
3460,64,07:21:07
3461,65,07:21:12
3462,67,07:21:17
3463,66,07:21:22
3464,66,07:21:27
3465,65,07:21:32
3466,64,07:21:37
3467,66,07:21:42
3468,65,07:21:47
3469,64,07:21:52
3470,62,07:22:02
3471,63,07:22:07
3472,64,07:22:12
3473,65,07:22:22
3474,64,07:22:32
3475,62,07:22:37
3476,63,07:22:47
3477,64,07:22:52
3478,65,07:22:57
3479,64,07:23:02
3480,63,07:23:07
3481,62,07:23:12
3482,61,07:23:19
3483,60,07:23:24
3484,61,07:23:34
3485,63,07:23:44
3486,64,07:23:49
3487,65,07:23:54
3488,66,07:23:59
3489,63,07:24:04
3490,62,07:24:09
3491,60,07:24:14
3492,59,07:24:19
3493,59,07:24:34
3494,63,07:24:49
3495,62,07:24:54
3496,57,07:24:59
3497,58,07:25:04
3498,58,07:25:09
3499,60,07:25:14
3500,58,07:25:19
3501,63,07:25:24
3502,64,07:25:34
3503,65,07:25:39
3504,68,07:25:44
3505,68,07:25:49
3506,66,07:25:54
3507,65,07:25:59
3508,64,07:26:04
3509,68,07:26:10
3510,69,07:26:15
3511,69,07:26:20
3512,68,07:26:25
3513,69,07:26:35
3514,68,07:26:45
3515,62,07:26:50
3516,63,07:26:55
3517,65,07:27:00
3518,62,07:27:05
3519,63,07:27:10
3520,64,07:27:15
3521,65,07:27:20
3522,67,07:27:30
3523,61,07:27:35
3524,61,07:27:40
3525,62,07:27:45
3526,63,07:27:50
3527,64,07:27:55
3528,67,07:28:00
3529,66,07:28:05
3530,65,07:28:15
3531,65,07:28:20
3532,66,07:28:30
3533,61,07:28:40
3534,63,07:28:45
3535,62,07:28:50
3536,65,07:28:57
3537,67,07:29:02
3538,68,07:29:07
3539,69,07:29:12
3540,69,07:29:17
3541,67,07:29:22
3542,67,07:29:27
3543,68,07:29:32
3544,69,07:29:37
3545,69,07:29:42
3546,64,07:29:47
3547,63,07:29:52
3548,63,07:29:57
3549,65,07:30:02
3550,67,07:30:07
3551,69,07:30:12
3552,62,07:30:17
3553,61,07:30:22
3554,62,07:30:27
3555,64,07:30:32
3556,65,07:30:37
3557,65,07:30:42
3558,67,07:30:47
3559,63,07:30:52
3560,60,07:30:57
3561,63,07:31:02
3562,64,07:31:07
3563,67,07:31:13
3564,63,07:31:18
3565,61,07:31:23
3566,61,07:31:28
3567,68,07:31:33
3568,71,07:31:38
3569,71,07:31:43
3570,69,07:31:48
3571,67,07:31:53
3572,66,07:31:58
3573,63,07:32:03
3574,64,07:32:08
3575,63,07:32:13
3576,64,07:32:18
3577,66,07:32:23
3578,68,07:32:28
3579,69,07:32:33
3580,63,07:32:38
3581,63,07:32:43
3582,64,07:32:48
3583,63,07:32:53
3584,60,07:32:58
3585,61,07:33:08
3586,65,07:33:13
3587,66,07:33:23
3588,67,07:33:28
3589,66,07:33:33
3590,65,07:33:39
3591,65,07:33:44
3592,66,07:33:49
3593,67,07:33:54
3594,68,07:33:59
3595,67,07:34:14
3596,68,07:34:19
3597,69,07:34:24
3598,68,07:34:34
3599,66,07:34:49
3600,66,07:34:54
3601,68,07:35:04
3602,69,07:35:09
3603,69,07:35:14
3604,65,07:35:24
3605,65,07:35:29
3606,66,07:35:39
3607,68,07:35:44
3608,68,07:35:49
3609,70,07:35:54
3610,66,07:35:59
3611,65,07:36:04
3612,65,07:36:14
3613,65,07:36:19
3614,67,07:36:24
3615,68,07:36:29
3616,69,07:36:34
3617,69,07:36:41
3618,66,07:36:51
3619,66,07:36:56
3620,65,07:37:01
3621,65,07:37:06
3622,66,07:37:11
3623,67,07:37:16
3624,63,07:37:26
3625,64,07:37:31
3626,64,07:37:36
3627,64,07:37:41
3628,63,07:37:46
3629,64,07:37:56
3630,66,07:38:01
3631,67,07:38:06
3632,68,07:38:11
3633,68,07:38:16
3634,68,07:38:26
3635,66,07:38:31
3636,69,07:38:36
3637,68,07:38:46
3638,66,07:38:51
3639,66,07:39:06
3640,72,07:39:11
3641,72,07:39:26
3642,72,07:39:41
3643,72,07:39:56
3644,72,07:39:58
3645,72,07:40:13
3646,72,07:40:28
3647,72,07:40:43
3648,72,07:40:58
3649,72,07:41:13
3650,72,07:41:28
3651,72,07:41:43
3652,72,07:41:58
3653,72,07:42:13
3654,72,07:42:28
3655,72,07:42:43
3656,72,07:42:58
3657,72,07:43:13
3658,72,07:43:28
3659,72,07:43:43
3660,72,07:43:58
3661,72,07:44:13
3662,72,07:44:28
3663,72,07:44:43
3664,72,07:44:58
3665,72,07:45:13
3666,72,07:45:28
3667,72,07:45:43
3668,73,07:45:53
3669,75,07:45:58
3670,75,07:46:08
3671,75,07:46:16
3672,74,07:46:26
3673,71,07:46:41
3674,68,07:46:46
3675,66,07:46:51
3676,65,07:46:56
3677,64,07:47:01
3678,63,07:47:11
3679,64,07:47:21
3680,64,07:47:26
3681,63,07:47:36
3682,63,07:47:41
3683,62,07:47:56
3684,61,07:48:01
3685,60,07:48:11
3686,60,07:48:16
3687,61,07:48:21
3688,61,07:48:26
3689,61,07:48:41
3690,60,07:48:46
3691,60,07:48:51
3692,60,07:48:56
3693,60,07:49:06
3694,59,07:49:11
3695,58,07:49:21
3696,57,07:49:26
3697,58,07:49:36
3698,58,07:49:43
3699,59,07:49:48
3700,58,07:49:53
3701,58,07:50:03
3702,57,07:50:08
3703,57,07:50:13
3704,58,07:50:18
3705,57,07:50:33
3706,56,07:50:38
3707,57,07:50:43
3708,57,07:50:48
3709,58,07:50:58
3710,68,07:51:03
3711,67,07:51:08
3712,66,07:51:13
3713,64,07:51:18
3714,64,07:51:23
3715,63,07:51:28
3716,62,07:51:33
3717,63,07:51:43
3718,63,07:51:48
3719,63,07:51:58
3720,62,07:52:03
3721,62,07:52:08
3722,61,07:52:13
3723,61,07:52:23
3724,61,07:52:29
3725,62,07:52:34
3726,62,07:52:39
3727,62,07:52:44
3728,62,07:52:59
3729,62,07:53:14
3730,62,07:53:29
3731,62,07:53:34
3732,62,07:53:44
3733,60,07:53:49
3734,59,07:53:59
3735,59,07:54:04
3736,59,07:54:19
3737,60,07:54:24
3738,61,07:54:29
3739,61,07:54:34
3740,61,07:54:39
3741,62,07:54:44
3742,62,07:54:59
3743,62,07:55:14
3744,63,07:55:19
3745,64,07:55:29
3746,78,07:55:34
3747,77,07:55:39
3748,74,07:55:44
3749,70,07:55:49
3750,65,07:55:56
3751,66,07:56:01
3752,65,07:56:06
3753,65,07:56:21
3754,65,07:56:36
3755,65,07:56:51
3756,65,07:57:06
3757,65,07:57:21
3758,65,07:57:36
3759,65,07:57:51
3760,65,07:58:06
3761,65,07:58:21
3762,65,07:58:36
3763,65,07:58:51
3764,65,07:59:06
3765,65,07:59:21
3766,63,07:59:36
3767,62,07:59:41
3768,62,07:59:46
3769,62,08:00:01
3770,62,08:00:16
3771,63,08:00:26
3772,83,08:00:31
3773,85,08:00:36
3774,77,08:00:41
3775,73,08:00:49
3776,73,08:00:54
3777,69,08:00:59
3778,68,08:01:04
3779,68,08:01:19
3780,58,08:01:34
3781,61,08:01:39
3782,62,08:01:44
3783,67,08:01:49
3784,68,08:01:54
3785,67,08:01:59
3786,66,08:02:04
3787,67,08:02:09
3788,65,08:02:14
3789,65,08:02:19
3790,65,08:02:24
3791,67,08:02:29
3792,69,08:02:34
3793,72,08:02:39
3794,70,08:02:44
3795,69,08:02:49
3796,71,08:02:59
3797,71,08:03:04
3798,71,08:03:19
3799,71,08:03:34
3800,71,08:03:44
3801,71,08:03:51
3802,71,08:04:01
3803,71,08:04:06
3804,71,08:04:21
3805,70,08:05:09
3806,62,08:05:19
3807,61,08:05:24
3808,61,08:05:29
3809,64,08:05:34
3810,66,08:05:44
3811,66,08:05:49
3812,66,08:05:54
3813,75,08:05:59
3814,74,08:06:04
3815,73,08:06:09
3816,74,08:06:14
3817,75,08:06:24
3818,75,08:06:39
3819,74,08:06:49
3820,73,08:06:54
3821,72,08:06:59
3822,71,08:07:04
3823,71,08:07:14
3824,71,08:07:19
3825,70,08:07:24
3826,70,08:07:39
3827,68,08:07:49
3828,67,08:07:54
3829,66,08:07:59
3830,66,08:08:14
3831,66,08:08:16
3832,66,08:08:21
3833,65,08:08:26
3834,65,08:08:31
3835,66,08:08:41
3836,64,08:08:46
3837,62,08:08:51
3838,62,08:08:56
3839,62,08:09:11
3840,61,08:09:16
3841,63,08:09:21
3842,61,08:09:26
3843,62,08:09:41
3844,61,08:09:46
3845,62,08:09:56
3846,62,08:10:06
3847,62,08:10:21
3848,63,08:10:36
3849,67,08:10:46
3850,69,08:10:51
3851,67,08:11:01
3852,66,08:11:11
3853,67,08:11:16
3854,69,08:11:31
3855,65,08:11:36
3856,67,08:11:46
3857,66,08:11:51
3858,67,08:11:58
3859,67,08:12:03
3860,67,08:12:18
3861,79,08:12:28
3862,77,08:12:33
3863,73,08:12:38
3864,71,08:12:43
3865,75,08:12:48
3866,75,08:12:53
3867,74,08:12:58
3868,73,08:13:03
3869,72,08:13:08
3870,73,08:13:23
3871,73,08:13:38
3872,73,08:13:53
3873,72,08:14:03
3874,72,08:14:18
3875,72,08:14:33
3876,72,08:14:48
3877,73,08:14:53
3878,71,08:15:03
3879,70,08:15:08
3880,70,08:15:23
3881,71,08:15:28
3882,70,08:15:33
3883,72,08:15:38
3884,72,08:15:45
3885,72,08:16:00
3886,71,08:16:10
3887,71,08:16:15
3888,71,08:16:25
3889,71,08:16:40
3890,71,08:16:55
3891,71,08:17:10
3892,71,08:17:25
3893,72,08:17:35
3894,73,08:17:40
3895,74,08:17:55
3896,75,08:18:00
3897,76,08:18:05
3898,77,08:18:20
3899,77,08:18:35
3900,77,08:18:50
3901,77,08:19:05
3902,78,08:19:20
3903,79,08:19:25
3904,80,08:19:30
3905,74,08:19:35
3906,72,08:19:40
3907,86,08:19:50
3908,97,08:19:55
3909,97,08:20:02
3910,97,08:20:17
3911,97,08:20:32
3912,98,08:20:37
3913,99,08:20:47
3914,99,08:21:02
3915,100,08:21:07
3916,100,08:21:22
3917,101,08:21:27
3918,101,08:21:42
3919,102,08:21:47
3920,97,08:21:52
3921,100,08:21:57
3922,100,08:22:12
3923,99,08:22:27
3924,99,08:22:42
3925,99,08:22:52
3926,98,08:23:07
3927,97,08:23:12
3928,97,08:23:27
3929,97,08:23:42
3930,97,08:23:57
3931,97,08:24:12
3932,95,08:24:17
3933,95,08:24:27
3934,93,08:24:32
3935,93,08:24:37
3936,93,08:24:45
3937,93,08:25:00
3938,93,08:25:15
3939,94,08:25:30
3940,95,08:25:35
3941,96,08:25:40
3942,97,08:25:45
3943,100,08:25:50
3944,103,08:25:55
3945,103,08:26:10
3946,105,08:26:20
3947,106,08:26:25
3948,102,08:26:30
3949,98,08:26:35
3950,94,08:26:40
3951,93,08:26:45
3952,93,08:27:00
3953,94,08:27:05
3954,94,08:27:20
3955,93,08:27:30
3956,93,08:27:45
3957,94,08:27:50
3958,96,08:27:55
3959,97,08:28:00
3960,98,08:28:10
3961,90,08:28:25
3962,90,08:28:40
3963,90,08:28:42
3964,88,08:28:52
3965,88,08:29:07
3966,88,08:29:22
3967,87,08:29:32
3968,87,08:29:47
3969,88,08:30:02
3970,89,08:30:07
3971,88,08:30:12
3972,89,08:30:22
3973,91,08:30:27
3974,92,08:30:32
3975,93,08:30:42
3976,92,08:30:47
3977,94,08:30:57
3978,94,08:31:12
3979,93,08:31:17
3980,94,08:31:27
3981,96,08:31:32
3982,98,08:31:37
3983,99,08:31:42
3984,99,08:31:57
3985,100,08:32:02
3986,101,08:32:12
3987,103,08:32:17
3988,106,08:32:22
3989,107,08:32:37
3990,107,08:32:39
3991,107,08:32:49
3992,104,08:32:54
3993,104,08:33:09
3994,104,08:33:24
3995,104,08:33:39
3996,104,08:33:54
3997,104,08:34:09
3998,104,08:34:14
3999,104,08:34:29
4000,104,08:34:44
4001,104,08:34:59
4002,104,08:35:14
4003,102,08:35:24
4004,101,08:35:29
4005,101,08:35:44
4006,102,08:35:49
4007,103,08:35:54
4008,103,08:36:09
4009,102,08:36:24
4010,98,08:36:29
4011,96,08:36:34
4012,96,08:36:39
4013,100,08:36:44
4014,101,08:36:49
4015,101,08:36:59
4016,100,08:37:04
4017,100,08:37:11
4018,100,08:37:16
4019,100,08:37:26
4020,100,08:37:41
4021,102,08:37:51
4022,103,08:38:01
4023,104,08:38:06
4024,104,08:38:21
4025,104,08:38:26
4026,103,08:38:31
4027,103,08:38:36
4028,102,08:38:46
4029,102,08:39:01
4030,103,08:39:06
4031,104,08:39:11
4032,105,08:39:26
4033,107,08:39:31
4034,108,08:39:36
4035,109,08:39:46
4036,110,08:39:51
4037,113,08:39:56
4038,109,08:40:01
4039,109,08:40:11
4040,110,08:40:16
4041,106,08:40:21
4042,101,08:40:26
4043,97,08:40:36
4044,97,08:40:43
4045,96,08:40:48
4046,96,08:40:58
4047,97,08:41:13
4048,99,08:41:23
4049,97,08:41:28
4050,97,08:41:33
4051,98,08:41:38
4052,99,08:41:53
4053,101,08:41:58
4054,99,08:42:03
4055,99,08:42:18
4056,98,08:42:33
4057,100,08:42:43
4058,101,08:42:48
4059,103,08:42:58
4060,105,08:43:03
4061,106,08:43:08
4062,107,08:43:18
4063,109,08:43:23
4064,109,08:43:38
4065,110,08:43:43
4066,110,08:43:58
4067,108,08:44:03
4068,110,08:44:08
4069,116,08:44:13
4070,121,08:44:18
4071,122,08:44:25
4072,123,08:44:40
4073,121,08:44:55
4074,122,08:45:00
4075,124,08:45:05
4076,123,08:45:10
4077,122,08:45:15
4078,120,08:45:20
4079,122,08:45:30
4080,124,08:45:35
4081,123,08:45:40
4082,122,08:45:45
4083,121,08:45:50
4084,119,08:45:55
4085,118,08:46:10
4086,119,08:46:25
4087,120,08:46:30
4088,123,08:46:35
4089,127,08:46:40
4090,126,08:46:45
4091,124,08:46:50
4092,125,08:46:55
4093,123,08:47:00
4094,124,08:47:05
4095,128,08:47:15
4096,125,08:47:20
4097,127,08:47:25
4098,127,08:47:32
4099,128,08:47:42
4100,125,08:47:47
4101,124,08:47:52
4102,126,08:48:02
4103,127,08:48:07
4104,125,08:48:12
4105,124,08:48:17
4106,126,08:48:22
4107,127,08:48:27
4108,127,08:48:42
4109,125,08:48:57
4110,123,08:49:07
4111,120,08:49:17
4112,118,08:49:22
4113,119,08:49:27
4114,119,08:49:32
4115,117,08:49:47
4116,115,08:49:52
4117,114,08:50:07
4118,106,08:50:17
4119,109,08:50:22
4120,112,08:50:27
4121,110,08:50:32
4122,111,08:50:37
4123,109,08:50:47
4124,109,08:50:52
4125,110,08:50:59
4126,109,08:51:04
4127,108,08:51:09
4128,107,08:51:14
4129,105,08:51:19
4130,105,08:51:24
4131,101,08:51:34
4132,98,08:51:39
4133,102,08:51:54
4134,108,08:51:59
4135,115,08:52:04
4136,118,08:52:09
4137,121,08:52:14
4138,116,08:52:19
4139,116,08:52:24
4140,117,08:52:29
4141,114,08:52:34
4142,115,08:52:39
4143,116,08:52:44
4144,115,08:52:49
4145,113,08:52:54
4146,107,08:53:04
4147,110,08:53:09
4148,110,08:53:14
4149,113,08:53:19
4150,114,08:53:24
4151,109,08:53:29
4152,109,08:53:35
4153,111,08:53:45
4154,112,08:53:50
4155,113,08:53:55
4156,114,08:54:00
4157,115,08:54:05
4158,117,08:54:15
4159,119,08:54:20
4160,118,08:54:25
4161,117,08:54:30
4162,116,08:54:40
4163,113,08:54:45
4164,112,08:54:50
4165,110,08:54:55
4166,113,08:55:05
4167,119,08:55:10
4168,116,08:55:15
4169,117,08:55:20
4170,116,08:55:25
4171,115,08:55:30
4172,114,08:55:35
4173,117,08:55:40
4174,119,08:55:45
4175,115,08:55:50
4176,118,08:55:55
4177,119,08:56:00
4178,118,08:56:10
4179,117,08:56:17
4180,120,08:56:27
4181,122,08:56:32
4182,121,08:56:37
4183,118,08:56:42
4184,117,08:56:47
4185,115,08:56:52
4186,115,08:56:57
4187,112,08:57:02
4188,113,08:57:07
4189,114,08:57:17
4190,115,08:57:22
4191,114,08:57:27
4192,116,08:57:37
4193,116,08:57:52
4194,115,08:58:07
4195,113,08:58:12
4196,111,08:58:17
4197,112,08:58:27
4198,115,08:58:32
4199,116,08:58:47
4200,117,08:58:52
4201,115,08:58:57
4202,114,08:59:02
4203,111,08:59:07
4204,112,08:59:12
4205,109,08:59:17
4206,107,08:59:23
4207,110,08:59:28
4208,111,08:59:33
4209,108,08:59:38
4210,107,08:59:43
4211,108,08:59:48
4212,109,08:59:53
4213,111,09:00:03
4214,109,09:00:08
4215,110,09:00:13
4216,112,09:00:28
4217,117,09:00:33
4218,120,09:00:38
4219,120,09:00:53
4220,119,09:00:58
4221,120,09:01:03
4222,119,09:01:08
4223,120,09:01:18
4224,122,09:01:23
4225,125,09:01:28
4226,126,09:01:33
4227,129,09:01:38
4228,127,09:01:43
4229,124,09:01:48
4230,118,09:01:58
4231,117,09:02:03
4232,111,09:02:08
4233,111,09:02:15
4234,109,09:02:20
4235,111,09:02:25
4236,110,09:02:30
4237,108,09:02:35
4238,111,09:02:40
4239,110,09:02:50
4240,104,09:02:55
4241,105,09:03:00
4242,103,09:03:10
4243,105,09:03:15
4244,105,09:03:30
4245,106,09:03:35
4246,108,09:03:40
4247,111,09:03:55
4248,112,09:04:10
4249,109,09:04:15
4250,106,09:04:20
4251,107,09:04:25
4252,108,09:04:30
4253,109,09:04:35
4254,108,09:04:45
4255,109,09:04:55
4256,110,09:05:05
4257,111,09:05:10
4258,111,09:05:25
4259,110,09:05:30
4260,110,09:05:37
4261,121,09:05:52
4262,122,09:05:57
4263,120,09:06:02
4264,119,09:06:07
4265,118,09:06:22
4266,116,09:06:27
4267,114,09:06:32
4268,116,09:06:37
4269,114,09:06:42
4270,117,09:06:47
4271,112,09:06:52
4272,109,09:06:57
4273,111,09:07:02
4274,110,09:07:12
4275,105,09:07:17
4276,106,09:07:22
4277,106,09:07:37
4278,107,09:07:47
4279,105,09:07:52
4280,106,09:07:57
4281,105,09:08:02
4282,108,09:08:07
4283,110,09:08:12
4284,111,09:08:22
4285,109,09:08:27
4286,108,09:08:33
4287,106,09:08:38
4288,108,09:08:43
4289,110,09:08:58
4290,111,09:09:03
4291,113,09:09:08
4292,112,09:09:13
4293,112,09:09:23
4294,111,09:09:28
4295,107,09:09:33
4296,105,09:09:38
4297,100,09:09:43
4298,99,09:09:48
4299,101,09:09:58
4300,102,09:10:03
4301,97,09:10:13
4302,94,09:10:18
4303,97,09:10:23
