,Heart Rate,Time
6106,122,12:39:01
6107,122,12:39:16
6108,124,12:39:31
6109,124,12:39:33
6110,127,12:39:43
6111,127,12:39:58
6112,125,12:40:03
6113,125,12:40:13
6114,125,12:40:18
6115,122,12:40:23
6116,122,12:40:38
6117,122,12:40:53
6118,122,12:41:03
6119,120,12:41:13
6120,116,12:41:28
6121,115,12:41:33
6122,107,12:41:38
6123,103,12:41:43
6124,102,12:41:58
6125,99,12:42:08
6126,99,12:42:23
6127,100,12:42:28
6128,101,12:42:33
6129,103,12:42:38
6130,101,12:42:53
6131,106,12:43:03
6132,109,12:43:08
6133,113,12:43:13
6134,116,12:43:18
6135,116,12:43:28
6136,116,12:43:35
6137,116,12:43:50
6138,115,12:43:55
6139,115,12:44:10
6140,97,12:44:20
6141,92,12:44:25
6142,88,12:44:35
6143,89,12:44:40
6144,89,12:44:45
6145,89,12:45:00
6146,90,12:45:05
6147,92,12:45:15
6148,92,12:45:20
6149,93,12:45:35
6150,94,12:45:40
6151,96,12:45:45
6152,99,12:45:50
6153,101,12:45:55
6154,103,12:46:10
6155,110,12:46:15
6156,110,12:46:30
6157,116,12:46:35
6158,117,12:46:40
6159,116,12:46:45
6160,117,12:46:50
6161,121,12:46:57
6162,123,12:47:02
6163,122,12:47:12
6164,120,12:47:17
6165,119,12:47:27
6166,118,12:47:32
6167,119,12:47:42
6168,121,12:47:47
6169,120,12:47:57
6170,121,12:48:02
6171,124,12:48:12
6172,134,12:48:17
6173,132,12:48:22
6174,131,12:48:27
6175,118,12:48:32
6176,117,12:48:37
6177,113,12:48:42
6178,112,12:48:47
6179,108,12:48:52
6180,107,12:48:57
6181,105,12:49:02
6182,104,12:49:07
6183,104,12:49:22
6184,105,12:49:37
6185,105,12:49:52
6186,105,12:49:53
6187,106,12:49:58
6188,105,12:50:03
6189,104,12:50:08
6190,103,12:50:23
6191,106,12:50:28
6192,107,12:50:33
6193,105,12:50:38
6194,105,12:50:53
6195,104,12:50:58
6196,99,12:51:03
6197,96,12:51:08
6198,92,12:51:13
6199,92,12:51:23
6200,91,12:51:33
6201,90,12:51:43
6202,87,12:51:53
6203,74,12:51:58
6204,78,12:52:03
6205,79,12:52:08
6206,80,12:52:18
6207,79,12:52:23
6208,80,12:52:28
6209,81,12:52:38
6210,79,12:52:48
6211,78,12:52:53
6212,78,12:53:00
6213,76,12:53:05
6214,76,12:53:10
6215,73,12:53:15
6216,73,12:53:20
6217,73,12:53:35
6218,71,12:53:45
6219,72,12:53:55
6220,71,12:54:05
6221,82,12:54:10
6222,78,12:54:15
6223,75,12:54:25
6224,76,12:54:30
6225,76,12:54:45
6226,77,12:54:55
6227,78,12:55:00
6228,78,12:55:05
6229,78,12:55:10
6230,79,12:55:25
6231,80,12:55:35
6232,80,12:55:45
6233,79,12:55:50
6234,78,12:56:00
6235,76,12:56:10
6236,76,12:56:25
6237,78,12:56:35
6238,80,12:56:42
6239,79,12:56:47
6240,77,12:56:52
6241,78,12:56:57
6242,80,12:57:02
6243,80,12:57:17
6244,81,12:57:32
6245,79,12:57:37
6246,79,12:57:52
6247,79,12:58:07
6248,79,12:58:22
6249,77,12:58:27
6250,76,12:58:42
6251,75,12:58:52
6252,74,12:59:02
6253,75,12:59:12
6254,75,12:59:17
6255,74,12:59:22
6256,73,12:59:27
6257,72,12:59:32
6258,73,12:59:47
6259,74,12:59:52
6260,77,12:59:57
6261,77,13:00:02
6262,78,13:00:12
6263,76,13:00:17
6264,79,13:00:27
6265,97,13:00:34
6266,95,13:00:39
6267,95,13:00:44
6268,96,13:00:49
6269,98,13:00:54
6270,99,13:01:04
6271,101,13:01:09
6272,102,13:01:14
6273,103,13:01:24
6274,105,13:01:29
6275,107,13:01:34
6276,108,13:01:39
6277,111,13:01:54
6278,110,13:02:04
6279,111,13:02:09
6280,111,13:02:24
6281,107,13:02:29
6282,106,13:02:34
6283,107,13:02:44
6284,108,13:02:49
6285,110,13:02:54
6286,109,13:03:04
6287,110,13:03:09
6288,114,13:03:14
6289,115,13:03:19
6290,117,13:03:24
6291,117,13:03:29
6292,117,13:03:36
6293,116,13:03:41
6294,115,13:03:51
6295,114,13:03:56
6296,113,13:04:01
6297,113,13:04:06
6298,114,13:04:11
6299,116,13:04:21
6300,115,13:04:26
6301,112,13:04:31
6302,111,13:04:36
6303,113,13:04:41
6304,110,13:04:46
6305,107,13:04:51
6306,108,13:04:56
6307,117,13:05:06
6308,118,13:05:11
6309,119,13:05:21
6310,118,13:05:26
6311,117,13:05:36
6312,116,13:05:41
6313,119,13:05:46
6314,117,13:05:56
6315,116,13:06:01
6316,118,13:06:11
6317,117,13:06:16
6318,117,13:06:23
6319,117,13:06:28
6320,118,13:06:33
6321,122,13:06:38
6322,121,13:06:43
6323,120,13:06:48
6324,117,13:06:53
6325,117,13:06:58
6326,116,13:07:03
6327,114,13:07:08
6328,113,13:07:13
6329,117,13:07:23
6330,118,13:07:28
6331,117,13:07:33
6332,115,13:07:38
6333,114,13:07:43
6334,113,13:07:48
6335,113,13:08:03
6336,112,13:08:13
6337,109,13:08:18
6338,106,13:08:23
6339,105,13:08:28
6340,104,13:08:38
6341,103,13:08:43
6342,102,13:08:58
6343,101,13:09:03
6344,105,13:09:18
6345,105,13:09:19
6346,108,13:09:24
6347,110,13:09:29
6348,110,13:09:44
6349,109,13:09:49
6350,110,13:09:54
6351,107,13:09:59
6352,106,13:10:14
6353,103,13:10:19
6354,99,13:10:24
6355,96,13:10:29
6356,90,13:10:34
6357,92,13:10:39
6358,91,13:10:44
6359,89,13:10:49
6360,91,13:10:54
6361,94,13:10:59
6362,95,13:11:04
6363,97,13:11:09
6364,99,13:11:14
6365,102,13:11:19
6366,106,13:11:24
6367,107,13:11:29
6368,112,13:11:34
6369,118,13:11:39
6370,121,13:11:44
6371,122,13:11:49
6372,122,13:11:56
6373,121,13:12:01
6374,120,13:12:06
6375,117,13:12:11
6376,116,13:12:21
6377,115,13:12:26
6378,112,13:12:31
6379,110,13:12:36
6380,109,13:12:41
6381,107,13:12:46
6382,108,13:12:51
6383,107,13:13:06
6384,104,13:13:16
6385,108,13:13:21
6386,113,13:13:26
6387,114,13:13:31
6388,115,13:13:36
6389,118,13:13:41
6390,119,13:13:46
6391,118,13:13:51
6392,118,13:14:06
6393,116,13:14:11
6394,113,13:14:26
6395,113,13:14:36
6396,113,13:14:41
6397,112,13:14:46
6398,113,13:14:56
6399,112,13:15:02
6400,115,13:15:07
6401,112,13:15:12
6402,108,13:15:17
6403,108,13:15:32
6404,109,13:15:37
6405,110,13:15:47
6406,112,13:15:52
6407,110,13:16:02
6408,107,13:16:07
6409,105,13:16:12
6410,103,13:16:22
6411,102,13:16:27
6412,104,13:16:32
6413,105,13:16:37
6414,108,13:16:42
6415,109,13:16:47
6416,110,13:16:52
6417,111,13:16:57
6418,109,13:17:02
6419,109,13:17:17
6420,106,13:17:22
6421,109,13:17:32
6422,110,13:17:37
6423,111,13:17:42
6424,108,13:17:47
6425,106,13:17:52
6426,106,13:17:59
6427,107,13:18:04
6428,106,13:18:09
6429,108,13:18:14
6430,110,13:18:19
6431,113,13:18:24
6432,114,13:18:29
6433,113,13:18:34
6434,114,13:18:39
6435,115,13:18:44
6436,114,13:18:49
6437,115,13:18:54
6438,114,13:18:59
6439,112,13:19:09
6440,112,13:19:14
6441,114,13:19:19
6442,114,13:19:24
6443,114,13:19:34
6444,113,13:19:44
6445,113,13:19:49
6446,112,13:19:54
6447,111,13:19:59
6448,114,13:20:04
6449,110,13:20:09
6450,108,13:20:14
6451,107,13:20:19
6452,106,13:20:24
6453,107,13:20:30
6454,106,13:20:35
6455,108,13:20:45
6456,108,13:20:50
6457,107,13:20:55
6458,106,13:21:00
6459,106,13:21:05
6460,104,13:21:10
6461,105,13:21:15
6462,106,13:21:25
6463,108,13:21:30
6464,108,13:21:40
6465,109,13:21:55
6466,113,13:22:00
6467,112,13:22:05
6468,113,13:22:20
6469,114,13:22:30
6470,113,13:22:35
6471,115,13:22:45
6472,114,13:22:50
6473,113,13:23:00
6474,111,13:23:05
6475,109,13:23:10
6476,108,13:23:15
6477,108,13:23:25
6478,115,13:23:30
6479,120,13:23:35
6480,119,13:23:42
6481,118,13:23:47
6482,108,13:23:57
6483,96,13:24:02
6484,92,13:24:07
6485,95,13:24:12
6486,96,13:24:17
6487,95,13:24:22
6488,94,13:24:37
6489,93,13:24:42
6490,93,13:24:47
6491,93,13:25:02
6492,91,13:25:17
6493,89,13:25:27
6494,88,13:25:32
6495,85,13:25:37
6496,84,13:25:42
6497,84,13:25:57
6498,83,13:26:07
6499,78,13:26:22
6500,76,13:26:27
6501,75,13:26:32
6502,74,13:26:42
6503,73,13:26:47
6504,71,13:26:52
6505,71,13:26:59
6506,74,13:27:09
6507,73,13:27:14
6508,77,13:27:24
6509,79,13:27:29
6510,80,13:27:34
6511,82,13:27:39
6512,84,13:27:44
6513,86,13:27:49
6514,88,13:27:54
6515,90,13:27:59
6516,91,13:28:04
6517,91,13:28:19
6518,94,13:28:24
6519,95,13:28:29
6520,93,13:28:34
6521,95,13:28:39
6522,96,13:28:44
6523,97,13:28:49
6524,98,13:28:54
6525,100,13:28:59
6526,101,13:29:04
6527,101,13:29:09
6528,102,13:29:14
6529,105,13:29:19
6530,103,13:29:29
6531,102,13:29:34
6532,101,13:29:40
6533,103,13:29:50
6534,104,13:29:55
6535,99,13:30:00
6536,97,13:30:05
6537,99,13:30:10
6538,101,13:30:15
6539,99,13:30:20
6540,92,13:30:25
6541,89,13:30:30
6542,91,13:30:35
6543,92,13:30:45
6544,95,13:30:50
6545,99,13:30:55
6546,100,13:31:00
6547,100,13:31:05
6548,104,13:31:10
6549,107,13:31:20
6550,109,13:31:25
6551,108,13:31:40
6552,105,13:31:45
6553,105,13:31:50
6554,109,13:31:55
6555,109,13:32:10
6556,110,13:32:15
6557,112,13:32:20
6558,113,13:32:25
6559,114,13:32:32
6560,115,13:32:37
6561,111,13:32:47
6562,111,13:33:02
6563,109,13:33:07
6564,105,13:33:12
6565,104,13:33:17
6566,103,13:33:22
6567,101,13:33:27
6568,96,13:33:32
6569,95,13:33:37
6570,91,13:33:42
6571,93,13:33:47
6572,94,13:33:52
6573,95,13:33:57
6574,103,13:34:07
6575,103,13:34:12
6576,101,13:34:17
6577,93,13:34:22
6578,90,13:34:27
6579,89,13:34:32
6580,90,13:34:42
6581,91,13:34:47
6582,92,13:34:52
6583,95,13:34:57
6584,96,13:35:07
6585,96,13:35:13
6586,95,13:35:18
6587,94,13:35:23
6588,93,13:35:28
6589,93,13:35:33
6590,93,13:35:43
6591,92,13:35:48
6592,92,13:35:53
6593,92,13:35:58
6594,92,13:36:03
6595,92,13:36:18
6596,91,13:36:28
6597,89,13:36:38
6598,86,13:36:43
6599,83,13:36:48
6600,81,13:36:53
6601,78,13:36:58
6602,74,13:37:08
6603,72,13:37:13
6604,74,13:37:18
6605,73,13:37:28
6606,71,13:37:33
6607,73,13:37:38
6608,76,13:37:43
6609,80,13:37:48
6610,78,13:37:53
6611,73,13:37:58
6612,72,13:38:05
6613,74,13:38:10
6614,77,13:38:15
6615,78,13:38:20
6616,77,13:38:25
6617,74,13:38:35
6618,76,13:38:45
6619,73,13:38:50
6620,74,13:38:55
6621,73,13:39:00
6622,72,13:39:15
6623,72,13:39:30
6624,70,13:39:45
6625,68,13:39:50
6626,68,13:39:55
6627,70,13:40:00
6628,82,13:40:05
6629,82,13:40:10
6630,73,13:40:15
6631,74,13:40:20
6632,72,13:40:25
6633,74,13:40:30
6634,76,13:40:35
6635,77,13:40:40
6636,76,13:40:45
6637,76,13:40:51
6638,76,13:40:56
6639,77,13:41:01
6640,73,13:41:11
6641,69,13:41:16
6642,73,13:41:26
6643,72,13:41:31
6644,73,13:41:36
6645,76,13:41:41
6646,76,13:41:46
6647,76,13:42:01
6648,77,13:42:06
6649,76,13:42:11
6650,77,13:42:16
6651,76,13:42:31
6652,76,13:42:46
6653,76,13:43:01
6654,76,13:43:16
6655,76,13:43:31
6656,77,13:43:41
6657,77,13:43:56
6658,77,13:44:11
6659,77,13:44:26
6660,77,13:44:41
6661,77,13:44:56
6662,77,13:45:01
6663,76,13:45:11
6664,77,13:45:19
6665,78,13:45:24
6666,81,13:45:39
6667,106,13:45:44
6668,106,13:45:59
6669,106,13:46:09
6670,106,13:46:24
6671,106,13:46:39
6672,106,13:46:44
6673,106,13:46:59
6674,106,13:47:14
6675,106,13:47:29
6676,106,13:47:44
6677,106,13:47:59
6678,106,13:48:14
6679,106,13:48:29
6680,106,13:48:44
6681,106,13:48:59
6682,106,13:49:14
6683,106,13:49:29
6684,106,13:49:44
6685,106,13:49:59
6686,106,13:50:14
6687,106,13:50:29
6688,106,13:50:32
6689,106,13:50:47
6690,106,13:51:02
6691,106,13:51:17
6692,106,13:51:32
6693,106,13:51:47
6694,106,13:52:02
6695,106,13:52:17
6696,106,13:52:32
6697,106,13:52:47
6698,106,13:53:02
6699,106,13:53:17
6700,106,13:53:32
6701,106,13:53:47
6702,106,13:54:02
6703,106,13:54:17
6704,106,13:54:32
6705,106,13:54:47
6706,106,13:55:02
6707,106,13:55:17
6708,106,13:55:32
6709,106,13:55:47
6710,106,13:56:02
6711,106,13:56:17
6712,106,13:56:32
6713,106,13:56:47
6714,106,13:57:02
6715,106,13:57:05
6716,106,13:57:20
6717,106,13:57:35
6718,106,13:57:50
6719,106,13:58:05
6720,106,13:58:20
6721,106,13:58:35
6722,106,13:58:50
6723,106,13:59:05
6724,106,13:59:20
6725,106,13:59:35
6726,106,13:59:50
6727,106,14:00:05
6728,106,14:00:20
6729,106,14:00:35
6730,106,14:00:50
6731,106,14:01:05
6732,106,14:01:20
6733,106,14:01:35
6734,106,14:01:50
6735,106,14:02:05
6736,106,14:02:20
6737,106,14:02:35
6738,106,14:02:50
6739,106,14:03:05
6740,106,14:03:20
6741,106,14:03:25
6742,106,14:03:34
6743,106,14:03:49
6744,106,14:04:04
6745,106,14:04:19
6746,106,14:04:29
6747,106,14:04:34
6748,107,14:04:39
6749,108,14:04:44
6750,109,14:04:54
6751,109,14:05:09
6752,110,14:05:24
6753,112,14:05:34
6754,112,14:05:49
6755,113,14:05:54
6756,115,14:06:04
6757,115,14:06:19
6758,115,14:06:34
6759,115,14:06:49
6760,115,14:07:04
6761,115,14:07:14
6762,114,14:07:24
6763,70,14:14:31
6764,70,14:14:46
6765,70,14:14:51
6766,62,14:14:56
6767,63,14:15:01
6768,65,14:15:06
6769,67,14:15:11
6770,69,14:15:16
6771,70,14:15:21
6772,70,14:15:26
6773,69,14:15:41
6774,68,14:15:51
6775,66,14:15:56
6776,65,14:16:01
6777,65,14:16:06
6778,66,14:16:16
6779,68,14:16:21
6780,67,14:16:26
6781,68,14:16:36
6782,69,14:16:41
6783,68,14:16:46
6784,68,14:16:51
6785,67,14:17:01
6786,68,14:17:06
6787,69,14:17:11
6788,70,14:17:16
6789,69,14:17:26
6790,68,14:17:33
6791,69,14:17:48
6792,70,14:17:53
6793,70,14:17:58
6794,71,14:18:13
6795,68,14:18:18
6796,70,14:18:33
6797,70,14:18:48
6798,71,14:18:58
6799,70,14:19:03
6800,70,14:19:18
6801,70,14:19:23
6802,70,14:19:38
6803,70,14:19:53
6804,69,14:19:58
6805,69,14:20:13
6806,69,14:20:28
6807,68,14:20:33
6808,68,14:20:48
6809,67,14:20:53
6810,67,14:21:08
6811,67,14:21:23
6812,67,14:21:38
6813,67,14:21:53
6814,68,14:21:58
6815,73,14:22:03
6816,76,14:22:08
6817,79,14:22:15
6818,79,14:22:20
6819,76,14:22:35
6820,71,14:22:50
6821,70,14:22:55
6822,70,14:23:00
6823,68,14:23:10
6824,68,14:23:25
6825,65,14:23:30
6826,64,14:23:35
6827,63,14:23:40
6828,65,14:23:45
6829,65,14:24:00
6830,65,14:24:15
6831,65,14:24:20
6832,65,14:24:35
6833,66,14:24:40
6834,66,14:24:55
6835,65,14:25:10
6836,65,14:25:15
6837,65,14:25:20
6838,65,14:25:35
6839,64,14:25:40
6840,65,14:25:45
6841,65,14:26:00
6842,65,14:26:15
6843,65,14:26:30
6844,65,14:26:32
6845,65,14:26:47
6846,65,14:27:02
6847,65,14:27:17
6848,66,14:27:32
6849,66,14:27:47
6850,65,14:27:52
6851,65,14:28:07
6852,64,14:28:17
6853,65,14:28:27
6854,66,14:28:42
6855,66,14:28:57
6856,66,14:29:12
6857,66,14:29:17
6858,66,14:29:32
6859,65,14:29:47
6860,66,14:29:52
6861,66,14:30:07
6862,67,14:30:12
6863,66,14:30:17
6864,66,14:30:32
6865,66,14:30:47
6866,65,14:30:52
6867,65,14:31:07
6868,65,14:31:22
6869,66,14:31:32
6870,67,14:31:37
6871,67,14:31:46
6872,69,14:32:01
6873,73,14:32:06
6874,74,14:32:11
6875,76,14:32:21
6876,78,14:32:26
6877,78,14:32:41
6878,78,14:32:56
6879,77,14:33:01
6880,79,14:33:11
6881,79,14:33:26
6882,80,14:33:31
6883,84,14:33:36
6884,85,14:33:41
6885,86,14:33:56
6886,85,14:34:01
6887,86,14:34:11
6888,90,14:34:16
6889,90,14:34:21
6890,90,14:34:26
6891,90,14:34:41
6892,90,14:34:56
6893,90,14:35:11
6894,89,14:35:21
6895,91,14:35:31
6896,89,14:35:36
6897,90,14:35:41
6898,90,14:35:48
6899,90,14:36:03
6900,89,14:36:18
6901,89,14:36:23
6902,89,14:36:38
6903,88,14:36:43
6904,89,14:36:53
6905,88,14:36:58
6906,87,14:37:03
6907,86,14:37:18
6908,86,14:37:28
6909,86,14:37:43
6910,86,14:37:58
6911,85,14:38:03
6912,86,14:38:08
6913,87,14:38:13
6914,87,14:38:18
6915,88,14:38:23
6916,88,14:38:38
6917,88,14:38:53
6918,89,14:38:58
6919,88,14:39:03
6920,87,14:39:08
6921,87,14:39:23
6922,85,14:39:28
6923,85,14:39:43
6924,86,14:39:48
6925,86,14:39:55
6926,80,14:40:00
6927,79,14:40:05
6928,78,14:40:10
6929,79,14:40:25
6930,80,14:40:30
6931,81,14:40:35
6932,81,14:40:50
6933,82,14:40:55
6934,83,14:41:00
6935,84,14:41:05
6936,85,14:41:15
6937,85,14:41:30
6938,82,14:41:35
6939,81,14:41:40
6940,79,14:41:45
6941,80,14:42:00
6942,80,14:42:15
6943,79,14:42:20
6944,79,14:42:30
6945,79,14:42:35
6946,80,14:42:40
6947,81,14:42:45
6948,83,14:42:50
6949,84,14:42:55
6950,86,14:43:05
6951,87,14:43:20
6952,87,14:43:22
6953,85,14:43:27
6954,85,14:43:32
6955,85,14:43:47
6956,86,14:43:52
6957,86,14:43:57
6958,87,14:44:02
6959,88,14:44:07
6960,87,14:44:12
6961,88,14:44:17
6962,89,14:44:22
6963,87,14:44:27
6964,85,14:44:32
6965,84,14:44:37
6966,83,14:44:42
6967,82,14:44:52
6968,83,14:45:07
6969,83,14:45:22
6970,86,14:45:32
6971,82,14:45:37
6972,83,14:45:42
6973,85,14:45:47
6974,86,14:45:52
6975,87,14:45:57
6976,87,14:46:12
6977,87,14:46:27
6978,87,14:46:42
6979,87,14:46:44
6980,86,14:46:49
6981,87,14:46:59
6982,87,14:47:04
6983,85,14:47:14
6984,83,14:47:24
6985,83,14:47:34
6986,83,14:47:49
6987,83,14:48:04
6988,84,14:48:19
6989,78,14:48:24
6990,74,14:48:34
6991,78,14:48:39
6992,77,14:48:44
6993,78,14:48:49
6994,79,14:48:54
6995,80,14:48:59
6996,80,14:49:04
6997,81,14:49:09
6998,79,14:49:14
6999,76,14:49:29
7000,78,14:49:34
7001,79,14:49:39
7002,80,14:49:44
7003,82,14:49:49
7004,84,14:49:54
7005,84,14:49:59
7006,80,14:50:06
7007,81,14:50:11
7008,82,14:50:16
7009,81,14:50:26
7010,80,14:50:41
7011,81,14:50:46
7012,81,14:50:51
7013,81,14:51:06
7014,82,14:51:11
7015,83,14:51:21
7016,82,14:51:26
7017,83,14:51:31
7018,84,14:51:36
7019,83,14:51:41
7020,85,14:51:46
7021,84,14:51:56
7022,82,14:52:01
7023,80,14:52:06
7024,81,14:52:11
7025,82,14:52:16
7026,83,14:52:21
7027,85,14:52:36
7028,86,14:52:41
7029,86,14:52:56
7030,87,14:53:11
7031,90,14:53:16
7032,91,14:53:21
7033,91,14:53:28
7034,91,14:53:43
7035,91,14:53:48
7036,90,14:53:53
7037,91,14:54:08
7038,92,14:54:13
7039,93,14:54:18
7040,86,14:54:23
7041,85,14:54:28
7042,84,14:54:43
7043,81,14:54:48
7044,80,14:54:53
7045,77,14:55:08
7046,83,14:55:13
7047,82,14:55:18
7048,82,14:55:23
7049,81,14:55:33
7050,79,14:55:38
7051,79,14:55:53
7052,81,14:55:58
7053,82,14:56:03
7054,81,14:56:08
7055,82,14:56:13
7056,83,14:56:18
7057,84,14:56:23
7058,82,14:56:28
7059,83,14:56:33
7060,83,14:56:40
7061,84,14:56:45
7062,83,14:56:50
7063,80,14:57:05
7064,80,14:57:20
7065,75,14:57:25
7066,77,14:57:30
7067,79,14:57:35
7068,80,14:57:40
7069,83,14:57:45
7070,82,14:57:50
7071,81,14:58:00
7072,80,14:58:05
7073,81,14:58:15
7074,82,14:58:20
7075,82,14:58:25
7076,82,14:58:30
7077,84,14:58:35
7078,85,14:58:40
7079,84,14:58:50
7080,85,14:58:55
7081,77,14:59:00
7082,78,14:59:10
7083,80,14:59:25
7084,80,14:59:35
7085,80,14:59:50
7086,79,14:59:55
7087,79,15:00:01
7088,80,15:00:06
7089,78,15:00:16
7090,77,15:00:21
7091,76,15:00:31
7092,76,15:00:36
7093,75,15:00:46
7094,66,15:00:51
7095,66,15:00:56
7096,77,15:01:01
7097,80,15:01:06
7098,80,15:01:21
7099,85,15:01:26
7100,87,15:01:31
7101,88,15:01:41
7102,85,15:01:46
7103,85,15:01:51
7104,84,15:01:56
7105,83,15:02:01
7106,80,15:02:06
7107,82,15:02:11
7108,83,15:02:16
7109,86,15:02:21
7110,87,15:02:26
7111,87,15:02:31
7112,81,15:02:38
7113,82,15:02:43
7114,81,15:02:48
7115,81,15:03:03
7116,82,15:03:08
7117,79,15:03:13
7118,78,15:03:18
7119,77,15:03:23
7120,78,15:03:28
7121,77,15:03:33
7122,77,15:03:38
7123,79,15:03:53
7124,85,15:03:58
7125,86,15:04:03
7126,87,15:04:13
7127,84,15:04:18
7128,83,15:04:23
7129,82,15:04:28
7130,83,15:04:38
7131,85,15:04:43
7132,85,15:04:48
7133,85,15:05:03
7134,86,15:05:13
7135,89,15:05:18
7136,89,15:05:23
7137,88,15:05:33
7138,82,15:05:38
7139,82,15:05:44
7140,82,15:05:49
7141,84,15:05:54
7142,86,15:05:59
7143,85,15:06:04
7144,85,15:06:09
7145,87,15:06:14
7146,85,15:06:19
7147,86,15:06:24
7148,85,15:06:29
7149,85,15:06:44
7150,90,15:06:49
7151,89,15:06:54
7152,86,15:07:04
7153,81,15:07:09
7154,80,15:07:14
7155,82,15:07:19
7156,82,15:07:29
7157,81,15:07:44
7158,79,15:07:49
7159,80,15:08:04
7160,80,15:08:14
7161,78,15:08:29
7162,81,15:08:34
7163,80,15:08:39
7164,80,15:08:54
7165,83,15:08:59
7166,79,15:09:06
7167,80,15:09:11
7168,81,15:09:16
7169,81,15:09:31
7170,82,15:09:46
7171,81,15:09:51
7172,81,15:09:56
7173,83,15:10:01
7174,83,15:10:06
7175,83,15:10:21
7176,81,15:10:26
7177,83,15:10:31
7178,85,15:10:36
7179,86,15:10:41
7180,85,15:10:51
7181,83,15:11:01
7182,84,15:11:11
7183,82,15:11:16
7184,82,15:11:26
7185,81,15:11:31
7186,82,15:11:36
7187,81,15:11:41
7188,79,15:11:46
7189,79,15:11:51
7190,80,15:11:56
7191,82,15:12:11
7192,84,15:12:16
7193,84,15:12:23
7194,85,15:12:28
7195,83,15:12:33
7196,83,15:12:48
7197,82,15:12:58
7198,84,15:13:08
7199,83,15:13:13
7200,84,15:13:18
7201,85,15:13:28
7202,84,15:13:33
7203,84,15:13:38
7204,84,15:13:53
7205,85,15:13:58
7206,84,15:14:08
7207,83,15:14:18
7208,86,15:14:23
7209,87,15:14:28
7210,87,15:14:33
7211,87,15:14:43
7212,87,15:14:48
7213,86,15:14:53
7214,85,15:14:58
7215,87,15:15:03
7216,87,15:15:08
7217,87,15:15:13
7218,87,15:15:18
7219,86,15:15:23
7220,86,15:15:30
7221,87,15:15:35
7222,86,15:15:45
7223,86,15:15:55
7224,87,15:16:00
7225,86,15:16:05
7226,87,15:16:10
7227,88,15:16:15
7228,86,15:16:30
7229,85,15:16:35
7230,85,15:16:40
7231,85,15:16:50
7232,85,15:17:05
7233,82,15:17:15
7234,79,15:17:20
7235,85,15:17:30
7236,87,15:17:35
7237,83,15:17:40
7238,82,15:17:45
7239,83,15:17:50
7240,83,15:18:00
7241,83,15:18:15
7242,83,15:18:30
7243,81,15:18:45
7244,81,15:18:55
7245,82,15:19:05
7246,85,15:19:10
7247,86,15:19:17
7248,84,15:19:27
7249,81,15:19:32
7250,82,15:19:37
7251,82,15:19:52
7252,83,15:20:02
7253,82,15:20:17
7254,83,15:20:22
7255,82,15:20:27
7256,82,15:20:42
7257,82,15:20:57
7258,82,15:21:02
7259,81,15:21:07
7260,81,15:21:17
7261,83,15:21:32
7262,83,15:21:37
7263,83,15:21:52
7264,80,15:21:57
7265,82,15:22:07
7266,83,15:22:12
7267,82,15:22:17
7268,82,15:22:27
7269,82,15:22:37
7270,79,15:22:42
7271,80,15:22:47
7272,81,15:22:52
7273,83,15:22:57
7274,83,15:23:04
7275,82,15:23:09
7276,80,15:23:14
7277,81,15:23:19
7278,79,15:23:34
7279,74,15:23:44
7280,74,15:23:59
7281,74,15:24:04
7282,75,15:24:09
7283,75,15:24:14
7284,78,15:24:19
7285,81,15:24:24
7286,81,15:24:39
7287,80,15:24:49
7288,86,15:24:59
7289,88,15:25:04
7290,83,15:25:09
7291,76,15:25:14
7292,75,15:25:19
7293,74,15:25:24
7294,75,15:25:34
7295,73,15:25:39
7296,72,15:25:44
7297,72,15:25:59
7298,75,15:26:04
7299,78,15:26:09
7300,78,15:26:14
7301,78,15:26:21
7302,79,15:26:26
7303,78,15:26:31
7304,77,15:26:36
7305,81,15:26:46
7306,80,15:27:01
7307,78,15:27:06
7308,80,15:27:11
7309,79,15:27:16
7310,81,15:27:26
7311,86,15:27:31
7312,80,15:27:36
7313,81,15:27:41
7314,82,15:27:51
7315,84,15:28:01
7316,94,15:28:06
7317,92,15:28:11
7318,92,15:28:26
7319,91,15:28:41
7320,90,15:28:46
7321,90,15:29:01
7322,89,15:29:11
7323,88,15:29:21
7324,87,15:29:26
7325,83,15:29:31
7326,83,15:29:41
7327,82,15:29:47
7328,83,15:30:02
7329,81,15:30:12
7330,78,15:30:17
7331,79,15:30:27
7332,82,15:30:37
7333,83,15:30:42
7334,80,15:30:47
7335,78,15:30:52
7336,79,15:30:57
7337,80,15:31:02
7338,80,15:31:17
7339,81,15:31:27
7340,81,15:31:42
7341,80,15:31:47
7342,77,15:31:57
7343,78,15:32:02
7344,78,15:32:07
7345,78,15:32:22
7346,78,15:32:37
7347,82,15:32:42
7348,79,15:32:52
7349,79,15:32:57
7350,81,15:33:07
7351,82,15:33:12
7352,80,15:33:17
7353,79,15:33:22
7354,79,15:33:29
7355,79,15:33:34
7356,78,15:33:44
7357,77,15:33:49
7358,78,15:33:54
7359,78,15:34:09
7360,78,15:34:19
7361,78,15:34:34
7362,78,15:34:49
7363,77,15:34:59
7364,77,15:35:14
7365,77,15:35:29
7366,76,15:35:34
7367,77,15:35:49
7368,80,15:35:54
7369,81,15:35:59
7370,83,15:36:09
7371,84,15:36:14
7372,85,15:36:19
7373,85,15:36:34
7374,85,15:36:49
7375,84,15:36:54
7376,84,15:37:09
