,Time (s),X (rad/s),Y (rad/s),Z (rad/s)
0,1.55965432e+18,-0.5617922544,-0.3156937361,-0.1110733226
1,1.55965432025e+18,-0.08530846238,-0.3773186803,-0.006817714311
2,1.5596543205e+18,-1.431050539,-1.682486892,-0.3355399668
3,1.55965432075e+18,-0.7640442848,-1.756104231,1.847576976
4,1.559654321e+18,-0.3553083539,-0.5019994974,0.8187291622
5,1.55965432125e+18,-0.01203576569,0.05900100246,1.082492471
6,1.5596543215e+18,-0.5610235929,0.8002773523,0.3197650909
7,1.55965432175e+18,0.4221031368,0.4400481582,0.1928934604
8,1.559654322e+18,-0.5943841934,-1.129477262,1.38476932
9,1.55965432225e+18,-0.6769630313,1.008167505,-1.142698765
10,1.5596543225e+18,-0.1277318895,-0.8356795311,0.4105330706
11,1.55965432275e+18,0.4901636541,-0.01291853748,1.068113923
12,1.559654323e+18,-0.2046969682,0.9566501975,-0.6141111851
13,1.55965432325e+18,-0.7264000177,1.050446868,-0.964076221
14,1.5596543235e+18,-0.7063286304,0.3960445225,-0.8590410352
15,1.55965432375e+18,0.7038181424,-0.5440570116,0.1422947496
16,1.559654324e+18,0.6720124483,0.3893836737,-0.3534046412
17,1.55965432425e+18,-0.7979537249,0.28867504,-0.852876544
18,1.5596543245e+18,-0.475307554,-0.1852041185,0.3735814095
19,1.55965432475e+18,0.2524476051,-0.3040829599,0.4941576421
20,1.559654325e+18,0.0009406576864,0.4478144348,-1.385564923
21,1.55965432525e+18,0.4182576537,-0.11828015,-0.4107073247
22,1.5596543255e+18,0.1752111912,-1.150672197,0.0152139971
23,1.55965432575e+18,0.03685364127,0.3325868249,1.313815475
24,1.559654326e+18,-0.5031980276,0.002077271231,-1.052572846
25,1.55965432625e+18,0.4903166592,0.1659940332,-0.1743688583
26,1.55965432649e+18,-0.1331178993,0.07272549719,0.2062278688
27,1.55965432674e+18,-0.08902269602,0.4558031857,0.1121046543
28,1.55965432699e+18,0.2898091674,0.4315062165,-0.4194160104
29,1.55965432724e+18,0.3529202342,-0.3392823935,0.3315064311
30,1.55965432749e+18,-0.6041383743,0.1387192309,-0.1050999314
31,1.55965432774e+18,-0.1346067339,0.09809476882,-0.2911986411
32,1.55965432799e+18,-0.1553811878,0.07064779103,-0.08011805266
33,1.55965432824e+18,-0.1836430728,0.2024113983,0.3431989253
34,1.55965432849e+18,0.5485358238,-0.7603543997,-0.1926924586
35,1.55965432874e+18,0.2513961494,-0.3418678343,0.3478405774
36,1.55965432899e+18,0.0145494258,0.1880725175,0.1340852529
37,1.55965432924e+18,0.04981332645,0.4667114019,-0.7541319132
38,1.55965432949e+18,-0.2581782639,-0.374430418,-0.293295145
39,1.55965432974e+18,-0.06815592945,-0.5130512714,0.373188585
40,1.55965432999e+18,0.2597492933,-0.6325309873,-0.1151524484
41,1.55965433024e+18,0.03393840045,0.316708833,0.3348261118
42,1.55965433049e+18,0.2385105789,0.4587633014,0.0911462605
43,1.55965433074e+18,-0.1471585929,-0.2815215886,-0.01631257683
44,1.55965433099e+18,0.2887774408,0.08839585632,0.2085638195
45,1.55965433124e+18,-0.2832410634,0.361120224,-0.6559564471
46,1.55965433149e+18,-0.03426770866,0.1206077337,0.2188096642
47,1.55965433174e+18,0.1256106347,-0.04252153635,-0.2196760774
48,1.55965433199e+18,0.336342901,0.01608959213,0.3175086975
49,1.55965433224e+18,-0.01133538038,-0.1666333973,0.7924882174
50,1.55965433249e+18,0.7566327453,0.0718274489,0.6270260215
