"Time (s)","Magnetic field x (µT)","Magnetic field y (µT)","Magnetic field z (µT)"
5.630945778E0,-3.659999847E0,8.279999733E0,-6.731999969E1
5.690938310E0,-4.019999981E0,1.421999931E1,-6.593999481E1
5.750930641E0,-3.179999828E0,2.915999985E1,-6.179999924E1
5.810923204E0,-7.859999657E0,4.452000046E1,-5.075999832E1
5.870915702E0,-9.899999619E0,5.663999939E1,-3.581999969E1
5.930908298E0,-5.519999981E0,6.329999924E1,-2.777999878E1
5.990900762E0,-3.419999838E0,6.281999969E1,-2.597999954E1
6.050893226E0,-1.199999928E0,6.071999741E1,-3.011999893E1
6.110885524E0,3.839999914E0,5.645999908E1,-3.720000076E1
6.170877954E0,6.719999790E0,4.823999786E1,-4.661999893E1
6.230870418E0,4.440000057E0,3.647999954E1,-5.652000046E1
6.290862948E0,-1.079999924E0,2.213999939E1,-6.371999741E1
6.350855478E0,-6.539999962E0,7.500000000E0,-6.611999512E1
6.410848543E0,-1.475999928E1,-5.699999809E0,-6.468000031E1
6.470842642E0,-2.213999939E1,-1.763999939E1,-5.957999802E1
6.530837108E0,-2.315999985E1,-2.603999901E1,-5.363999939E1
6.590831641E0,-1.181999969E1,-2.915999985E1,-5.537999725E1
6.650826174E0,1.079999924E0,-2.363999939E1,-6.137999725E1
6.710820172E0,2.700000048E0,-5.460000038E0,-6.804000092E1
6.770812937E0,-1.769999886E1,1.277999973E1,-6.461999512E1
6.830805434E0,-2.165999985E1,2.951999855E1,-5.807999802E1
6.890797898E0,-9.840000153E0,3.827999878E1,-5.561999893E1
6.950790428E0,-1.979999900E0,3.965999985E1,-5.586000061E1
7.010782892E0,3.119999886E0,3.545999908E1,-5.795999908E1
7.070775488E0,2.939999819E0,2.651999855E1,-6.275999832E1
7.130767852E0,-2.639999866E0,1.637999916E1,-6.665999603E1
7.190760283E0,-4.199999809E0,6.539999962E0,-6.701999664E1
7.250752781E0,2.519999981E0,-3.299999952E0,-6.659999847E1
7.310745311E0,3.179999828E0,-8.099999428E0,-6.558000183E1
7.370737775E0,6.539999962E0,-6.239999771E0,-6.672000122E1
7.430730371E0,9.719999313E0,4.559999943E0,-6.833999634E1
7.490723102E0,5.819999695E0,2.226000023E1,-6.473999786E1
7.550716900E0,3.299999952E0,3.659999847E1,-5.819999695E1
7.610711230E0,5.339999676E0,4.655999756E1,-4.986000061E1
7.670705560E0,1.446000004E1,4.991999817E1,-4.505999756E1
7.730699858E0,1.457999992E1,4.536000061E1,-4.931999969E1
7.790693889E0,1.800000000E1,3.605999756E1,-5.393999863E1
7.850686720E0,1.715999985E1,2.639999962E1,-6.065999985E1
7.910679051E0,1.385999966E1,1.481999969E1,-6.545999908E1
7.970671515E0,5.940000057E0,1.979999900E0,-6.737999725E1
8.030663946E0,-3.179999828E0,-8.880000114E0,-6.690000153E1
