"Time (s)","Pressure (hPa)"
7.879221164E1,1.021923584E3
7.889219984E1,1.021875000E3
7.899218807E1,1.021873535E3
7.909217631E1,1.021885254E3
7.919216451E1,1.021864990E3
7.929215271E1,1.021867188E3
7.939214091E1,1.021986328E3
7.949212884E1,1.021904541E3
7.959211671E1,1.021880371E3
7.969210480E1,1.021867920E3
7.979209297E1,1.021873535E3
7.989208114E1,1.021896484E3
7.999206930E1,1.021918945E3
8.009205747E1,1.021924316E3
8.019204567E1,1.021981689E3
8.029203384E1,1.021897461E3
8.039202200E1,1.021863281E3
8.049201020E1,1.021859619E3
8.059199803E1,1.021875244E3
8.069198590E1,1.021883789E3
8.079197390E1,1.021884766E3
8.089196190E1,1.021847900E3
8.099194987E1,1.021886719E3
8.109193783E1,1.021956543E3
8.119192580E1,1.021870605E3
8.129191380E1,1.021889404E3
8.139190176E1,1.021914551E3
8.149188973E1,1.021905029E3
8.159187770E1,1.021926758E3
8.169186560E1,1.021884766E3
8.179185346E1,1.021933594E3
8.189184166E1,1.021950439E3
8.199182983E1,1.021911133E3
8.209181799E1,1.021897705E3
8.219180616E1,1.021890869E3
8.229179436E1,1.021886719E3
8.239178256E1,1.021859619E3
8.249177073E1,1.021858887E3
8.259175889E1,1.021919434E3
8.269174686E1,1.021989014E3
8.279173476E1,1.021945557E3
8.289172269E1,1.021931396E3
8.299171069E1,1.021915039E3
8.309169869E1,1.021931885E3
8.319168676E1,1.021966309E3
8.329167472E1,1.021938721E3
8.339166272E1,1.021937256E3
8.349165069E1,1.021964600E3
8.359151862E1,1.021896973E3
8.369150659E1,1.021885498E3
8.379149446E1,1.021885986E3
8.389148232E1,1.021889893E3
8.399147046E1,1.021886475E3
8.409145869E1,1.021875244E3
8.419144692E1,1.021888184E3
8.429143512E1,1.021961426E3
8.439142335E1,1.021914062E3
8.449141159E1,1.021878418E3
8.459139982E1,1.021885010E3
8.469138802E1,1.021889404E3
8.479137625E1,1.021918945E3
8.489136415E1,1.021938721E3
8.499135205E1,1.021914795E3
8.509134029E1,1.021984131E3
8.519132852E1,1.021937744E3
8.529131675E1,1.021907227E3
8.539130495E1,1.021880371E3
8.549129315E1,1.021913818E3
8.559128138E1,1.021943848E3
8.569126958E1,1.021902832E3
8.579125778E1,1.021891357E3
8.589124592E1,1.022009766E3
8.599123402E1,1.021931641E3
8.609122212E1,1.021920410E3
8.619121025E1,1.021914795E3
8.629119848E1,1.021912109E3
8.639118668E1,1.021914551E3
8.649117488E1,1.021902344E3
8.659116312E1,1.021876709E3
8.669115135E1,1.021983887E3
8.679113955E1,1.021901611E3
8.689112775E1,1.021886475E3
8.699111572E1,1.021871094E3
8.709110358E1,1.021881348E3
8.719109165E1,1.021911133E3
8.729107988E1,1.021912354E3
8.739106808E1,1.021893311E3
8.749105628E1,1.021947510E3
8.759104448E1,1.021908936E3
8.769103271E1,1.021861816E3
8.779102091E1,1.021839355E3
8.789100911E1,1.021861084E3
8.799099731E1,1.021890381E3
8.809098521E1,1.021926758E3
8.819097311E1,1.021911133E3
8.829096118E1,1.022003906E3
8.839094941E1,1.021894043E3
8.849093761E1,1.021845703E3
8.859092581E1,1.021868408E3
8.869091401E1,1.021884277E3
8.879090225E1,1.021895020E3
8.889089048E1,1.021899414E3
8.899087868E1,1.021914795E3
8.909086688E1,1.021969727E3
8.919085498E1,1.021928955E3
8.929084308E1,1.021885254E3
8.939083131E1,1.021915771E3
8.949081955E1,1.021923340E3
8.959080774E1,1.021908691E3
8.969079594E1,1.021924072E3
8.979078418E1,1.021887451E3
8.989077241E1,1.021977051E3
8.999076061E1,1.021981934E3
9.009074881E1,1.021912354E3
9.019073684E1,1.021918701E3
9.029072471E1,1.021923340E3
9.039071261E1,1.021926758E3
9.049070081E1,1.021926758E3
9.059068898E1,1.021916016E3
9.069067714E1,1.021964111E3
9.079070539E1,1.021950195E3
9.089069359E1,1.021878662E3
9.099068179E1,1.021892090E3
9.109066996E1,1.021916504E3
9.119065812E1,1.021918701E3
9.129064612E1,1.021932373E3
9.139063399E1,1.021941162E3
9.149062192E1,1.021929443E3
9.159060992E1,1.021949219E3
9.169059789E1,1.021898682E3
9.179058585E1,1.021899170E3
9.189057382E1,1.021887451E3
9.199056182E1,1.021872803E3
9.209054982E1,1.021893555E3
9.219053778E1,1.021891357E3
9.229052575E1,1.021872070E3
9.239051362E1,1.021961426E3
9.249050148E1,1.021961670E3
9.259048962E1,1.021894531E3
9.269047785E1,1.021888916E3
9.279046605E1,1.021908691E3
9.289045425E1,1.021916504E3
9.299044248E1,1.021931152E3
9.309043072E1,1.021903076E3
9.319041892E1,1.021980225E3
9.329040712E1,1.021935547E3
9.339039532E1,1.021889404E3
9.349038322E1,1.021885742E3
9.359037112E1,1.021906982E3
9.369035928E1,1.021891113E3
9.379034751E1,1.021888184E3
9.389033571E1,1.021879883E3
9.399032391E1,1.021999268E3
9.409031211E1,1.021918701E3
9.419030035E1,1.021892578E3
9.429028855E1,1.021872070E3
9.439027675E1,1.021889648E3
9.449026491E1,1.021897705E3
9.459025301E1,1.021902100E3
9.469024115E1,1.021971436E3
9.479022938E1,1.021932373E3
9.489021761E1,1.021905273E3
9.499020581E1,1.021912598E3
9.509019408E1,1.021928711E3
9.519018231E1,1.021925781E3
9.529017054E1,1.021934082E3
9.539015874E1,1.021896729E3
9.549014694E1,1.021926758E3
9.559013498E1,1.021877930E3
9.569012284E1,1.021881348E3
9.579011081E1,1.021868164E3
9.589009901E1,1.021872803E3
9.599008718E1,1.021894531E3
9.609007541E1,1.021889893E3
9.619006357E1,1.021872070E3
9.629005177E1,1.022014404E3
9.639003994E1,1.021929688E3
9.649002811E1,1.021884033E3
9.659001631E1,1.021891846E3
9.669000424E1,1.021912354E3
9.678999211E1,1.021879883E3
9.688998010E1,1.021880127E3
9.698996810E1,1.021914307E3
9.708995617E1,1.022012451E3
9.718994414E1,1.021922607E3
9.728993217E1,1.021913818E3
9.738992017E1,1.021920410E3
9.748990817E1,1.021923584E3
9.758989617E1,1.021940186E3
9.768988417E1,1.021921387E3
9.778987204E1,1.021979248E3
9.788985990E1,1.021937988E3
9.798984804E1,1.021883301E3
9.808982923E1,1.021902100E3
9.818981743E1,1.021942627E3
9.828980563E1,1.021942627E3
9.838979386E1,1.021916016E3
9.848978210E1,1.021889160E3
9.858977030E1,1.021992432E3
9.868975850E1,1.021889404E3
9.878974663E1,1.021869873E3
9.888973453E1,1.021865723E3
9.898972243E1,1.021866699E3
9.908971066E1,1.021871338E3
9.918969890E1,1.021885498E3
9.928968710E1,1.021896729E3
9.938967530E1,1.021960449E3
9.948966353E1,1.021882812E3
9.958965179E1,1.021857910E3
9.968964006E1,1.021863770E3
9.978962826E1,1.021867920E3
9.988961636E1,1.021872070E3
9.998960446E1,1.021905762E3
1.000895926E2,1.021894043E3
1.001895808E2,1.021930420E3
1.002895690E2,1.021923828E3
1.003895572E2,1.021890625E3
1.004895454E2,1.021882568E3
1.005895337E2,1.021885986E3
1.006895219E2,1.021869873E3
1.007895101E2,1.021914551E3
1.008894983E2,1.021915771E3
1.009894862E2,1.021966553E3
1.010894741E2,1.021951416E3
1.011894622E2,1.021905518E3
1.012894504E2,1.021902100E3
1.013894386E2,1.021892090E3
1.014894267E2,1.021913818E3
1.015894149E2,1.021934326E3
1.016894031E2,1.021891846E3
1.017893913E2,1.021957764E3
1.018893794E2,1.021890381E3
1.019893676E2,1.021853027E3
1.020893555E2,1.021861572E3
1.021893433E2,1.021875244E3
1.022893313E2,1.021886230E3
1.023893193E2,1.021901855E3
1.024893073E2,1.021915771E3
1.025892952E2,1.021980957E3
1.026892832E2,1.021915527E3
1.027892712E2,1.021888428E3
1.028892591E2,1.021883789E3
1.029892471E2,1.021903076E3
1.030892351E2,1.021915283E3
1.031892229E2,1.021893555E3
1.032892108E2,1.021972900E3
1.033891991E2,1.021939209E3
1.034891873E2,1.021896240E3
1.035891755E2,1.021844727E3
1.036891637E2,1.021856934E3
1.037891519E2,1.021886230E3
1.038891401E2,1.021912598E3
1.039891283E2,1.021854248E3
1.040891166E2,1.021915771E3
1.041891046E2,1.021927002E3
1.042890925E2,1.021864502E3
1.043890805E2,1.021837158E3
1.044890688E2,1.021843750E3
1.045890570E2,1.021916504E3
1.046890452E2,1.021974609E3
1.047890334E2,1.022011475E3
1.048890216E2,1.022000977E3
1.049890100E2,1.021927734E3
1.050889982E2,1.021903320E3
1.051889864E2,1.021900635E3
1.052889745E2,1.021895264E3
1.053889619E2,1.021892578E3
1.054889500E2,1.021880371E3
1.055889383E2,1.022013916E3
1.056889265E2,1.021954346E3
1.057889147E2,1.021934570E3
1.058889029E2,1.021922119E3
1.059888911E2,1.021933594E3
1.060888793E2,1.021961182E3
1.061888676E2,1.021952637E3
1.062888558E2,1.021950439E3
1.063888436E2,1.021988281E3
1.064888315E2,1.021920410E3
1.065888196E2,1.021918213E3
1.066888078E2,1.021952637E3
1.067887960E2,1.021916748E3
1.068887842E2,1.021921387E3
1.069887724E2,1.021917969E3
1.070887605E2,1.021890381E3
1.071887487E2,1.021964111E3
1.072887369E2,1.021908936E3
1.073887249E2,1.021861572E3
1.074887128E2,1.021915771E3
1.075887006E2,1.021897461E3
1.076886886E2,1.021912354E3
1.077886766E2,1.021937012E3
1.078886646E2,1.021929932E3
1.079886524E2,1.022011475E3
1.080886404E2,1.021931152E3
1.081886284E2,1.021886719E3
1.082886164E2,1.021939697E3
1.083886043E2,1.021930908E3
1.084885923E2,1.021930908E3
1.085885801E2,1.021937256E3
1.086885682E2,1.021907471E3
1.087885564E2,1.021895508E3
1.088885446E2,1.022020752E3
1.089885328E2,1.021930664E3
1.090885210E2,1.021916504E3
1.091885093E2,1.021893555E3
1.092884976E2,1.021913330E3
1.093884858E2,1.021933594E3
1.094884740E2,1.021936035E3
1.095884619E2,1.021934326E3
1.096884498E2,1.022076416E3
1.097884379E2,1.021956299E3
1.098884262E2,1.021956299E3
1.099884144E2,1.021926514E3
1.100884026E2,1.021902832E3
1.101883908E2,1.021902832E3
1.102883790E2,1.021900391E3
1.103883672E2,1.021923828E3
1.104883554E2,1.021923828E3
1.105883435E2,1.021876465E3
1.106883316E2,1.021852539E3
1.107883197E2,1.021852539E3
1.108883080E2,1.021898193E3
1.109882962E2,1.021891602E3
1.110882844E2,1.021891602E3
1.111882726E2,1.021918457E3
1.112882608E2,1.022006592E3
1.113882490E2,1.022006592E3
1.114882372E2,1.021882080E3
1.115882254E2,1.021912109E3
1.116882135E2,1.021912109E3
1.117882013E2,1.021920654E3
1.118881892E2,1.021912842E3
1.119881774E2,1.021912842E3
1.120881656E2,1.022028809E3
1.121881538E2,1.021928711E3
1.122881418E2,1.021928711E3
1.123881300E2,1.021916016E3
1.124881182E2,1.021907227E3
1.125881064E2,1.021907227E3
1.126880245E2,1.021919434E3
1.127880125E2,1.021880127E3
1.128880004E2,1.021880127E3
1.129879883E2,1.021983887E3
1.130879763E2,1.021945801E3
1.131879643E2,1.021945801E3
1.132879523E2,1.021939209E3
1.133879403E2,1.021968506E3
1.134879283E2,1.021968506E3
1.135879163E2,1.022005859E3
1.136879043E2,1.021905029E3
1.137878923E2,1.021905029E3
1.138878801E2,1.021899414E3
1.139878680E2,1.021926514E3
1.140878561E2,1.021926514E3
1.141878443E2,1.021971680E3
1.142878325E2,1.022033691E3
1.143878207E2,1.022033691E3
1.144878090E2,1.021901855E3
1.145877972E2,1.021892578E3
1.146877854E2,1.021892578E3
1.147877737E2,1.021923828E3
1.148877619E2,1.021928467E3
1.149877498E2,1.021928467E3
1.150877377E2,1.022045166E3
1.151877259E2,1.021974121E3
1.152877141E2,1.021974121E3
1.153877023E2,1.021954590E3
1.154876905E2,1.021971436E3
1.155876788E2,1.021971436E3
1.156876670E2,1.021969971E3
1.157876552E2,1.021987305E3
1.158876433E2,1.021987305E3
1.159876315E2,1.021960205E3
1.160876196E2,1.021942139E3
1.161876077E2,1.021942139E3
1.162875959E2,1.021965576E3
1.163875842E2,1.021965332E3
1.164875724E2,1.021965332E3
1.165875606E2,1.022000977E3
1.166875488E2,1.021996338E3
1.167875370E2,1.021996338E3
1.168875253E2,1.021918457E3
1.169875135E2,1.021912354E3
1.170875015E2,1.021912354E3
1.171874893E2,1.021952637E3
1.172874773E2,1.021959229E3
1.173874655E2,1.021959229E3
1.174874537E2,1.022020020E3
1.175874418E2,1.021916016E3
1.176874300E2,1.021916016E3
1.177874181E2,1.021890381E3
1.178874063E2,1.021911865E3
1.179873945E2,1.021911865E3
1.180873827E2,1.021940918E3
1.181873706E2,1.021951416E3
1.182873585E2,1.021951416E3
1.183873465E2,1.021999512E3
1.184873345E2,1.021946289E3
