,Time (s),X (rad/s),Y (rad/s),Z (rad/s),label
0,1.5596532e+18,-0.7602234483,-0.3456336558,-0.385566771,walking
1,1.55965320025e+18,-0.8254851699,-0.4790450931,0.03985011578,walking
2,1.5596532005e+18,0.3066494465,0.3316176534,-0.06000413746,walking
3,1.55965320075e+18,0.381973207,0.4886018336,0.1205625683,walking
4,1.559653201e+18,0.3567381203,0.2511943877,0.03359171376,walking
5,1.55965320125e+18,-0.06024873257,-0.1151866913,0.2027017772,walking
6,1.5596532015e+18,0.5344599485,-0.1726283282,-0.8189668059,walking
7,1.55965320175e+18,0.2980087996,0.1001247838,-0.5721508861,walking
8,1.559653202e+18,0.6002150178,-0.05735867843,-0.6283071041,walking
9,1.55965320225e+18,0.1881025434,0.4648211896,-0.4044204652,walking
10,1.5596532025e+18,-0.5700713396,-0.9978875518,1.767292857,walking
11,1.55965320275e+18,0.1847534478,0.2662477493,0.09062515944,walking
12,1.559653203e+18,0.1277244985,0.4870110154,0.3317613304,walking
13,1.55965320324e+18,0.4501680732,-0.2625609338,0.1694813371,walking
14,1.55965320349e+18,0.2213636637,-0.009125330485,-0.4181466997,walking
15,1.55965320374e+18,-1.10627985,0.5191948414,-1.953961492,walking
16,1.55965320399e+18,-1.211161137,-0.4416119158,-0.5758957863,walking
17,1.55965320424e+18,0.7796323299,0.2189491987,1.50665009,walking
18,1.55965320449e+18,-0.225145638,0.736207366,0.1336946338,walking
19,1.55965320474e+18,0.3527377844,-0.2267791778,1.192758441,walking
20,1.55965320499e+18,0.5853964686,-1.734737396,-0.6492458582,walking
21,1.55965320524e+18,-0.3610067964,-0.1322751045,0.1622727513,walking
22,1.55965320549e+18,-0.4263499081,1.107932806,1.244440675,walking
23,1.55965320574e+18,-1.493272901,1.180855632,1.204046249,walking
24,1.55965320599e+18,0.09324682504,0.264420867,-0.01422259212,walking
25,1.55965320624e+18,0.06513378024,-0.06459626555,-0.2804386616,walking
26,1.55965320649e+18,1.570490956,0.4879202843,-1.016899824,walking
27,1.55965320674e+18,-0.3481172621,-0.1116772071,0.2870499194,walking
28,1.55965320699e+18,-0.2098304182,1.773090959,0.4641030431,walking
29,1.55965320724e+18,0.206113562,-0.4631351233,-0.03940723836,walking
30,1.55965320749e+18,-0.7292100787,0.3316397667,-0.3175543845,walking
31,1.55965320774e+18,-0.08128141612,-0.05481461436,0.230699122,walking
32,1.55965320799e+18,-0.1907697767,0.2801629901,0.05952312797,walking
33,1.55965320824e+18,-0.06746751815,0.3720567226,-0.4148251116,walking
34,1.55965320849e+18,-0.1546813101,-1.104624629,-0.1417608708,walking
35,1.55965320874e+18,1.636359453,-2.176679373,-1.403802633,walking
36,1.55965320899e+18,-0.5449619293,-1.643909693,0.890684545,walking
37,1.55965320923e+18,-1.637928367,0.6976596713,1.819304466,walking
38,1.55965320948e+18,2.051083803,2.179907084,-0.9709821343,walking
39,1.55965320973e+18,-1.767116308,0.4344141185,1.054133892,walking
40,1.55965320998e+18,0.3802391887,0.8331991434,0.2967814207,walking
41,1.55965321023e+18,-0.1202140749,1.409528255,-0.251768142,walking
42,1.55965321048e+18,0.1233775467,-0.06886256486,-0.6223747134,walking
43,1.55965321073e+18,0.0892572701,0.9814509153,1.251272202,walking
44,1.55965321098e+18,-0.1821465194,0.2587756813,0.1351478547,walking
45,1.55965321123e+18,-0.381472379,0.03709359095,0.7257554531,walking
46,1.55965321148e+18,0.2757318616,-0.7906064987,-0.02626021206,walking
47,1.55965321173e+18,-0.397208184,0.4364220798,0.6387931108,walking
48,1.55965321198e+18,-0.3522058725,0.1229192317,0.5614686608,walking
49,1.55965321223e+18,-0.001993524842,0.1480028331,0.4517332613,walking
50,1.55965321248e+18,-0.1487066001,0.03296615183,0.4893450439,walking
51,1.55965321273e+18,-0.1167411655,0.1865691692,0.6187108159,walking
52,1.55965321298e+18,-0.1110101417,0.0520542264,0.1711417437,walking
53,1.55965321323e+18,0.04787097871,-0.1423415542,-0.2225579619,walking
54,1.55965321348e+18,0.1965177953,-0.2024033815,-0.3137212396,walking
55,1.55965321373e+18,0.177291587,-0.2746835649,-0.3279353678,walking
56,1.55965321398e+18,0.1449860036,-0.1437400877,-0.3079530597,walking
57,1.55965321423e+18,-0.06547806412,-0.1158518717,-0.1646979153,walking
58,1.55965321448e+18,0.02523537166,0.001235211268,-0.1093760282,walking
59,1.55965321473e+18,0.05696515366,-0.01137972623,-0.1156489253,walking
60,1.55965321498e+18,0.1225425377,-0.01047634706,-0.1345557868,walking
61,1.55965321522e+18,-0.02017570473,-0.01962407492,-0.04910559207,walking
62,1.55965321547e+18,0.05465232208,-0.0451573357,0.03960689902,walking
63,1.55965321572e+18,-0.04018043354,0.006733110175,0.02221740037,walking
64,1.55965321597e+18,0.01610049047,0.004221081734,0.01859542355,walking
65,1.55965321622e+18,0.01843228191,-0.001187366433,-0.08209446073,walking
66,1.55965321647e+18,-0.06469133496,-0.007798672188,-0.03222954273,walking
67,1.55965321672e+18,-0.1491066366,0.03831754625,0.1385332793,walking
68,1.55965321697e+18,-0.1348778009,0.1174265742,0.1459911168,walking
69,1.55965321722e+18,-0.111548245,0.1125065982,0.187702626,walking
70,1.55965321747e+18,-0.0902531147,0.121653378,0.1946437657,walking
71,1.55965321772e+18,-0.08298196644,0.12634781,0.1597838849,walking
72,1.55965321797e+18,-0.08315701783,0.04476801306,0.1572651714,walking
73,1.55965321822e+18,-0.03023168817,0.08372718096,0.04116949439,walking
74,1.55965321847e+18,0.01234028209,0.008726254106,-0.03720746189,walking
75,1.55965321872e+18,-0.01891164668,0.01104666479,-0.01366831269,walking
76,1.55965321897e+18,0.05279860646,-0.02990244888,-0.01710664667,walking
77,1.55965321922e+18,0.1806879491,-0.1170570478,-0.004925029352,walking
78,1.55965321947e+18,0.03500752896,-0.01782587916,0.03652804717,walking
79,1.55965321972e+18,-0.0260074269,0.0253750179,0.006797816604,walking
80,1.55965321997e+18,-0.03296212479,-0.02949864976,0.08249279857,walking
81,1.55965322022e+18,-0.108362101,0.1052682549,0.04969862849,walking
82,1.55965322047e+18,-0.04174875468,-0.001680349931,0.02385170013,walking
83,1.55965322072e+18,0.0155929327,0.03741761297,-0.05233501643,walking
84,1.55965322097e+18,0.01408041827,-0.01062250324,0.01841353998,walking
85,1.55965322122e+18,-0.004047026392,0.04271353036,0.003485540859,walking
86,1.55965322146e+18,0.02272643521,0.02074505016,-0.05695840344,walking
87,1.55965322171e+18,0.007248906419,-0.03417471051,-0.06615337729,walking
88,1.55965322196e+18,-0.03977550566,-0.07704626024,-0.07673220336,walking
89,1.55965322221e+18,0.005465488881,-0.0006230445579,-0.05795278028,walking
90,1.55965322246e+18,-0.02767377719,0.01780616865,-0.01486334018,walking
91,1.55965322271e+18,-0.02498544566,-0.001186549664,0.0002035740763,walking
92,1.55965322296e+18,-0.0208761543,0.02238088101,-0.007593744434,walking
93,1.55965322321e+18,-0.00255673565,0.00179974921,0.002335895784,walking
94,1.55965322346e+18,-0.003477737308,-0.01602843776,-0.03342680633,walking
95,1.55965322371e+18,-0.0002049785107,-0.01570619643,-0.02303621359,walking
96,1.55965322396e+18,-0.01944157481,0.02567833103,0.03991930187,walking
97,1.55965322421e+18,-0.002208987251,-0.0173015222,-0.00305369962,walking
98,1.55965322446e+18,0.08101332188,-0.005502592772,-0.1085130721,walking
99,1.55965322471e+18,-0.02543769404,-0.03732421622,-0.04374695942,walking
100,1.55965322496e+18,-0.03498131782,0.007884467021,-0.005407651886,walking
101,1.55965322521e+18,-0.05741237476,-0.02589792758,0.009608834982,walking
102,1.55965322546e+18,0.02811434865,-0.05218077824,-0.02653620392,walking
103,1.55965322571e+18,-0.3299914002,-1.823473454,0.09000303596,walking
104,1.55965322596e+18,-0.1761860102,-1.542030573,0.233813256,walking
105,1.55965322621e+18,-0.4915841818,0.3766714633,1.296325564,walking
106,1.55965322646e+18,-0.2605982423,0.3076216578,0.02987577021,walking
107,1.55965322671e+18,-0.1438803971,0.03378918394,-0.06257450581,walking
108,1.55965322696e+18,0.05952752382,0.02631243691,-0.04610649124,walking
109,1.55965322721e+18,-0.008496413939,0.03485831246,-0.03835463151,walking
110,1.55965322746e+18,-0.04767162725,-0.01770606823,-0.04421284422,walking
111,1.5596532277e+18,-0.02770970762,0.07590766251,0.01868592761,walking
112,1.55965322795e+18,-0.08130677789,-0.00617497554,-0.07208120078,walking
113,1.5596532282e+18,0.01395011973,-0.006896932144,-0.02876334637,walking
114,1.55965322845e+18,-0.08616408706,-0.009951905347,0.004586152267,walking
115,1.5596532287e+18,0.003209028393,0.01748857461,-0.06407063454,walking
116,1.55965322895e+18,-0.04135365784,-0.03234511614,-0.06820586324,walking
117,1.5596532292e+18,-0.9472858906,0.5901466012,-0.006935941987,walking
118,1.55965322945e+18,-0.6000141501,-0.6102564931,-0.2778230906,walking
119,1.5596532297e+18,0.2306530029,-0.4533731341,-0.1854384094,walking
120,1.55965322995e+18,0.1558992118,-0.04896921292,-0.03260396421,walking
121,1.5596532302e+18,0.01580282487,0.07936479151,0.0185601525,walking
122,1.55965323045e+18,1.185627818,-0.5218490362,-0.5640134811,walking
123,1.5596532307e+18,0.3905694783,-2.173319101,-1.244088054,walking
124,1.55965323095e+18,0.7304654717,0.6689502001,-1.300939441,walking
125,1.5596532312e+18,-0.9427483678,0.9409567714,0.4342455566,walking
126,1.55965323145e+18,-0.9702740312,-2.332120895,-0.3643609881,walking
127,1.5596532317e+18,-0.3264334202,0.3094578385,0.1298324168,walking
128,1.55965323195e+18,-0.1264382005,-0.0004231324419,0.02656851709,walking
