,Time (s),X (hPa)
363,1.55965490385e+18,1008.343582
364,1.55965490489e+18,1008.355713
365,1.55965490593e+18,1008.371506
366,1.55965490697e+18,1008.389435
367,1.55965490801e+18,1008.405838
368,1.55965490905e+18,1008.417969
369,1.55965491009e+18,1008.421173
370,1.55965491113e+18,1008.421173
371,1.55965491217e+18,1008.418198
372,1.55965491321e+18,1008.403549
373,1.55965491425e+18,1008.372955
374,1.55965491529e+18,1008.342896
375,1.55965491634e+18,1008.30246
376,1.55965491738e+18,1008.251801
377,1.55965491842e+18,1008.200302
378,1.55965491946e+18,1008.153458
379,1.5596549205e+18,1008.1073
380,1.55965492154e+18,1008.065186
381,1.55965492258e+18,1008.031998
382,1.55965492362e+18,1008.014526
383,1.55965492466e+18,1008.012924
384,1.5596549257e+18,1008.012924
385,1.55965492674e+18,1008.021927
386,1.55965492778e+18,1008.038864
387,1.55965492883e+18,1008.055191
388,1.55965492987e+18,1008.078995
389,1.55965493091e+18,1008.10997
390,1.55965493195e+18,1008.155136
391,1.55965493299e+18,1008.212204
392,1.55965493403e+18,1008.284683
393,1.55965493507e+18,1008.359299
394,1.55965493611e+18,1008.443527
395,1.55965493715e+18,1008.524094
396,1.55965493819e+18,1008.601151
397,1.55965493923e+18,1008.667374
398,1.55965494028e+18,1008.729248
399,1.55965494132e+18,1008.78479
400,1.55965494236e+18,1008.834
401,1.5596549434e+18,1008.874969
402,1.55965494444e+18,1008.908844
403,1.55965494548e+18,1008.936615
404,1.55965494652e+18,1008.955841
405,1.55965494756e+18,1008.971329
406,1.55965494861e+18,1008.971329
407,1.55965494965e+18,1008.969955
408,1.55965495069e+18,1008.969955
409,1.55965495173e+18,1008.971176
410,1.55965495277e+18,1008.972855
411,1.55965495381e+18,1008.983307
412,1.55965495485e+18,1008.994522
413,1.55965495589e+18,1009.000015
414,1.55965495693e+18,1009.003754
415,1.55965495797e+18,1009.005966
416,1.55965495901e+18,1009.005966
417,1.55965496005e+18,1009.001999
418,1.5596549611e+18,1009.000702
419,1.55965496214e+18,1008.999863
420,1.55965496318e+18,1008.993683
421,1.55965496422e+18,1008.99353
422,1.55965496526e+18,1008.992767
423,1.5596549663e+18,1008.992767
424,1.55965496734e+18,1008.992767
425,1.55965496838e+18,1008.991928
426,1.55965496943e+18,1008.989182
427,1.55965497047e+18,1008.982544
428,1.55965497151e+18,1008.976364
429,1.55965497255e+18,1008.969269
430,1.55965497359e+18,1008.964844
431,1.55965497463e+18,1008.961716
432,1.55965497567e+18,1008.955841
433,1.55965497671e+18,1008.949356
434,1.55965497775e+18,1008.941727
435,1.55965497879e+18,1008.930969
436,1.55965497983e+18,1008.919754
437,1.55965498087e+18,1008.908844
438,1.55965498191e+18,1008.893204
439,1.55965498296e+18,1008.88031
440,1.559654984e+18,1008.86734
441,1.55965498504e+18,1008.852615
442,1.55965498608e+18,1008.842392
443,1.55965498712e+18,1008.833771
444,1.55965498816e+18,1008.825912
445,1.5596549892e+18,1008.817749
446,1.55965499024e+18,1008.814468
447,1.55965499128e+18,1008.814468
448,1.55965499232e+18,1008.815765
449,1.55965499336e+18,1008.816605
450,1.5596549944e+18,1008.816605
451,1.55965499544e+18,1008.821945
452,1.55965499649e+18,1008.82225
453,1.55965499753e+18,1008.82309
454,1.55965499857e+18,1008.82782
455,1.55965499961e+18,1008.83667
456,1.55965500065e+18,1008.845749
457,1.55965500169e+18,1008.856888
458,1.55965500273e+18,1008.867798
459,1.55965500377e+18,1008.8797
460,1.55965500481e+18,1008.882523
461,1.55965500585e+18,1008.884048
462,1.55965500689e+18,1008.884048
463,1.55965500793e+18,1008.878937
464,1.55965500897e+18,1008.872528
465,1.55965501001e+18,1008.867569
466,1.55965501105e+18,1008.863297
467,1.55965501209e+18,1008.854904
468,1.55965501313e+18,1008.850784
469,1.55965501417e+18,1008.846207
470,1.55965501521e+18,1008.841705
471,1.55965501625e+18,1008.832932
472,1.55965501729e+18,1008.825684
473,1.55965501834e+18,1008.8134
474,1.55965501938e+18,1008.804169
475,1.55965502042e+18,1008.804169
476,1.55965502146e+18,1008.804245
477,1.5596550225e+18,1008.805923
478,1.55965502354e+18,1008.809586
479,1.55965502458e+18,1008.809586
480,1.55965502562e+18,1008.804703
481,1.55965502666e+18,1008.800507
482,1.5596550277e+18,1008.798752
483,1.55965502874e+18,1008.798752
484,1.55965502978e+18,1008.803101
485,1.55965503082e+18,1008.804932
486,1.55965503186e+18,1008.806152
487,1.5596550329e+18,1008.809128
488,1.55965503394e+18,1008.811798
489,1.55965503498e+18,1008.819351
490,1.55965503602e+18,1008.826675
