,Time (s),X (hPa)
278,1.55965384395e+18,1009.536591
279,1.55965384499e+18,1009.53949
280,1.55965384603e+18,1009.53949
281,1.55965384707e+18,1009.53476
282,1.55965384811e+18,1009.534683
283,1.55965384915e+18,1009.533844
284,1.55965385019e+18,1009.530563
285,1.55965385123e+18,1009.522781
286,1.55965385227e+18,1009.52179
287,1.55965385331e+18,1009.51561
288,1.55965385435e+18,1009.509125
289,1.55965385539e+18,1009.501648
290,1.55965385643e+18,1009.498749
291,1.55965385747e+18,1009.493637
292,1.55965385851e+18,1009.489517
293,1.55965385955e+18,1009.483566
294,1.55965386059e+18,1009.47876
295,1.55965386163e+18,1009.474792
296,1.55965386267e+18,1009.472733
297,1.55965386371e+18,1009.472046
298,1.55965386475e+18,1009.470215
299,1.55965386579e+18,1009.470215
300,1.55965386683e+18,1009.473343
301,1.55965386787e+18,1009.474335
302,1.55965386891e+18,1009.477997
303,1.55965386995e+18,1009.4841
304,1.55965387099e+18,1009.4841
305,1.55965387203e+18,1009.47937
306,1.55965387307e+18,1009.474564
307,1.55965387411e+18,1009.470825
308,1.55965387515e+18,1009.460449
309,1.55965387619e+18,1009.456253
310,1.55965387723e+18,1009.452133
311,1.55965387827e+18,1009.450989
312,1.55965387931e+18,1009.446259
313,1.55965388035e+18,1009.443817
314,1.55965388139e+18,1009.437256
315,1.55965388243e+18,1009.433365
316,1.55965388347e+18,1009.431839
317,1.55965388451e+18,1009.431839
318,1.55965388555e+18,1009.431839
319,1.55965388659e+18,1009.433899
320,1.55965388763e+18,1009.434204
321,1.55965388867e+18,1009.43634
322,1.55965388971e+18,1009.436951
323,1.55965389075e+18,1009.436951
324,1.55965389178e+18,1009.438858
325,1.55965389282e+18,1009.439926
326,1.55965389386e+18,1009.44046
327,1.5596538949e+18,1009.439926
328,1.55965389594e+18,1009.43779
329,1.55965389698e+18,1009.437485
330,1.55965389802e+18,1009.435425
331,1.55965389906e+18,1009.431915
332,1.5596539001e+18,1009.428482
333,1.55965390114e+18,1009.424362
334,1.55965390218e+18,1009.422684
335,1.55965390322e+18,1009.42215
336,1.55965390426e+18,1009.421539
337,1.5596539053e+18,1009.421387
338,1.55965390634e+18,1009.420242
339,1.55965390738e+18,1009.420242
340,1.55965390842e+18,1009.419098
341,1.55965390946e+18,1009.418411
342,1.5596539105e+18,1009.419098
343,1.55965391154e+18,1009.420013
344,1.55965391258e+18,1009.42131
345,1.55965391362e+18,1009.42215
346,1.55965391466e+18,1009.425583
347,1.5596539157e+18,1009.426956
348,1.55965391674e+18,1009.426956
349,1.55965391778e+18,1009.425125
350,1.55965391882e+18,1009.424896
351,1.55965391986e+18,1009.42131
352,1.55965392089e+18,1009.41658
353,1.55965392193e+18,1009.414368
354,1.55965392298e+18,1009.412308
355,1.55965392402e+18,1009.406738
356,1.55965392505e+18,1009.403992
357,1.55965392609e+18,1009.400787
358,1.55965392713e+18,1009.39743
359,1.55965392817e+18,1009.397202
360,1.55965392921e+18,1009.396973
361,1.55965393025e+18,1009.391174
362,1.55965393129e+18,1009.390793
363,1.55965393233e+18,1009.387665
364,1.55965393337e+18,1009.381256
365,1.5596539344e+18,1009.381256
366,1.55965393544e+18,1009.377289
367,1.55965393648e+18,1009.376678
368,1.55965393752e+18,1009.37439
369,1.55965393856e+18,1009.373474
370,1.55965393959e+18,1009.373245
371,1.55965394063e+18,1009.366913
