,Time (s),X (hPa)
103,1.55965442608e+18,1007.485962
104,1.55965442712e+18,1007.481232
105,1.55965442816e+18,1007.481308
106,1.5596544292e+18,1007.47963
107,1.55965443024e+18,1007.481308
108,1.55965443128e+18,1007.49176
109,1.55965443232e+18,1007.492523
110,1.55965443336e+18,1007.501373
111,1.55965443439e+18,1007.505417
112,1.55965443543e+18,1007.506104
113,1.55965443647e+18,1007.506104
114,1.55965443751e+18,1007.501907
115,1.55965443855e+18,1007.496414
116,1.55965443959e+18,1007.492523
117,1.55965444063e+18,1007.490616
118,1.55965444167e+18,1007.48764
119,1.5596544427e+18,1007.477417
120,1.55965444374e+18,1007.469788
121,1.55965444478e+18,1007.465515
122,1.55965444582e+18,1007.465134
123,1.55965444686e+18,1007.465515
124,1.5596544479e+18,1007.469635
125,1.55965444893e+18,1007.473831
126,1.55965444997e+18,1007.473831
127,1.55965445101e+18,1007.473068
128,1.55965445205e+18,1007.473068
129,1.55965445309e+18,1007.483673
130,1.55965445413e+18,1007.488785
131,1.55965445517e+18,1007.494125
132,1.55965445621e+18,1007.508316
133,1.55965445724e+18,1007.508545
134,1.55965445828e+18,1007.510452
135,1.55965445932e+18,1007.513962
136,1.55965446036e+18,1007.513962
137,1.5596544614e+18,1007.51442
138,1.55965446244e+18,1007.514267
139,1.55965446348e+18,1007.51442
140,1.55965446452e+18,1007.516479
141,1.55965446556e+18,1007.516479
142,1.5596544666e+18,1007.502899
143,1.55965446763e+18,1007.494202
144,1.55965446867e+18,1007.48291
145,1.55965446971e+18,1007.466965
146,1.55965447075e+18,1007.466965
147,1.55965447179e+18,1007.4897
148,1.55965447283e+18,1007.507706
149,1.55965447387e+18,1007.52594
150,1.55965447491e+18,1007.543869
151,1.55965447595e+18,1007.547379
152,1.55965447699e+18,1007.550812
153,1.55965447802e+18,1007.550812
154,1.55965447906e+18,1007.551117
155,1.5596544801e+18,1007.553024
156,1.55965448114e+18,1007.556686
157,1.55965448218e+18,1007.559357
158,1.55965448322e+18,1007.564545
159,1.55965448426e+18,1007.565842
160,1.55965448531e+18,1007.565842
161,1.55965448635e+18,1007.565536
162,1.55965448738e+18,1007.563782
163,1.55965448843e+18,1007.560272
164,1.55965448946e+18,1007.559814
165,1.55965449051e+18,1007.55867
166,1.55965449155e+18,1007.557983
167,1.55965449258e+18,1007.555923
168,1.55965449363e+18,1007.555466
169,1.55965449466e+18,1007.546387
170,1.55965449571e+18,1007.544403
171,1.55965449674e+18,1007.544403
172,1.55965449778e+18,1007.547379
173,1.55965449882e+18,1007.548447
174,1.55965449986e+18,1007.548447
175,1.5596545009e+18,1007.545853
176,1.55965450194e+18,1007.543564
