"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
8.279208146E1,-6.107299805E-2,-7.125183105E-2,9.863738251E0
8.319394221E1,-5.972579956E-2,-5.239105225E-2,9.862241364E0
8.359585921E1,-6.945556641E-2,-4.520599365E-2,9.874815216E0
8.399769521E1,-6.167175293E-2,-3.592529297E-2,9.870025177E0
8.439952021E1,-7.214996338E-2,-4.655319214E-2,9.871372375E0
8.480134521E1,-8.337661743E-2,-5.523513794E-2,9.882898407E0
8.520321621E1,-8.053253174E-2,-3.742218018E-2,9.879006500E0
8.560501021E1,-7.020401001E-2,-3.293151855E-2,9.869725800E0
8.600676388E1,-8.128097534E-2,-6.466552734E-2,9.854756927E0
8.640858887E1,-7.604187012E-2,-4.730163574E-2,9.862241364E0
8.681041387E1,-7.200027466E-2,-3.697311401E-2,9.847721558E0
8.721224533E1,-6.960525513E-2,-4.475692749E-2,9.870025177E0
8.761416233E1,-5.119354248E-2,-4.296066284E-2,9.873018951E0
8.801600533E1,-6.331832886E-2,-4.116439819E-2,9.876761169E0
8.841783033E1,-5.598358154E-2,-6.256988525E-2,9.870324554E0
8.881965533E1,-5.643264771E-2,-2.799179077E-2,9.864636383E0
8.922147563E1,-6.825805664E-2,-3.682342529E-2,9.855056305E0
8.962330063E1,-5.343887329E-2,-4.775070190E-2,9.840835876E0
9.002508058E1,-5.867797852E-2,-6.436614990E-2,9.867630157E0
9.042690558E1,-6.391708374E-2,-5.478607178E-2,9.882748718E0
9.082873058E1,-6.990463257E-2,-5.628295898E-2,9.864337006E0
9.123052200E1,-8.637039185E-2,-6.616241455E-2,9.865235138E0
9.163234600E1,-4.550537109E-2,-3.203338623E-2,9.851613464E0
9.203417208E1,-6.780899048E-2,-4.400848389E-2,9.879305878E0
9.243596708E1,-6.256988525E-2,-5.598358154E-2,9.865085449E0
9.283776108E1,-6.032455444E-2,-4.415817261E-2,9.889933777E0
9.323959746E1,-6.481521606E-2,-5.613327026E-2,9.880054321E0
9.364145346E1,-8.741821289E-2,-4.580474854E-2,9.872270508E0
9.404329725E1,-8.652008057E-2,-6.256988525E-2,9.863139496E0
9.444512225E1,-6.182144165E-2,-7.155120850E-2,9.860894165E0
9.484697825E1,-6.825805664E-2,-5.373825073E-2,9.885143738E0
9.524878575E1,-9.580078125E-2,-5.718109131E-2,9.856553192E0
9.565064075E1,-6.586303711E-2,-5.763015747E-2,9.869725800E0
9.605244713E1,-5.284011841E-2,-3.367996216E-2,9.867779846E0
9.645427213E1,-6.885681152E-2,-6.676116943E-2,9.874815216E0
9.685609713E1,-7.155120850E-2,-3.023712158E-2,9.859846344E0
9.725787546E1,-5.538482666E-2,-4.864883423E-2,9.875413971E0
9.765973046E1,-5.867797852E-2,-4.370910645E-2,9.868079224E0
9.806156612E1,-6.316864014E-2,-5.957611084E-2,9.879455566E0
9.846336113E1,-7.140151978E-2,-4.775070190E-2,9.886191559E0
9.886521612E1,-6.975494385E-2,-4.086502075E-2,9.864187317E0
9.926699300E1,-6.481521606E-2,-5.373825073E-2,9.842183075E0
9.966881800E1,-5.254074097E-2,-4.191284180E-2,9.869276733E0
1.000706452E2,-7.454498291E-2,-4.056564331E-2,9.874066772E0
1.004724702E2,-8.202941895E-2,-4.355941772E-2,9.889335022E0
1.008742952E2,-5.688171387E-2,-6.271957397E-2,9.880353699E0
1.012760436E2,-6.661148071E-2,-4.505630493E-2,9.878108368E0
1.016778386E2,-7.484436035E-2,-5.343887329E-2,9.866133270E0
1.020796698E2,-6.361770630E-2,-6.960525513E-2,9.864786072E0
1.024814947E2,-5.897735596E-2,-6.122268677E-2,9.882748718E0
1.028832888E2,-6.137237549E-2,-5.224136353E-2,9.870324554E0
1.032850955E2,-6.227050781E-2,-5.029541016E-2,9.875264282E0
1.036868595E2,-7.948471069E-2,-5.583389282E-2,9.848170624E0
1.040886418E2,-5.284011841E-2,-4.954696655E-2,9.856403503E0
1.044904358E2,-5.209167480E-2,-6.331832886E-2,9.866732025E0
1.048922308E2,-5.763015747E-2,-2.963836670E-2,9.871222687E0
1.052939760E2,-7.200027466E-2,-5.493576050E-2,9.856553192E0
1.056957700E2,-6.721023560E-2,-5.448669434E-2,9.872569885E0
1.060975491E2,-5.119354248E-2,-5.703140259E-2,9.864935760E0
1.064993441E2,-7.259902954E-2,-5.089416504E-2,9.880204010E0
1.069011381E2,-7.574249268E-2,-3.293151855E-2,9.864037628E0
1.073029398E2,-6.002517700E-2,-3.547622681E-2,9.877958679E0
1.077047338E2,-6.945556641E-2,-5.194198608E-2,9.903106384E0
1.081065400E2,-6.002517700E-2,-4.086502075E-2,9.866282959E0
