,acc_Acceleration x (m/s^2),acc_Acceleration y (m/s^2),acc_Acceleration z (m/s^2),press_Pressure (hPa),gyr_Gyroscope x (rad/s),gyr_Gyroscope y (rad/s),gyr_Gyroscope z (rad/s),mag_Magnetic field x (muT),mag_Magnetic field y (muT),mag_Magnetic field z (muT),linacc_Linear Acceleration x (m/s^2),linacc_Linear Acceleration y (m/s^2),linacc_Linear Acceleration z (m/s^2),hr_Heart Rate,labeldribbelRun,labeldribbelStil,labelpassing,labelthrowing,pca_1,pca_2,pca_3,pca_4,pca_5,pca_6,pca_7
2019-06-04 13:18:18.549999,0.0737435993766,2.6188578366,2.93849352961,1021.711865,-0.227287682684,0.15679079149,0.009115945355,-18.9224995375,-28.2074995038,-22.7549991587,0.723622366716,0.45203518864,-1.19158217311,103.0,0,0,0,1,-0.0120816585731,0.433032198811,0.185915887007,0.0638733120009,-0.0307117372489,0.305085276082,0.0230692364325
2019-06-04 13:18:19.049999,0.106784645419,-11.4561261181,5.5839276554,1021.6512694,-0.273374072104,0.82501633905,-1.40467056028,-4.29750002222,-2.50499969812,-32.1149992938,-2.07021056291,-2.89487051968,-3.27251099228,103.1,0,0,0,1,-0.0643721546207,0.0664817787932,0.302454840852,-0.249303956264,0.0465089266715,0.15989402794,0.111348604548
2019-06-04 13:18:19.549999,-0.628630148056,-9.72288396578,1.87524922689,1021.8248044,-0.319460461524,0.925361077732,-0.0189024081533,-11.8399995831,41.0866661067,6.66666645567,1.81743067144,-3.75836676363,2.22214993835,103.2,0,0,0,1,0.12003065652,-0.315910893644,0.0260076054018,-0.0912775012621,-0.182022740716,0.293780137835,0.0540391504252
2019-06-04 13:18:20.049999,-2.63896968522,-9.1123704904,3.3558155537,1021.8304686,0.126647637713,0.06479448524,0.28760941207,-9.3899998055,42.374999045,3.89999991663,0.485066071,-0.426194548588,-0.578052744275,103.3,0,0,0,1,0.0733301457207,-0.328898997055,0.0459109417136,-0.0323798035004,-0.115670288056,0.248229407754,0.109808599886
2019-06-04 13:18:20.549999,-5.68932904144,-5.96972523789,5.01627180311,1021.849707,0.757087714122,0.624000883767,0.633976790622,-4.28999987994,42.6524991975,-1.44749997924,-0.185774167344,-0.115635554028,0.261709955019,103.4,0,0,0,1,-0.0121037000815,-0.324817332803,0.0582907902584,0.0199576983225,-0.100280558911,0.230722721156,-0.0271190229286
2019-06-04 13:18:21.049999,-7.2256819486,-0.8707977057,3.5401747465,1021.8773436,0.81955209979,0.87205291095,1.19346148965,16.3466662036,32.8666659444,-18.3066663754,-0.0808805824738,0.0634228587075,0.326063424338,103.5,0,0,0,1,-0.21084371578,-0.21987818387,0.0693265739389,0.0980297881389,-0.0678952858151,0.153198536997,-0.11381451622
2019-06-04 13:18:21.549999,-3.86004979865,3.84640243339,7.84675681579,1021.8294434,-0.840290974,-1.05748715414,0.522670354373,37.507499695,8.87249970488,-21.0524995325,0.25792151681,-0.0851049721125,-0.460549622813,103.6,0,0,0,1,-0.408851646939,0.0412058951128,0.0944359443279,0.169190568691,-0.00440932044214,-0.00426167670954,0.0647046308903
2019-06-04 13:18:22.049999,2.37139622378,3.65951586011,-6.92903123237,1021.8683594,1.0266829562,-2.39652416767,0.111483394989,13.5974994469,-0.997499763875,-34.9124989487,0.806704693333,0.1816365719,1.52760105653,103.7,0,0,0,1,-0.107391508984,0.129388713732,0.038831643047,0.325883575248,0.0223036494058,0.247651016497,-0.0270759359167
2019-06-04 13:18:22.549999,6.0093903064,7.7837874412,-2.817822051,1021.9279296,1.7583908637,-0.49231462697,1.27507304031,-16.1066662606,-29.1199993567,-22.3466662307,2.72129927612,-2.5441647175,-1.80581021312,103.8,0,0,0,1,0.10806096422,0.468577881561,-0.00456380491396,0.307018767001,0.0345728205388,0.399962426902,-0.0409950014547
2019-06-04 13:18:23.049999,4.8488852738,6.0153760196,-3.1681044697,1021.7446778,-0.237244788445,-0.222312193715,0.103372448873,-29.6099994188,-28.4999995237,-10.6649997235,0.1215110422,0.704264879238,-0.778873875675,103.9,0,0,0,1,0.139419425664,0.475897249494,0.0478041158032,0.177744712442,-0.10031708082,0.466611469232,0.0856566872328
2019-06-04 13:18:23.549999,-3.72389546174,-10.408710599,8.1676695371,1021.7072756,-3.08308276861,2.58189180481,-1.50052214032,-26.5799992069,-24.8699992887,-19.454999565,-0.786251279986,-1.04762887963,-1.03026815257,104.0,0,0,0,1,0.0329273221502,0.327734711391,0.304558880632,-0.414702186756,-0.155804402679,0.0843167929798,0.11623488507
2019-06-04 13:18:24.049999,-1.86537950624,-9.9484512331,1.92236322174,1021.776709,-2.15126890835,0.725200898511,-1.49477322094,-1.06000000946,32.7799992566,-16.6666659984,-2.62304452097,-9.15666586163,-0.15788465725,104.1,0,0,0,1,-0.0185064490846,-0.219761971552,0.129301119978,-0.317246859436,-0.0770548626128,0.199890163206,0.107140450346
2019-06-04 13:18:24.549999,-0.43469389858,-9.71437104544,2.02502442744,1021.9008302,0.0753621109244,-0.321347029656,0.771285712644,-16.2524995794,41.804998875,3.15749993181,-0.783590108144,-0.988925695437,-1.06478019054,104.2,0,0,0,1,0.172066963362,-0.324274457379,0.00419408985839,-0.0056976084139,-0.0428842890006,0.252139343327,0.150903376087
2019-06-04 13:18:25.049999,-4.4409009457,-8.4209038261,4.8019575596,1021.8506836,0.208564667918,0.50467851751,0.086146046961,-7.04999977363,43.8674993513,4.5074999035,1.82669669386,-0.602876345322,-0.794382068811,104.3,0,0,0,1,0.0432335957354,-0.327025040161,0.0494097048795,-0.0692839450721,-0.16379191813,0.224461360291,0.0620903443348
2019-06-04 13:18:25.549999,-7.4840241671,-4.14089826046,4.0092131378,1021.8915526,1.21563709384,0.348968979026,1.21203178776,3.74666653667,39.7933326311,-10.3533331251,-1.32766461373,-0.480713486679,1.14607229829,104.4,0,0,0,1,-0.0966467842609,-0.319142974272,0.040361287952,0.100298462713,-0.0237465812077,0.195247205466,-0.110237460932
2019-06-04 13:18:26.049999,-8.67445780111,-1.60017364556,5.32114266039,1021.8933104,-0.684825767392,0.351826473249,0.534337891556,30.2699990275,19.63499963,-21.0149993875,1.8149714764,-1.66892362389,-3.35340726399,104.5,0,0,0,1,-0.346841560383,-0.0835316425046,0.0873430315076,-0.044948399806,-0.0934027304202,0.00998403584206,0.0439162339905
2019-06-04 13:18:26.549999,6.142272616,6.818415546,-0.93209131367,1021.7842286,1.25289994169,-2.7351674677,0.912891105646,15.0525000466,0.344999969,-28.3274996275,-2.77190947555,-1.44657625079,0.0676185821778,104.6,0,0,0,1,-0.146005545155,0.137247314022,0.02760074106,0.412194291653,0.19574590326,0.302336132706,0.0555280821999
2019-06-04 13:18:27.049999,7.08971378544,8.53319539067,-4.66298331156,1021.8669924,1.81395246358,-0.652096622644,1.58733383132,-12.9733329083,-27.45333269,-25.3133327173,5.12183343404,-7.49106705233,-1.1504496945,104.7,0,0,0,1,0.0773470175635,0.466137785563,-0.0133115863845,0.280064369038,0.0739582549546,0.495471161282,-0.064951380717
2019-06-04 13:18:27.549999,6.4927944185,5.9820955992,-2.243914354,1021.7677732,-0.156305144854,0.207614770269,0.1421013061,-31.319999695,-26.654999495,-7.43249988613,0.105463474982,2.09477221956,-2.74313429007,104.8,0,0,0,1,0.182318623596,0.478917375766,0.035074568119,0.159604246167,-0.120937069258,0.461658817771,0.13816167735
2019-06-04 13:18:28.049999,-1.9479819417,-3.4159118176,5.6445028186,1021.6479494,-2.00643273745,2.1828476,-1.45934305388,-29.8124988088,-25.8749997625,-14.077499627,-0.417646567025,-0.405464013436,-0.348141312553,104.9,0,0,0,1,0.0433530665516,0.396089395999,0.242626879104,-0.244256970405,-0.188702406771,0.267849377141,0.0494279688659
2019-06-04 13:18:28.549999,-0.78399198016,-10.593069926,3.24583859581,1021.7467772,-3.54991956556,-0.698047295389,-1.16359598194,4.04666652927,19.1066663393,-25.3666662647,-3.25715416675,-5.89940401912,-0.948408365375,105.0,0,0,0,1,-0.0839989856431,-0.0960783742456,0.191651784298,-0.295732063796,0.0275493889694,0.0572347483613,0.265802735368
2019-06-04 13:18:29.049999,-1.01684851655,-9.5917043686,0.94430200463,1021.945752,-0.01886047054,0.61212975538,0.190176402914,-6.86999979613,42.2624983775,14.1224995859,0.00917222633125,-1.87125736482,0.0618407876125,105.2,0,0,0,1,0.119497210175,-0.348910061913,-0.0854949285795,-0.0284623806793,-0.195494306836,0.238023742279,0.12030462211
2019-06-04 13:18:29.549999,-1.18803915394,-9.8196393006,1.2799793363,1021.8371094,-0.0663857805281,0.015741995898,-0.224967624248,-5.054999858,42.7649993913,10.3874996904,0.619281132993,-0.23400168949,-1.29029060731,105.4,0,0,0,1,0.0718237492935,-0.339707728581,-0.017144241247,-0.0503749318255,-0.185173453808,0.258166179999,0.17819437545
2019-06-04 13:18:30.049999,-0.794899238478,-9.65903642433,1.72627215911,1021.857764,0.109434810776,-0.0102129898508,0.142026643477,-9.006666395,42.1533326033,10.4866663617,-0.453810513032,-0.194532513621,-0.255490303025,105.6,0,0,0,1,0.105383072186,-0.343417676242,-0.0279296976058,-0.00784464961445,-0.139810953034,0.261740437947,0.14770010233
2019-06-04 13:18:30.549999,-0.80280034842,-9.4822857856,1.9142227171,1021.8605958,0.075334955938,-0.074421716483,-0.082697104481,-7.39499980212,42.64499855,9.089999914,0.389974705876,-0.0908007621763,-0.0826374739325,105.8,0,0,0,1,0.0985895014934,-0.338632205242,-0.0163851537876,-0.0163465234791,-0.156821921106,0.24617145316,0.136730923877
2019-06-04 13:18:31.049999,-2.81433704502,-9.22115029244,3.963056856,1021.864258,0.0430541229904,0.27573982482,0.13008083283,-8.60249984275,42.8849992737,7.36499989037,-0.142508957127,0.0808720058844,-0.169599215189,106.0,0,0,0,1,0.0756949846893,-0.338689604861,0.00866385642178,-0.0384158838965,-0.137697113318,0.22010254025,0.0992956191097
2019-06-04 13:18:31.549999,-6.3345328331,-5.3428242682,4.91472795,1021.8623534,1.03060604328,0.6744379922,0.95198643201,0.433333451822,42.1666653956,-1.92666672356,-0.41649975624,-0.200277626472,1.19962742925,106.2,0,0,0,1,-0.0587499092799,-0.336397778771,0.0234060525692,0.0570031814787,-0.0782529277547,0.220257504325,-0.0728429099502
2019-06-04 13:18:32.049999,-7.7011849396,-2.0698505878,3.3055357816,1021.8604984,0.57251817731,0.677064713159,0.66115349979,22.38749957,30.247499465,-18.1274995812,0.02695208787,-0.126250326609,-0.311993658541,106.4,0,0,0,1,-0.266091266574,-0.210461749633,0.057086527886,0.0477501904935,-0.0860856278787,0.120892505693,-0.0766887389484
2019-06-04 13:18:32.549999,-3.68452284691,2.24290335181,3.4264732209,1021.8088868,0.274368428433,-1.23309737771,1.00599372282,32.6249997612,22.0799994462,-17.5649994613,0.635627534644,0.232551150689,-1.49227252256,106.6,0,0,0,1,-0.343207380371,-0.0988452040224,0.0304427333058,0.196611495652,0.0030928312398,0.128596197902,0.0668018522031
2019-06-04 13:18:33.049999,0.95028765517,8.8650421384,-1.06377628481,1021.8224124,0.604283153221,-1.38503304709,0.39518280627,4.69333324174,-13.2133329171,-32.5333330356,-1.78804439282,-2.44452366238,-0.98686635475,106.8,0,0,0,1,-0.141259925212,0.311991981016,0.0503160281746,0.256635013474,0.0897477065168,0.305262093849,-0.0433179128673
2019-06-04 13:18:33.549999,-0.551481299922,8.18895186333,4.66617552444,1021.9596192,0.205204923396,0.28110183525,0.357390574821,7.74749993506,-27.7349994188,-32.9474995137,2.52416852066,1.9873653045,-2.02234336725,107.0,0,0,0,1,-0.149866041278,0.469769379086,0.103186614451,0.174305157969,-0.0456373719899,0.0783039083531,-0.0770136658723
2019-06-04 13:18:34.049999,-0.270313635511,7.5022207263,4.0317193626,1021.6314452,-0.021792615586,-0.2530387124,0.207524976135,8.61749982838,-28.4549989688,-31.3274993887,0.549331512756,-0.484026432056,0.3404686716,106.75,0,0,0,1,-0.278665987114,0.436910510278,0.177253403081,0.165987658077,0.0326389813147,0.268642103338,-0.04281529025
2019-06-04 13:18:34.549999,-4.36500244133,-2.57384541,5.3689218044,1021.6443358,-1.22605237053,1.30839395291,-1.79935058206,8.75333325,-22.0399996434,-34.1599987878,-0.242029875462,-1.23090064522,-1.21156093501,106.5,0,0,0,1,-0.272537774885,0.314726777205,0.27302308081,-0.196874250562,-0.106093431881,0.115244779757,-0.00657411412325
2019-06-04 13:18:35.049999,-1.30195344144,-10.3012343523,3.222427845,1021.6992188,-2.14031402267,-1.16311932266,-2.06319684453,13.3424997039,27.4874995351,-20.8799997575,1.48436734076,-1.83870050315,-0.684633761537,106.25,0,0,0,1,-0.134806983237,-0.166412166044,0.204309193474,-0.225170660675,-0.105120622545,0.0701870128088,0.214076736587
2019-06-04 13:18:35.549999,-2.9303529264,-9.0182755466,3.4997115254,1021.8964354,0.170080153642,0.06607730697,0.344542048894,-13.642499925,41.3249993312,5.15249992156,-0.219314177829,-1.61729521223,0.0973850356111,106.0,0,0,0,1,0.118238067922,-0.321154409719,0.000212806077881,-0.0332813132902,-0.0925027979196,0.239875687822,0.0692342992949
2019-06-04 13:18:36.049999,-7.1785147189,-5.6267852307,3.8092912197,1021.8546874,0.87746211889,0.66325915004,1.06835626962,-0.406666725144,42.1266661756,-4.49999993316,0.129062175757,-0.559807062156,-0.019283890725,105.75,0,0,0,1,-0.0623619722321,-0.328464544226,0.0358513189778,0.0200065462196,-0.0790179148523,0.233187993858,-0.048226454788
2019-06-04 13:18:36.549999,-10.9703012037,-0.551215284478,5.26634042978,1021.832422,0.281834561822,0.498705632002,0.976264953656,24.8399991975,29.0699992175,-17.1899995812,0.101834476024,-0.827032387263,-0.397803366174,105.5,0,0,0,1,-0.349889293189,-0.194719107549,0.0729299013548,0.0481939846421,-0.070599320367,0.110208102698,-0.088151806252
2019-06-04 13:18:37.049999,5.0114565198,10.0834883098,4.35781954039,1021.789795,1.23445176413,-1.98807928865,1.88942029491,33.329999685,12.2174998526,-21.7424993513,-1.51958417896,0.303297440111,1.00066555856,105.25,0,0,0,1,-0.303744051731,0.0427621570611,0.00558910070388,0.489623584405,0.167110814179,0.215749947818,0.0213693703123
2019-06-04 13:18:37.549999,2.39321072867,1.81619040011,-1.16148940918,1021.8177732,0.396066337967,-0.503181219222,-0.624677109743,-3.67333335328,-23.1066663522,-34.8066660567,6.89314338587,4.12799608788,-3.6936912538,105.0,0,0,0,1,-0.0115482099429,0.420857855483,0.193003439564,0.0696806053299,-0.128837713505,0.195983086652,0.0570972011334
2019-06-04 13:18:38.049999,6.2124248504,8.0165108681,-2.9643516778,1021.8580076,0.77221002422,-0.417239309189,0.99749589279,-15.9224996553,-34.9649991988,-15.9374994638,0.0915402472125,-6.173256815,-1.16929656233,104.75,0,0,0,1,0.0610009299211,0.50799951637,-0.0429671879617,0.250429368523,0.0468343727079,0.452278693259,0.0138131239879
2019-06-04 13:18:38.549999,3.31319750542,5.9739551067,-0.96632931825,1021.5901368,-0.3415805757,0.132905950276,-0.0387758916246,-28.7324993612,-29.2874996675,-8.87999981575,0.788419564577,0.24444580084,-0.9112090005,104.5,0,0,0,1,0.0530828098789,0.485906463701,0.109791873885,0.11619720738,-0.108564942062,0.52729240574,0.0884723508996
2019-06-04 13:18:39.049999,-3.64089390967,-6.67656845511,10.1613023008,1021.6196778,-3.34222527344,2.31046407766,-1.58332830347,-17.0199995051,-20.4733327756,-25.3599998689,-1.29617279764,-1.67831039434,-1.12718053914,104.25,0,0,0,1,-0.0823145092964,0.330284685167,0.351819910276,-0.394578165316,-0.11184799145,0.0958720666362,0.107978462194
2019-06-04 13:18:39.549999,-2.0612311839,-8.5518707753,4.4150426865,1021.7226078,-1.44345931724,-0.205330144718,-0.499979163296,2.71499983611,37.4324994075,-16.0799998646,-1.40433514118,-4.72448986762,1.47029048206,104.0,0,0,0,1,-0.0706626894086,-0.27023904222,0.161143567824,-0.146604350826,-0.0105841018801,0.179273928279,0.0897102896894
2019-06-04 13:18:40.049999,-1.23017839797,-9.7375157352,2.3655435205,1021.8302246,-0.235412198855,0.71835919918,-0.50065110178,-0.870000000582,44.3924994462,-1.71749996024,0.04275949794,-0.889235973422,-0.854332288167,103.75,0,0,0,1,0.0378317005076,-0.342677688345,0.0635117225298,-0.108410351132,-0.166369563178,0.208256819443,0.111532101666
2019-06-04 13:18:40.549999,-0.502265653278,-9.725544294,1.70365954767,1021.807959,-0.150997395949,0.302957266516,-0.295352854042,-15.6266665988,42.5866656833,2.50666662368,-0.264713786521,-0.616849899301,-0.76095011835,103.5,0,0,0,1,0.146934373297,-0.313157331834,0.0597848570966,-0.0843999839465,-0.140680757224,0.29202896989,0.132506552944
2019-06-04 13:18:41.049999,-0.65076389465,-9.625942421,1.7178921818,1021.8214844,0.037216965862,-0.173992749771,0.233059151449,-14.37749958,43.0499992363,2.872499928,0.098821520825,-0.252086043358,-0.456420734528,103.25,0,0,0,1,0.138037581111,-0.32894495361,0.0464720173267,-0.0266096522191,-0.100701041692,0.282177742535,0.139021243893
2019-06-04 13:18:41.549999,-0.607081678167,-9.65132172889,1.78187252411,1021.8236818,-0.116924693179,0.0310543524638,-0.146708995041,-14.88749969,42.7799992575,4.55999985338,0.30344545843,-0.0755737092544,-0.285440047586,103.0,0,0,0,1,0.147166082753,-0.319925608045,0.0481601998588,-0.049241780076,-0.145703967292,0.277883410445,0.136258908402
2019-06-04 13:18:42.049999,-1.78900210859,-9.3843601226,3.2207784533,1021.837451,0.046929724617,-0.05065905527,0.088467337754,-14.5466664644,42.9066662278,4.90666659667,0.0260680802274,-0.05776596069,0.103268265717,102.75,0,0,0,1,0.128821586161,-0.329392166538,0.0502470311833,-0.0250876693327,-0.119758632792,0.257049930788,0.108245840003
2019-06-04 13:18:42.549999,-5.5611821652,-6.2236779214,4.9209529399,1021.8398926,0.96304432148,0.75556087856,0.7737359643,-8.3924996194,43.019999505,-3.367499828,-0.128593951495,-0.272891402238,0.68179020283,102.5,0,0,0,1,0.0184209538809,-0.328152733262,0.0795853343818,0.0224828130801,-0.083556648801,0.25439949537,-0.0559350025614
2019-06-04 13:18:43.049999,-7.90642743678,-3.128253023,5.41930805322,1021.8640136,0.596226526633,0.249608364486,0.785199887278,9.58499982975,35.0700001713,-21.25499928,-0.0209092299111,0.00158659627111,-0.141197760862,102.25,0,0,0,1,-0.161996252216,-0.238045401545,0.136649386032,0.0425438632442,-0.0262473793238,0.123106706885,-0.0872008739575
2019-06-04 13:18:43.549999,-8.4079749103,2.6076047421,7.2551315068,1021.8267576,0.299705756452,0.105661354916,1.21300917864,25.8599993389,19.3466661773,-25.2799992011,-0.02738165858,-0.671414375389,0.175567328862,102.0,0,0,0,1,-0.358811247404,-0.0738318806485,0.133584043356,0.136026598672,0.00757030502028,0.0823826218847,-0.10392892591
2019-06-04 13:18:44.049999,10.5640723748,0.227456174344,-0.238363267877,1021.7867676,1.17084709639,-2.21998406109,1.61319375768,22.7249992929,-2.062499971,-31.7099993225,-0.34788602575,1.70018745213,0.5105907916,101.6,0,0,0,1,-0.128418747784,0.0910205902778,0.0914918877579,0.400416223864,0.210202528693,0.168032169884,0.153171005774
2019-06-04 13:18:44.549999,6.1058795691,7.75170410983,-5.00044286807,1021.8201662,0.82101814455,-0.2185859173,0.259265289761,-12.2024995826,-23.662499665,-31.582499505,0.875395231611,-1.63217653122,-5.647266441,101.2,0,0,0,1,0.058346052376,0.460124857118,0.0860201271835,0.168902901139,-0.0134518071406,0.426172504998,0.0788051276789
2019-06-04 13:18:45.049999,3.3878988741,8.7106111049,0.487953214156,1021.825879,-0.535285951381,0.3617360711,-0.2071303569,-21.70666631,-33.46666548,-12.3466665476,1.47951471824,-0.703898131397,-5.52208320788,100.8,0,0,0,1,0.0724158350873,0.579668595534,0.0707344908891,0.0929744327689,-0.146960361974,0.379694649316,0.134286172261
2019-06-04 13:18:45.549999,-2.38842217471,5.03223358273,3.65259921218,1021.6288574,-0.842632588433,0.471895449644,-0.483567247811,-13.6049996625,-32.0399999637,-23.90999937,-0.776898443737,0.435154974473,0.166096035388,100.4,0,0,0,1,-0.12747775077,0.474096112106,0.229700461957,0.0559278001296,-0.0797580490897,0.308812651668,-0.0153033101494
2019-06-04 13:18:46.049999,-8.173814726,-4.1899809121,7.1284744262,1021.6999512,-2.0739332676,1.58224485483,-1.98322106012,15.5249997681,-7.98749989138,-33.4124987125,-1.4041145377,-2.28300804567,-1.16796614062,100.0,0,0,0,1,-0.326425955544,0.168596739678,0.306729698271,-0.266027885812,-0.153739168932,0.0129973789361,-0.000350099628427
2019-06-04 13:18:46.549999,-8.17812460115,-5.31768452226,2.05716091989,1021.7458496,1.24966228159,0.418302187655,-0.667111875878,21.7199995233,31.7799992033,-17.17999967,-0.919761955741,-2.11074638366,1.2467021346,99.6,0,0,0,1,-0.278727362462,-0.283150555668,0.127427493076,0.0252350450356,-0.122792428865,0.198768220246,-0.114896419889
2019-06-04 13:18:47.049999,-11.2972526021,-4.57412902198,5.58265082719,1021.8282226,-1.26297577966,0.505085763461,0.261552598844,25.0799992087,19.97999954,-26.4899990575,-0.530856907275,-3.31484475778,-1.1671370865,99.2,0,0,0,1,-0.357674584869,-0.131419520996,0.179153780739,-0.113640916953,-0.0611852330256,0.00345949875092,0.00133541062669
2019-06-04 13:18:47.549999,5.02247023958,1.06162171715,6.89790555173,1021.6987792,1.15803254821,-2.97798639156,1.84598773122,26.3924994475,27.2024992708,-13.3124997306,-1.76944483678,-1.24570900856,3.00416724584,98.8,0,0,0,1,-0.235055727104,-0.193643669975,0.0840782389586,0.439400120582,0.240027452207,0.208366603158,0.107366179966
2019-06-04 13:18:48.049999,3.20353964978,8.184961425,-2.28520229781,1021.7991698,0.9945785105,-0.442298359333,-0.497752918156,-8.02666661511,-16.7599994604,-36.0799992878,6.10205843985,2.4527099739,-1.37784972838,98.4,0,0,0,1,0.0185482434378,0.419187430223,0.203807618385,0.207198328584,-0.139247704032,0.329286859575,-0.073828757293
2019-06-04 13:18:48.549999,2.40121817595,7.0535336256,2.2391257763,1021.932959,-0.171943293508,0.685250296477,0.008443987357,-9.90749979125,-33.1424996838,-24.3974993225,5.71002170461,-10.8504662518,-6.96443215029,98.0,0,0,0,1,0.0125493466004,0.572397247472,0.0938903070603,-0.0477775814357,-0.0614231150913,0.319543028192,0.0500670367253
2019-06-04 13:18:49.049999,-1.5675317318,-0.0893064261,7.2469910855,1021.6477052,-1.5173740268,0.377557476277,-0.441580445331,-7.327499807,-28.7699990275,-30.1424992075,0.358259373231,-2.00955428019,-0.248215158832,98.2,0,0,0,1,-0.145469472077,0.411018751774,0.307892197803,-0.0608360038795,-0.00174777943275,0.171765018006,0.0476899654188
2019-06-04 13:18:49.549999,-1.94920575611,-10.8226541942,5.60393328156,1021.626172,-3.33537005067,0.519407186167,-1.99837731,-0.213333355267,15.4999994966,-32.0866664233,-0.91278664766,-2.91643998031,-0.6547270716,98.4,0,0,0,1,-0.0967517405776,-0.0350831605479,0.370104506519,-0.367212884059,-0.0844761172157,0.0657657643031,0.190644765567
2019-06-04 13:18:50.049999,-4.0326771022,-6.6311834812,5.140747404,1021.8254884,0.80379176447,0.95177080694,0.52737399342,-14.129999757,41.759999275,-2.39999995331,0.0301604718,-2.77750426525,1.63659316285,98.6,0,0,0,1,0.0764238803048,-0.311068012356,0.106855127557,-0.00302726877814,-0.0876770525917,0.294525159679,-0.0682668784876
2019-06-04 13:18:50.549999,-9.12697558922,-3.51559345263,4.26287330522,1021.7791506,0.588556791322,0.380740764231,0.626985768489,5.41499990236,32.34749937,-26.4299993513,0.742069774167,-0.7560006248,-0.439949565511,98.8,0,0,0,1,-0.171707546716,-0.208036988592,0.211547258958,-0.00464042305763,-0.0352209708987,0.18484594607,-0.100783610074
2019-06-04 13:18:51.049999,-6.5102725991,1.39466503562,6.9340593217,1021.7728516,-0.5091409043,-0.00105680225,1.59675474462,23.53333272,15.0799997113,-31.05333286,1.3433245425,-1.16371960936,-0.0095942914375,99.0,0,0,0,1,-0.340584976844,-0.0227217080875,0.204983583518,0.0924244451728,0.0431020914406,0.0759641023779,-0.029686189095
2019-06-04 13:18:51.549999,7.37388757445,11.2538098568,2.2987432717,1021.7718748,0.91435836702,-1.45839806509,1.5781844319,21.1199996218,0.11250019075,-34.0724988,-1.24892884558,0.0271400809,1.10090833888,99.2,0,0,0,1,-0.200523929643,0.198655358266,0.109520005114,0.456061591125,0.158263884898,0.258671087905,-0.00846420913185
2019-06-04 13:18:52.049999,2.23651869789,2.09578855147,-4.99685144444,1021.7521972,-0.336157436914,-0.359356423133,-0.562640376444,-14.9324998233,-18.82499957,-34.9499995713,3.82863769263,0.752174165756,-3.06435097596,99.4,0,0,0,1,0.051281188977,0.386089592843,0.205567112287,0.0302365494763,-0.11704504115,0.334657037133,0.0762971305188
2019-06-04 13:18:52.549999,7.9102050782,6.2208048344,-3.170498693,1021.8998536,1.57897974777,-0.63391318617,1.47678078554,-19.1599997409,-28.19999949,-17.7466663519,2.97536173489,-10.7488924875,-0.6043255935,99.6,0,0,0,1,0.142827489727,0.436199740203,-0.0260256241966,0.259108034359,0.102952029222,0.497647826537,-0.0327782850427
2019-06-04 13:18:53.049999,6.9220879077,5.4067513944,-1.14877306529,1021.5891602,-0.132175965236,0.14469564743,0.0165684981461,-34.7024993887,-22.3124997613,-10.7774998532,0.390293657637,0.752264797755,-0.883314982037,99.8,0,0,0,1,0.158264076014,0.437371219825,0.153207494031,0.146634680854,-0.0857375616788,0.557358673011,0.112012340823
2019-06-04 13:18:53.549999,-3.21019050803,1.90876907774,8.42199473811,1021.6129884,-1.79863668138,1.72824162226,-1.38255727457,-29.9399998187,-20.9474992737,-20.6174991138,-0.502223915533,-0.260276423578,-0.393227815597,100.0,0,0,0,1,0.00419299453327,0.417958374948,0.323314188986,-0.166395639051,-0.148858362305,0.292853864857,-0.0166856438489
2019-06-04 13:18:54.049999,-6.6216064453,-1.6872454524,8.1769272328,1021.752051,-1.62354233572,0.96404919744,-0.93766409753,11.8066662689,7.95333300667,-36.0799988633,-2.92270398125,-2.40743345025,0.84094831355,100.3,0,0,0,1,-0.258113675463,0.0464149315228,0.285220139577,-0.132242857374,-0.0287396700222,0.0348432805399,-0.0682134896347
2019-06-04 13:18:54.549999,-9.130699952,-2.49563244609,4.01253848287,1021.8731446,0.347536520613,0.582937177329,0.232027454511,21.3374996188,30.187499285,-22.6349997525,-1.19645464424,0.235883027313,0.776778996028,100.6,0,0,0,1,-0.266506483615,-0.220428135603,0.122923224843,0.0507380374786,-0.0948712923791,0.0710618680406,-0.112585323515
2019-06-04 13:18:55.049999,-2.1340171098,4.3602138758,3.56866665487,1021.8175292,0.707824810944,-1.17709459797,1.62723688297,30.9524991525,21.9224996563,-18.7199996713,0.0227624045667,-2.10469327053,0.172372685522,100.9,0,0,0,1,-0.321069584658,-0.0966844836582,0.0380472989171,0.291395732692,0.0586678294221,0.17976086091,0.00499197728963
2019-06-04 13:18:55.549999,4.56755788378,3.8600499745,5.19437905576,1021.755664,-0.13932310346,-1.15528664291,-0.305479683599,-1.90666670267,-16.1399996543,-32.9266664711,-0.43303834645,-1.84814305596,-2.09964466104,101.2,0,0,0,1,-0.0617263194415,0.343102545502,0.209123333997,0.125211004138,0.105659208275,0.213873670936,0.0765042153478
2019-06-04 13:18:56.049999,-0.0561324424233,8.75586281867,3.517987781,1021.8902834,0.691385782456,1.56093245825,0.58313923868,-1.20750002493,-26.8574996,-30.779999495,8.40171843078,-1.70617977827,-6.33586886133,101.5,0,0,0,1,-0.083971039325,0.53143478519,0.159451283757,0.0362291458637,-0.146216662046,0.249238802737,-0.0481493925096
