,acc_phone_x,acc_phone_y,acc_phone_z,acc_watch_x,acc_watch_y,acc_watch_z,gyr_phone_x,gyr_phone_y,gyr_phone_z,gyr_watch_x,gyr_watch_y,gyr_watch_z,hr_watch_rate,labelOnTable,labelSitting,labelWashingHands,labelWalking,labelStanding,labelDriving,labelEating,labelRunning,light_phone_lux,mag_phone_x,mag_phone_y,mag_phone_z,mag_watch_x,mag_watch_y,mag_watch_z,press_phone_pressure
2016-02-08 18:47:25.656222395,8.4192857969576718,-0.87160920965608468,-5.0834391534391532,-0.717670510064,-3.44519914012,9.14502061755,-0.00845725859788,0.0206335978836,0.00036044973545,0.00307172171194,0.00687277701778,-0.02384160641,76.3928571429,0,1,0,0,0,0,0,0,0.0,-90.7596211366,-52.462891326,37.7504087737,-66.0304612707,163.574934726,-0.377545691906,1029.25975439
2016-02-08 18:48:25.656222395,8.3971430106638003,-0.88146110605935357,-5.1053971232536988,-1.43321625291,-3.22200930954,9.11734910784,-0.00866159695817,0.0199646222516,-0.000597040833196,0.000594104528265,0.00736332783865,-0.00474158828663,69.011627907,0,1,0,0,0,0,0,0,0.0,-90.7835200266,-52.671653648,38.0674621905,-35.002275512,93.6437948538,-1.56957815508,1029.23822535
2016-02-08 18:49:25.656222395,8.3981994214876039,-0.8757398347107439,-5.1193827272727273,-1.70284116788,-3.22163143552,9.0919006326,-0.0084805785124,0.020050661157,0.00037958677686,0.00384924574209,0.0114948905109,-0.0240149878345,70.6033057851,0,1,0,0,0,0,0,0,0.0,-91.5304836297,-53.5083629716,37.9928436098,-0.39436373184,49.700857693,-19.6017854017,1029.28338112
2016-02-08 18:50:25.656222395,5.5228637228148507,0.85792193831141972,-0.99493599603076177,-0.448345972957,-5.55094473839,5.0471377621,0.000259262322196,0.0344075421766,-0.0252484287132,-0.0332103664511,-0.0051541250245,-0.00894483637076,74.5789473684,0,1,0,0,0,0,0,0,26.7288732394,-61.5191258102,-34.0333023101,27.9992188798,-0.12959039548,91.2955508475,-8.86299435028,1029.30000352
2016-02-08 18:51:25.656222395,7.0760501860272829,-2.3523547747002893,-2.7619686647374948,-0.559654499317,-5.01113000195,6.30169519813,-0.00690954192161,-0.0130971556144,0.0200546552009,0.0204007417529,0.0157596135077,-0.0113955690025,66.375,0,1,0,0,0,0,0,0,26.0350877193,-98.2852741775,-19.9923030907,48.8679062812,-2.12064437051,82.6186307127,25.111539135,1029.31576842
2016-02-08 18:52:25.656222395,8.0450648308939048,-3.4818352766063012,-4.5154710989828821,-2.89541576326,-5.08781589999,6.86567350327,-0.00787645745473,0.0200207558091,0.00125535433722,0.014830256861,-0.00452505127454,-0.0256643226878,77.1129032258,0,1,0,0,0,0,0,0,0.0,-121.370924202,-24.6951662234,54.6778125,-12.0134497817,69.9217467249,51.4234061135,1029.35899298
2016-02-08 18:53:25.656222395,8.0627589086399336,-3.4643441091360065,-4.4921240181893349,-2.06746813631,-6.7455016365,5.51162668464,-0.00786894327766,0.0201891847197,0.00115635852489,-0.0128234501348,0.00569936465152,-0.0143040046207,73.3333333333,0,1,0,0,0,0,0,0,0.0,-121.756946337,-24.9403023758,54.0291078252,9.07786957286,52.5308490069,35.1662858147,1029.3410035
2016-02-08 18:54:25.656222395,5.152335976869062,-4.9981945477075582,-2.3528384138785627,0.227446430287,-5.58500422792,5.25374901509,-0.000312350268484,0.0352522098306,0.0162383312681,-0.0129390794657,-0.0368496204478,-0.0249649274527,91.347826087,0,1,0,0,0,0,0,0,8.35211267606,-48.7756124314,26.1795845106,64.3478012298,-10.3546431046,29.1564449064,14.0644490644,1029.31688028
2016-02-08 18:55:25.656222395,0.48499479811741392,-9.6324782429196585,-1.4443627280984228,4.47389810658,-5.59356861214,0.471285574858,-0.00257633556271,-0.0508023284617,-0.00587028321361,0.00238190513371,0.00420964278743,0.062657915284,90.9801980198,0,0,0,0,0,0,0,0,0.0,30.8575174477,76.0550747757,-9.69107676969,-15.444580206,3.97329376855,1.09320998429,1029.34595088
2016-02-08 18:56:25.656222395,-1.1085806371739848,-9.7786923076923085,-0.28484862991086163,5.37787330405,-7.18637003416,1.05228765251,-0.0140948332783,-0.0301582205348,-0.00573043908881,0.0202776964373,-0.0226454856027,-0.000323279648609,110.336448598,0,0,0,0,0,0,0,0,0.0,5.58160545122,2.44507229516,3.61047033405,-7.68340038482,-12.6410704915,-5.51040755641,1029.32662324
2016-02-08 18:57:25.656222395,-0.80006291281373854,-7.9722552840158523,0.49499298216644644,2.74779234704,-7.19293458587,1.10876578792,-0.0153721103038,0.000294914134742,-0.00569872853369,-0.0241662404092,0.00634339956718,0.00104869171749,101.476744186,0,0,1,0,0,0,0,0,8.45263157895,9.59723828514,-11.2650149551,8.64988035892,10.2876376989,6.32121000175,0.526665500962,1029.28484211
2016-02-08 18:58:25.656222395,-0.38794758164530802,-8.4416090946672195,0.87444630012401814,0.275720094053,-7.83807494856,2.41106926619,0.0351883267196,0.0549153439153,-0.0260154596561,0.00481091407857,0.00510943470168,-0.0113250710297,107.495726496,0,0,1,0,0,0,0,0,1.6701754386,14.6008309789,1.22989529666,3.53168356324,9.45861101368,26.4793055068,-6.87127323746,1029.18489474
2016-02-08 18:59:25.656222395,-0.1305053310190924,-7.9209811554673957,1.251841474502025,6.85106333398,-4.67841297621,2.51105666215,0.0168409785933,0.0829021406728,-0.0672034878916,-0.0192300328757,0.0439485592729,-0.0387148520596,130.754716981,0,0,0,1,0,0,0,0,125.438596491,10.8940791223,32.1278557181,-11.1930718085,-33.2715091678,6.95733427362,-3.47143864598,1029.2774386
2016-02-08 19:00:25.656222395,-0.48438813125051655,-9.9090812463839981,0.28697975039259438,8.32219789046,-3.20428749758,4.25054760983,0.034017108852,0.0813518472601,-0.0562853128358,0.0127897232437,0.018099670989,-0.017078188504,107.121495327,0,0,0,1,0,0,0,0,0.0,15.9482951147,45.5542472582,0.99740777667,-40.8529620433,-5.56119191203,-21.7880454062,1029.24580282
2016-02-08 19:01:25.656222395,-0.46869215507977185,-9.9085822104654042,0.23694659833016452,8.41741623138,-3.02016047591,4.12255571677,0.0251669146825,0.0628358134921,-0.0521799768519,0.0161542851615,-0.00164867479203,-0.018148674792,100.842105263,0,0,0,1,0,0,0,0,0.0,9.83700897308,45.4163210369,9.73211365902,-36.80433633,-3.81262118808,-29.5358716728,1029.26602113
2016-02-08 19:02:25.656222395,-0.37730713282089434,-9.8678178361848072,0.11639350359533848,8.46210836003,-2.88079279542,3.87804417905,0.0156726175717,0.0399302421688,-0.0529562773783,0.0517030779687,-0.00876861831246,-0.00776259831052,98.094017094,0,0,0,1,0,0,0,0,0.0,-0.831224862888,43.3050523517,-2.82858567392,-37.1160191591,9.07645910946,-16.769735675,1029.06802105
2016-02-08 19:03:25.656222395,-0.40488814484126984,-9.9816935350529086,0.19880456349206346,8.45321699486,-2.87962042875,3.97712251431,0.0180967261905,0.0528736772487,-0.0435739914021,0.0201668445048,0.000476379862256,-0.0137991075759,100.81300813,0,0,0,1,0,0,0,0,0.0,-15.3266600199,44.8886739781,-12.5236291127,-35.1403322729,25.1620714033,-10.8734535171,1029.0884386
2016-02-08 19:04:25.656222395,-0.64811352736894323,-1.4089049942120062,4.6268392591367622,2.69780657396,-6.34502333949,0.0972174462705,0.00765586241111,0.0726217132462,-0.0593665453944,-0.0187243022464,-0.00393863658465,-0.000320820772148,94.9782608696,0,0,0,1,0,0,0,0,3059.27112676,6.51025427954,1.77277713146,-26.1887585175,-1.97828371278,32.8880910683,8.79019264448,1028.97172183
2016-02-08 19:05:25.656222395,-1.0451292989417991,-5.5145664682539683,3.0284535383597881,-1.05581068867,-8.28890008842,0.0564710678849,-0.00505646027941,-0.0340268661652,0.038738447549,0.0224325572257,0.00196001571864,-0.0087181452009,86.1958762887,0,0,0,0,1,0,0,0,2152.16140351,0.526001994018,24.8542073779,-4.84040877368,14.3368128045,32.4556367432,-5.94467640919,1029.02169825
2016-02-08 19:06:25.656222395,-1.75222902719233,-9.6120252913463915,1.0984500371931565,-2.79536076696,-8.96981170108,2.36181996067,-0.0086876601372,0.0200310769485,-0.000390445491363,0.000115732546706,0.00894169124877,-0.0170668633235,85.0,0,0,0,0,1,0,0,0,0.0,-2.22662123982,48.4714242978,9.35465514376,21.3527553528,31.8178308178,-25.5968760969,1029.08024561
2016-02-08 19:07:25.656222395,-1.7687664710258741,-9.6068885674134084,1.133161279656113,-2.12108423913,-8.43307366071,-0.651291149068,-0.00875597255518,0.0202226171778,-0.000758287178639,-0.0120469720497,-0.00176533385093,-0.0115739518634,86.8271604938,0,0,0,0,1,0,0,0,0.0,-1.87481801562,48.8755293336,9.02149908592,16.4741106023,40.1327932371,-10.9852060585,1029.04939649
