,Time (s),Latitude (°),Longitude (°),Height (m),Velocity (m/s),Direction (°),Horizontal Accuracy (m),Vertical Accuracy (°)
278,1.55965383276e+18,52.33718142,4.868437517,5.698085785,1.330000043,9.84375,10.0,10.0
279,1.55965383376e+18,52.33719797,4.868438691,5.697048187,1.460000038,1.40625,10.0,10.0
280,1.55965383476e+18,52.33721461,4.868437685,5.662136078,1.460000038,0.3515625,10.0,10.0
281,1.55965383576e+18,52.33722924,4.868439026,5.812770844,1.539999962,2.109375,10.0,10.0
282,1.55965383676e+18,52.3372424,4.868441289,5.807704926,1.539999962,2.4609375,10.0,10.0
283,1.55965383776e+18,52.33725438,4.868442547,5.723781586,1.399999976,4.21875,10.0,10.0
284,1.55965383876e+18,52.33726712,4.86844481,5.458827972,1.399999976,1.7578125,10.0,10.0
285,1.55965383976e+18,52.33727936,4.868445983,5.235622406,1.269999981,1.7578125,10.0,10.0
286,1.55965384076e+18,52.33728871,4.868447995,5.237880707,0.8500000238,355.078125,10.0,10.0
287,1.55965384176e+18,52.33730053,4.868450677,5.019741058,1.330000043,354.375,30.0,30.0
288,1.55965384276e+18,52.33730765,4.868463501,4.778530121,0.8500000238,10.8984375,30.0,30.0
289,1.55965384376e+18,52.33731008,4.868474649,4.491542816,0.7900000215,19.3359375,10.0,10.0
290,1.55965384476e+18,52.33731482,4.868487725,4.187892914,0.7900000215,17.9296875,10.0,10.0
291,1.55965384576e+18,52.33732475,4.868499711,4.115261078,1.269999981,358.9453125,10.0,10.0
292,1.55965384676e+18,52.33733627,4.868506165,3.967494965,1.340000033,359.296875,10.0,10.0
293,1.55965384776e+18,52.33734705,4.8685122,3.855922699,1.269999981,356.484375,10.0,10.0
294,1.55965384876e+18,52.33736041,4.8685179,3.798305511,1.340000033,358.59375,30.0,30.0
295,1.55965384976e+18,52.3373745,4.86852075,3.859279633,1.179999948,352.265625,10.0,10.0
296,1.55965385076e+18,52.33738778,4.868522678,3.73507309,1.220000029,352.6171875,30.0,30.0
297,1.55965385176e+18,52.33740128,4.868526198,3.678249359,1.220000029,355.78125,10.0,10.0
298,1.55965385276e+18,52.33741511,4.868533658,3.632045746,1.210000038,10.8984375,30.0,30.0
299,1.55965385376e+18,52.33742621,4.868544973,3.600795746,1.029999971,21.796875,30.0,30.0
300,1.55965385476e+18,52.33743786,4.868553774,3.490749359,0.9900000095,16.875,30.0,30.0
301,1.55965385576e+18,52.33744566,4.868561737,3.496181488,0.4499999881,18.28125,30.0,30.0
302,1.55965385676e+18,52.33745169,4.8685697,3.484828949,0.6100000143,18.984375,30.0,30.0
303,1.55965385776e+18,52.33745907,4.868579172,3.438930511,0.6100000143,17.9296875,30.0,30.0
304,1.55965385876e+18,52.3374677,4.868593002,3.507717133,0.6700000167,358.2421875,30.0,30.0
305,1.55965385976e+18,52.33747969,4.868607335,3.554164886,1.070000052,353.671875,30.0,30.0
306,1.55965386076e+18,52.33749356,4.868622255,3.561183929,1.289999962,356.1328125,10.0,10.0
307,1.55965386176e+18,52.33750978,4.868634995,3.511501312,1.450000048,356.1328125,10.0,10.0
308,1.55965386276e+18,52.33752587,4.868648155,3.503993988,1.289999962,355.4296875,10.0,10.0
309,1.55965386376e+18,52.33754058,4.868660476,3.554164886,1.299999952,356.1328125,30.0,30.0
310,1.55965386476e+18,52.33755441,4.868673887,3.42281723,1.139999986,4.21875,30.0,30.0
311,1.55965386576e+18,52.33757202,4.868689561,3.362636566,1.519999981,7.734375,30.0,30.0
312,1.55965386676e+18,52.3375905,4.868711606,3.349819183,1.559999943,15.1171875,30.0,30.0
313,1.55965386776e+18,52.33761078,4.868721832,3.397060394,1.519999981,15.1171875,10.0,10.0
314,1.55965386876e+18,52.33762499,4.868725771,3.533779144,1.309999943,15.8203125,10.0,10.0
315,1.55965386976e+18,52.33763731,4.868727615,3.695034027,1.070000052,10.8984375,10.0,10.0
316,1.55965387076e+18,52.33764913,4.868710265,3.430690765,0.3799999952,2.8125,10.0,10.0
317,1.55965387176e+18,52.33766346,4.868691992,3.395168304,1.159999967,354.375,10.0,10.0
318,1.55965387276e+18,52.33768454,4.868674641,3.342006683,1.159999967,350.15625,10.0,10.0
319,1.55965387376e+18,52.33770323,4.868662069,3.50460434,1.169999957,10.1953125,10.0,10.0
320,1.55965387476e+18,52.33772272,4.868655866,3.713527679,1.450000048,357.5390625,10.0,10.0
321,1.55965387576e+18,52.33774234,4.868650753,3.704494476,1.370000005,0.0,10.0,10.0
322,1.55965387676e+18,52.33776212,4.868646227,3.668178558,1.549999952,351.2109375,10.0,10.0
323,1.55965387776e+18,52.33778056,4.868643042,3.689846039,1.370000005,343.4765625,10.0,10.0
324,1.55965387876e+18,52.33779057,4.868632732,3.718959808,1.059999943,31.2890625,10.0,10.0
325,1.55965387976e+18,52.3377972,4.86862259,3.703578949,0.5799999833,339.609375,10.0,10.0
326,1.55965388076e+18,52.33780344,4.868608592,3.741054535,0.6299999952,322.03125,10.0,10.0
327,1.55965388176e+18,52.33781065,4.868593505,3.670619965,0.6800000072,331.171875,10.0,10.0
328,1.55965388276e+18,52.33782096,4.868577663,3.684719086,0.6800000072,343.4765625,10.0,10.0
329,1.55965388376e+18,52.33783311,4.868564503,3.92257309,1.169999957,357.5390625,10.0,10.0
330,1.55965388476e+18,52.3378469,4.868553691,4.073818207,1.169999957,356.1328125,10.0,10.0
331,1.55965388576e+18,52.33785859,4.868546901,4.238918304,1.070000052,6.6796875,10.0,10.0
332,1.55965388676e+18,52.33786869,4.868538855,4.376918793,1.340000033,352.6171875,10.0,10.0
333,1.55965388776e+18,52.33788022,4.868532736,4.80160141,1.340000033,2.109375,10.0,10.0
334,1.55965388876e+18,52.33788915,4.868528629,4.723049164,1.340000033,17.578125,10.0,10.0
335,1.55965388976e+18,52.33789619,4.868527623,4.707057953,1.039999962,13.0078125,10.0,10.0
336,1.55965389076e+18,52.33790138,4.868528461,5.166286469,0.6200000048,17.2265625,10.0,10.0
337,1.55965389176e+18,52.33790733,4.868531059,5.182704926,0.9399999976,35.15625,10.0,10.0
338,1.55965389276e+18,52.3379171,4.868535837,5.593898773,0.9399999976,17.9296875,10.0,10.0
339,1.55965389376e+18,52.33792934,4.868542375,5.876918793,1.340000033,8.0859375,10.0,10.0
340,1.55965389476e+18,52.33794396,4.868548829,6.642421722,1.379999995,25.3125,10.0,10.0
341,1.55965389576e+18,52.33795934,4.868554277,6.808803558,1.220000029,26.3671875,10.0,10.0
342,1.55965389676e+18,52.33797443,4.868557714,6.839260101,1.220000029,357.890625,10.0,10.0
343,1.55965389776e+18,52.33799023,4.868562408,6.902736664,1.220000029,37.6171875,10.0,10.0
344,1.55965389876e+18,52.33800565,4.868571125,6.950649261,1.230000019,46.0546875,10.0,10.0
345,1.55965389976e+18,52.33802095,4.868581602,7.145839691,1.279999971,31.9921875,10.0,10.0
346,1.55965390076e+18,52.33803499,4.868593756,7.207363129,1.200000048,52.734375,10.0,10.0
347,1.55965390176e+18,52.33804597,4.868608173,7.117397308,1.360000014,66.4453125,10.0,10.0
348,1.55965390276e+18,52.33805519,4.868627116,7.221401215,1.360000014,61.171875,10.0,10.0
349,1.55965390376e+18,52.33806378,4.868646394,7.700832367,1.360000014,50.9765625,10.0,10.0
350,1.55965390476e+18,52.33807191,4.868664248,8.16097641,1.330000043,58.7109375,10.0,10.0
351,1.55965390576e+18,52.3380805,4.868682437,8.377101898,1.25999999,63.984375,10.0,10.0
352,1.55965390676e+18,52.33808826,4.868700542,8.217128754,1.309999943,62.578125,10.0,10.0
353,1.55965390776e+18,52.33809446,4.868721915,8.280239105,1.309999943,67.5,10.0,10.0
354,1.55965390876e+18,52.33810024,4.868744882,8.240383148,1.389999986,71.71875,10.0,10.0
355,1.55965390976e+18,52.3381036,4.868768519,8.654323578,1.419999957,77.6953125,10.0,10.0
356,1.55965391076e+18,52.33810611,4.86879115,8.759914398,1.409999967,81.5625,10.0,10.0
357,1.55965391176e+18,52.3381077,4.868813865,9.16097641,1.409999967,84.375,10.0,10.0
358,1.55965391276e+18,52.338109,4.868837167,9.265224457,1.409999967,83.671875,10.0,10.0
359,1.55965391376e+18,52.33811076,4.868860468,9.587490082,1.440000057,95.9765625,10.0,10.0
360,1.55965391476e+18,52.33811194,4.868881339,9.753993988,1.450000048,87.890625,10.0,10.0
361,1.55965391576e+18,52.33811395,4.868902294,10.12386703,1.379999995,76.2890625,10.0,10.0
362,1.55965391676e+18,52.33811617,4.868921824,10.43355942,1.419999957,86.8359375,10.0,10.0
363,1.55965391776e+18,52.33811868,4.868943281,10.47249985,1.419999957,82.6171875,10.0,10.0
364,1.55965391876e+18,52.3381207,4.868965074,10.82455063,1.419999957,83.3203125,10.0,10.0
365,1.55965391976e+18,52.3381243,4.868987454,11.06203842,1.460000038,59.4140625,10.0,10.0
366,1.55965392076e+18,52.33813096,4.869007822,11.06087875,1.470000029,58.359375,10.0,10.0
367,1.55965392176e+18,52.33814031,4.869026178,11.1114769,1.480000019,47.4609375,10.0,10.0
368,1.55965392276e+18,52.33815087,4.869040763,11.12911606,1.470000029,32.34375,10.0,10.0
369,1.55965392376e+18,52.33816478,4.869049899,11.14162827,1.480000019,17.578125,10.0,10.0
370,1.55965392476e+18,52.33817949,4.869057192,11.21169662,1.379999995,24.609375,10.0,10.0
371,1.55965392576e+18,52.33819508,4.869061718,11.21621323,1.460000038,15.1171875,10.0,10.0
372,1.55965392676e+18,52.3382108,4.869065909,10.8335228,1.460000038,23.90625,10.0,10.0
373,1.55965392776e+18,52.33822622,4.869069513,10.53591537,1.25999999,15.46875,10.0,10.0
374,1.55965392876e+18,52.33824123,4.869073788,10.23653793,1.24000001,29.53125,10.0,10.0
375,1.55965392976e+18,52.33825313,4.869077979,9.835781097,1.100000024,22.1484375,10.0,10.0
376,1.55965393076e+18,52.33826717,4.869083427,9.691371918,1.429999948,24.2578125,10.0,10.0
377,1.55965393176e+18,52.33828087,4.869089713,9.331264496,1.429999948,21.4453125,10.0,10.0
378,1.55965393276e+18,52.33829269,4.869092731,8.968898773,1.419999957,358.9453125,10.0,10.0
379,1.55965393376e+18,52.33829659,4.869092647,8.769618988,0.1700000018,108.28125,10.0,10.0
380,1.55965393476e+18,52.33829625,4.869089378,8.509120941,0.25,274.5703125,10.0,10.0
381,1.55965393576e+18,52.33829663,4.869084936,8.246364594,0.3600000143,338.203125,10.0,10.0
382,1.55965393676e+18,52.33829646,4.869080242,8.013698578,0.2399999946,316.7578125,10.0,10.0
383,1.55965393776e+18,52.33829366,4.869077057,7.681484222,0.1899999976,213.3984375,10.0,10.0
384,1.55965393876e+18,52.33828473,4.869075632,7.602199554,0.2399999946,174.375,30.0,30.0
385,1.55965393976e+18,52.33826893,4.869076386,7.483730316,0.6499999762,173.3203125,30.0,30.0
386,1.55965394076e+18,52.33824605,4.869069178,7.450588226,1.690000057,185.9765625,30.0,30.0
387,1.55965394176e+18,52.33824018,4.869059036,7.330348969,1.690000057,202.5,30.0,30.0
388,1.55965394276e+18,52.33824764,4.869041014,7.348232269,1.039999962,260.15625,30.0,30.0
389,1.55965394376e+18,52.33825946,4.869016958,7.483730316,0.7099999785,323.0859375,10.0,10.0
390,1.55965394476e+18,52.33828016,4.86899768,7.921901703,1.039999962,340.6640625,10.0,10.0
391,1.55965394576e+18,52.33830267,4.868987119,8.029384613,1.00999999,6.328125,30.0,30.0
392,1.55965394676e+18,52.33832111,4.868981922,8.165920258,1.00999999,34.8046875,10.0,10.0
393,1.55965394776e+18,52.33833552,4.868983431,8.206325531,0.6000000238,63.6328125,10.0,10.0
394,1.55965394876e+18,52.33834579,4.868985945,8.464992523,0.1800000072,86.8359375,10.0,10.0
395,1.55965394976e+18,52.33835447,4.868991813,8.628139496,0.6000000238,63.6328125,10.0,10.0
396,1.55965395076e+18,52.3383639,4.868998015,8.747341156,0.5299999714,38.3203125,10.0,10.0
397,1.55965395176e+18,52.33837228,4.869003296,8.890712738,0.2099999934,35.5078125,10.0,10.0
398,1.55965395276e+18,52.33837366,4.869011343,9.03597641,0.5299999714,117.0703125,10.0,10.0
399,1.55965395376e+18,52.33837387,4.869020563,9.366420746,0.4099999964,149.765625,10.0,10.0
400,1.55965395476e+18,52.33837844,4.869024334,9.662380219,0.5,149.4140625,10.0,10.0
401,1.55965395576e+18,52.33837844,4.869024334,9.87771225,0.0,48.1640625,10.0,10.0
402,1.55965395676e+18,52.3383968,4.869020982,9.87582016,0.1700000018,342.421875,10.0,10.0
403,1.55965395776e+18,52.3384053,4.869011845,9.812709808,0.2099999934,277.3828125,10.0,10.0
404,1.55965395876e+18,52.3384123,4.869002206,9.620571136,0.1700000018,275.625,10.0,10.0
405,1.55965395976e+18,52.33842462,4.868995082,9.643825531,0.2099999934,343.125,10.0,10.0
406,1.55965396076e+18,52.33843996,4.868992819,9.723171234,0.3600000143,25.3125,10.0,10.0
407,1.55965396176e+18,52.33845538,4.868992483,10.05379868,0.4099999964,29.53125,10.0,10.0
408,1.55965396276e+18,52.33846984,4.868992819,9.871364594,0.3600000143,32.34375,10.0,10.0
409,1.55965396376e+18,52.33848351,4.868993321,10.52712631,0.4099999964,30.234375,10.0,10.0
410,1.55965396476e+18,52.33849579,4.868992986,10.77236557,0.4099999964,28.4765625,10.0,10.0
411,1.55965396576e+18,52.33851083,4.868994495,10.84121323,0.8700000048,28.4765625,10.0,10.0
412,1.55965396676e+18,52.33852282,4.868999776,10.84347153,0.8700000048,53.4375,10.0,10.0
413,1.55965396776e+18,52.3385299,4.869010672,10.81881332,0.8700000048,85.4296875,10.0,10.0
414,1.55965396876e+18,52.33853187,4.869022239,11.29885483,0.8000000119,110.390625,10.0,10.0
415,1.55965396976e+18,52.33853451,4.869031627,11.63869858,0.8000000119,105.46875,10.0,10.0
416,1.55965397076e+18,52.33853581,4.869038416,11.8592186,0.3700000048,95.625,10.0,10.0
417,1.55965397176e+18,52.33853895,4.869045625,11.60952377,0.5400000215,80.15625,10.0,10.0
418,1.55965397276e+18,52.33854365,4.869047804,11.65999985,0.3700000048,79.1015625,10.0,10.0
419,1.55965397376e+18,52.3385452,4.869051827,11.45473862,0.5199999809,80.5078125,10.0,10.0
420,1.55965397476e+18,52.33854495,4.869059036,11.57967758,0.5199999809,89.6484375,10.0,10.0
421,1.55965397576e+18,52.33854453,4.869071525,11.60189438,0.9499999881,90.703125,10.0,10.0
422,1.55965397676e+18,52.33854365,4.869083762,12.10531235,0.9499999881,93.1640625,10.0,10.0
423,1.55965397776e+18,52.33854277,4.86908921,12.87313461,0.6600000262,84.7265625,10.0,10.0
424,1.55965397876e+18,52.33854423,4.869094072,12.25234604,0.3100000024,68.203125,10.0,10.0
425,1.55965397976e+18,52.33854503,4.86910346,11.78646469,0.3100000024,84.0234375,10.0,10.0
426,1.55965398076e+18,52.33854587,4.869115027,11.1406517,0.4499999881,98.7890625,10.0,10.0
427,1.55965398176e+18,52.33854549,4.869128522,10.4774437,0.6200000048,112.8515625,10.0,10.0
428,1.55965398276e+18,52.33854553,4.869139167,10.01766586,0.200000003,101.953125,10.0,10.0
429,1.55965398376e+18,52.33854809,4.869150147,9.789638519,0.5899999738,85.4296875,10.0,10.0
430,1.55965398476e+18,52.33855069,4.869166324,9.404079437,0.5899999738,79.8046875,10.0,10.0
431,1.55965398576e+18,52.33855282,4.869185267,9.660732269,0.9700000286,89.6484375,10.0,10.0
432,1.55965398676e+18,52.33855538,4.869202618,9.636745453,0.9700000286,81.9140625,10.0,10.0
433,1.55965398776e+18,52.33855735,4.869220722,9.72158432,0.9700000286,86.1328125,10.0,10.0
434,1.55965398876e+18,52.33856041,4.869239414,9.669643402,1.049999952,85.4296875,10.0,10.0
435,1.55965398976e+18,52.33856334,4.869264727,9.593471527,1.070000052,82.96875,10.0,10.0
436,1.55965399076e+18,52.33857122,4.869291466,9.454982758,1.629999995,69.609375,10.0,10.0
437,1.55965399176e+18,52.33858254,4.869323736,9.367458344,2.380000114,60.8203125,10.0,10.0
438,1.55965399276e+18,52.33859075,4.869353827,9.293117523,1.629999995,65.7421875,10.0,10.0
439,1.55965399376e+18,52.33859364,4.869378721,9.508571625,1.549999952,76.640625,10.0,10.0
440,1.55965399476e+18,52.3385936,4.869405963,9.414943695,1.450000048,91.40625,10.0,10.0
441,1.55965399576e+18,52.33859314,4.869434545,9.741909027,1.450000048,84.7265625,10.0,10.0
442,1.55965399676e+18,52.33859524,4.869458433,9.672023773,1.370000005,75.5859375,10.0,10.0
443,1.55965399776e+18,52.33859758,4.86948316,9.808742523,1.370000005,75.5859375,10.0,10.0
444,1.55965399876e+18,52.33859989,4.869508389,9.621181488,1.389999986,86.8359375,10.0,10.0
445,1.55965399976e+18,52.33860073,4.869534038,9.642238617,1.399999976,84.0234375,10.0,10.0
446,1.55965400076e+18,52.33860094,4.869559854,9.639858246,1.389999986,88.9453125,10.0,10.0
447,1.55965400176e+18,52.3386011,4.869583324,9.532009125,1.379999995,82.265625,10.0,10.0
448,1.55965400276e+18,52.33860152,4.869600004,9.503322601,0.6700000167,70.6640625,10.0,10.0
449,1.55965400376e+18,52.33860094,4.869616348,9.352748871,1.139999986,96.6796875,10.0,10.0
450,1.55965400476e+18,52.33859846,4.869635878,9.298549652,1.139999986,98.7890625,10.0,10.0
451,1.55965400576e+18,52.33859494,4.869658593,9.576137543,1.179999948,87.1875,10.0,10.0
452,1.55965400676e+18,52.33859197,4.869682062,9.712245941,1.409999967,81.2109375,10.0,10.0
453,1.55965400776e+18,52.33858996,4.869704358,9.756252289,1.470000029,86.484375,10.0,10.0
454,1.55965400876e+18,52.33858991,4.869728498,10.09920883,1.470000029,82.96875,10.0,10.0
455,1.55965400976e+18,52.33858732,4.869750878,10.4685936,1.470000029,85.78125,10.0,10.0
456,1.55965401076e+18,52.3385853,4.869772587,10.68770981,1.470000029,92.4609375,10.0,10.0
457,1.55965401176e+18,52.33858296,4.869795302,10.74117661,1.470000029,92.109375,10.0,10.0
458,1.55965401276e+18,52.33858153,4.869818101,10.98427963,1.470000029,86.484375,10.0,10.0
459,1.55965401376e+18,52.33858053,4.869840145,11.13772202,1.450000048,89.6484375,10.0,10.0
460,1.55965401476e+18,52.3385809,4.869861687,11.27083969,1.289999962,75.234375,10.0,10.0
461,1.55965401576e+18,52.33858166,4.869884653,11.3993187,1.460000038,79.1015625,10.0,10.0
462,1.55965401676e+18,52.338583,4.86990938,11.68001938,1.429999948,79.1015625,10.0,10.0
463,1.55965401776e+18,52.33858329,4.869935783,11.82656479,1.460000038,82.96875,10.0,10.0
464,1.55965401876e+18,52.3385848,4.869962437,11.81393051,1.460000038,82.6171875,10.0,10.0
465,1.55965401976e+18,52.33858635,4.869988253,11.91488266,1.460000038,84.375,10.0,10.0
466,1.55965402076e+18,52.3385887,4.870012729,11.88125229,1.460000038,76.2890625,10.0,10.0
467,1.55965402176e+18,52.33859105,4.870038377,11.73818588,1.49000001,87.1875,10.0,10.0
468,1.55965402276e+18,52.33859419,4.870063523,12.19320297,1.450000048,79.453125,10.0,10.0
469,1.55965402376e+18,52.33859628,4.870087914,12.14577866,1.49000001,86.8359375,10.0,10.0
470,1.55965402476e+18,52.33859607,4.870108534,11.95803452,1.450000048,93.1640625,10.0,10.0
471,1.55965402576e+18,52.33859457,4.87013041,12.23000717,1.49000001,91.7578125,10.0,10.0
472,1.55965402676e+18,52.33859616,4.870152874,11.89553452,1.340000033,86.1328125,10.0,10.0
473,1.55965402776e+18,52.33859825,4.870177014,11.55654526,1.629999995,85.4296875,10.0,10.0
474,1.55965402876e+18,52.33860106,4.870201992,11.62240219,1.549999952,82.96875,10.0,10.0
475,1.55965402976e+18,52.33860471,4.870224455,11.87734604,1.549999952,81.2109375,10.0,10.0
476,1.55965403076e+18,52.33860827,4.870245159,12.00252914,1.50999999,83.3203125,10.0,10.0
477,1.55965403176e+18,52.33860861,4.870265611,12.28524399,1.450000048,104.765625,10.0,10.0
478,1.55965403276e+18,52.33860714,4.870284554,12.17983627,1.450000048,99.84375,10.0,10.0
479,1.55965403376e+18,52.33860735,4.870304251,12.13204575,1.450000048,77.34375,10.0,10.0
480,1.55965403476e+18,52.33860898,4.870323865,11.92257309,1.309999943,76.640625,10.0,10.0
481,1.55965403576e+18,52.33861267,4.870340545,11.84615707,1.25,74.1796875,10.0,10.0
482,1.55965403676e+18,52.33861808,4.870359823,11.83480453,1.519999981,76.9921875,10.0,10.0
483,1.55965403776e+18,52.33862256,4.870381784,11.92696762,1.519999981,91.7578125,10.0,10.0
484,1.55965403876e+18,52.33862508,4.870405756,12.10702133,1.519999981,94.921875,10.0,10.0
485,1.55965403976e+18,52.33862621,4.870428387,12.06527328,1.429999948,87.5390625,10.0,10.0
486,1.55965404076e+18,52.33862717,4.870456969,11.69808578,1.549999952,91.0546875,10.0,10.0
487,1.55965404176e+18,52.33862893,4.870485133,11.30050278,1.519999981,88.2421875,10.0,10.0
488,1.55965404276e+18,52.33863006,4.870509859,11.14907455,1.659999967,78.3984375,10.0,10.0
489,1.55965404376e+18,52.33863375,4.87053467,11.44674301,1.570000052,81.9140625,10.0,10.0
490,1.55965404476e+18,52.33863618,4.870555792,11.60372543,1.570000052,76.640625,10.0,10.0
491,1.55965404576e+18,52.33863807,4.870576914,11.76168442,1.529999971,90.703125,10.0,10.0
492,1.55965404676e+18,52.33864008,4.870601222,11.84731674,1.600000024,85.078125,10.0,10.0
493,1.55965404776e+18,52.3386413,4.870626619,11.83468246,1.600000024,87.890625,10.0,10.0
494,1.55965404876e+18,52.33863811,4.87065101,11.53499985,1.600000024,89.6484375,10.0,10.0
495,1.55965404976e+18,52.3386356,4.870674396,11.49825668,1.570000052,91.0546875,10.0,10.0
496,1.55965405076e+18,52.33863174,4.870696189,11.5870018,1.340000033,95.625,10.0,10.0
497,1.55965405176e+18,52.3386257,4.870717898,11.47756577,1.549999952,99.140625,10.0,10.0
498,1.55965405276e+18,52.33862286,4.870740613,11.33401108,1.549999952,98.0859375,10.0,10.0
499,1.55965405376e+18,52.33862101,4.870763412,11.40822983,1.549999952,84.375,10.0,10.0
500,1.55965405476e+18,52.33862097,4.870786797,11.4451561,1.50999999,90.3515625,10.0,10.0
501,1.55965405576e+18,52.33862348,4.870807501,11.65096664,1.460000038,69.609375,10.0,10.0
502,1.55965405676e+18,52.33862621,4.870831054,11.41103745,1.559999943,83.3203125,10.0,10.0
503,1.55965405776e+18,52.33862755,4.87085687,11.54488754,1.559999943,96.328125,10.0,10.0
504,1.55965405876e+18,52.33863057,4.870882351,11.67037582,1.399999976,86.484375,10.0,10.0
505,1.55965405976e+18,52.33863337,4.870908502,11.71902084,1.399999976,85.78125,10.0,10.0
506,1.55965406076e+18,52.33863459,4.870933983,11.76888657,1.570000052,87.890625,10.0,10.0
507,1.55965406176e+18,52.33863342,4.87095871,12.05691147,1.559999943,97.03125,10.0,10.0
508,1.55965406276e+18,52.33862633,4.870978072,12.15902328,1.639999986,123.046875,10.0,10.0
509,1.55965406376e+18,52.33861619,4.870994333,11.81496811,1.570000052,138.1640625,10.0,10.0
510,1.55965406476e+18,52.33860676,4.871011181,11.61886215,1.639999986,138.515625,10.0,10.0
511,1.55965406576e+18,52.33860165,4.871028783,11.54836655,1.570000052,97.3828125,10.0,10.0
512,1.55965406676e+18,52.33859704,4.87104957,11.38338852,1.539999962,126.5625,10.0,10.0
513,1.55965406776e+18,52.33859356,4.871071195,11.56533432,1.539999962,103.0078125,10.0,10.0
514,1.55965406876e+18,52.33859394,4.87109567,11.37026596,1.539999962,82.6171875,10.0,10.0
515,1.55965406976e+18,52.33859771,4.871120229,11.64797592,1.460000038,91.40625,10.0,10.0
516,1.55965407076e+18,52.33860316,4.871144118,11.3995018,1.5,89.6484375,10.0,10.0
517,1.55965407176e+18,52.33860756,4.871167419,11.4942894,1.549999952,90.3515625,10.0,10.0
518,1.55965407276e+18,52.33861146,4.871190889,11.77596664,1.549999952,89.6484375,10.0,10.0
519,1.55965407376e+18,52.33861548,4.871213771,12.02358627,1.49000001,87.890625,10.0,10.0
520,1.55965407476e+18,52.33861816,4.871236403,12.26076889,1.49000001,85.4296875,10.0,10.0
521,1.55965407576e+18,52.33862038,4.871258279,12.30306625,1.49000001,83.3203125,10.0,10.0
522,1.55965407676e+18,52.33862231,4.8712763,12.33651352,1.179999948,80.15625,10.0,10.0
523,1.55965407776e+18,52.33862382,4.871296752,12.30605698,1.539999962,80.859375,10.0,10.0
524,1.55965407876e+18,52.3386265,4.871320976,13.07314682,1.450000048,80.859375,10.0,10.0
525,1.55965407976e+18,52.33862868,4.871345283,13.09817123,1.539999962,80.859375,10.0,10.0
526,1.55965408076e+18,52.33863015,4.87136825,12.89730453,1.450000048,89.296875,10.0,10.0
527,1.55965408176e+18,52.33863107,4.871388115,12.61263657,1.279999971,84.0234375,10.0,10.0
528,1.55965408276e+18,52.33863208,4.871409237,12.82546616,1.379999995,83.671875,10.0,10.0
529,1.55965408376e+18,52.33863052,4.871430108,12.90353012,1.379999995,83.3203125,10.0,10.0
530,1.55965408476e+18,52.33862952,4.87145517,12.96792221,1.529999971,85.78125,10.0,10.0
531,1.55965408576e+18,52.33862747,4.871476125,12.69033432,1.529999971,89.6484375,10.0,10.0
532,1.55965408676e+18,52.33862646,4.871495571,13.07155991,1.370000005,85.78125,10.0,10.0
533,1.55965408776e+18,52.33862491,4.871515855,13.20016098,1.559999943,97.3828125,10.0,10.0
534,1.55965408876e+18,52.33862529,4.8715322,13.43624496,1.370000005,88.9453125,10.0,10.0
535,1.55965408976e+18,52.33862872,4.87154251,13.27614975,1.129999995,69.609375,10.0,10.0
536,1.55965409076e+18,52.33863337,4.871551227,13.3069725,0.8000000119,70.6640625,10.0,10.0
537,1.55965409176e+18,52.33863865,4.871563884,13.30971909,1.149999976,88.2421875,10.0,10.0
