,Time (s),X (m/s^2),Y (m/s^2),Z (m/s^2)
752,1.55965383193e+18,-1.548380127,2.428250427,6.953340454
753,1.55965383233e+18,-3.272943878,1.324296112,14.78999405
754,1.55965383274e+18,-3.385509796,2.329006805,12.9631929
755,1.55965383314e+18,-1.721869354,2.121987305,5.533542938
756,1.55965383354e+18,-1.14197525,0.7168592834,6.621630249
757,1.55965383394e+18,-3.921844482,-0.2532733154,12.20591766
758,1.55965383434e+18,-2.843187561,3.948788452,14.11205383
759,1.55965383474e+18,-0.8280780029,2.682721252,7.241790619
760,1.55965383514e+18,-0.1525328064,1.780996399,4.585863647
761,1.55965383554e+18,-0.8490344238,0.6682104492,9.722731476
762,1.55965383595e+18,-3.19899765,2.047891388,13.10240341
763,1.55965383635e+18,-3.790268097,2.940784607,7.902217255
764,1.55965383675e+18,-2.644251251,2.355501709,5.40466095
765,1.55965383715e+18,-3.416794739,0.1996847534,9.039552155
766,1.55965383755e+18,-2.752476196,5.046904907,14.05502243
767,1.55965383795e+18,-2.235601044,3.126997375,9.762249298
768,1.55965383835e+18,-0.5905220032,2.324067078,3.781137085
769,1.55965383875e+18,-0.1689985657,0.3664379883,7.719297638
770,1.55965383916e+18,-4.189188538,4.485422516,12.28121109
771,1.55965383956e+18,-2.603685608,2.85501297,13.19850357
772,1.55965383996e+18,-0.5974076843,2.813249817,4.862638092
773,1.55965384036e+18,-0.9401948547,2.926713867,6.847061462
774,1.55965384076e+18,-2.58826767,1.350192261,14.39301956
775,1.55965384116e+18,-3.605402527,4.139940948,14.05711807
776,1.55965384156e+18,-1.977388,2.387235718,6.988816681
777,1.55965384196e+18,-0.139360199,1.041085052,6.051914978
778,1.55965384237e+18,-3.071762238,-0.6783892822,13.02935532
779,1.55965384277e+18,-0.2905458069,2.530787201,12.85856049
780,1.55965384317e+18,-0.04730163574,2.049088898,6.281687164
781,1.55965384357e+18,-1.867217102,2.040706329,6.540498962
782,1.55965384397e+18,-1.060245209,0.2076182556,15.60639633
783,1.55965384437e+18,-1.247056732,3.212469635,12.94717621
784,1.55965384477e+18,-0.5409750366,3.052003326,6.735543365
785,1.55965384517e+18,-0.2097138977,0.835562439,6.461613007
786,1.55965384558e+18,-0.1971400452,0.6673123169,10.89060287
787,1.55965384598e+18,-1.382075958,5.154531097,13.51015549
788,1.55965384638e+18,-0.5560935974,3.231180725,5.60943512
