,Time (s),X (m/s^2),Y (m/s^2),Z (m/s^2)
0,1.5596532e+18,-0.09235794067,-0.1450483704,9.890083466
1,1.5596532004e+18,-0.06481521606,-0.03218307495,9.854158173
2,1.5596532008e+18,-0.06376739502,-0.04236190796,9.854906616
3,1.55965320121e+18,-0.07050338745,-0.05852828979,9.858050079
4,1.55965320161e+18,-0.08292755127,-0.06511459351,9.840835876
5,1.55965320201e+18,-0.08622070312,-0.04415817261,9.84158432
6,1.55965320241e+18,-0.05074447632,-0.04984634399,9.833201752
7,1.55965320281e+18,-0.05613327026,-0.03457809448,9.885443115
8,1.55965320322e+18,-0.06346801758,-0.04251159668,9.849218445
9,1.55965320362e+18,-0.05254074097,-0.06137237549,9.850415955
10,1.55965320402e+18,-0.07020401001,-0.05523513794,9.843380585
11,1.55965320442e+18,-0.08113128662,-0.04550537109,9.86149292
12,1.55965320482e+18,-0.06391708374,-0.04161346436,9.865684204
13,1.55965320523e+18,-0.07200027466,-0.04430786133,9.846973114
14,1.55965320563e+18,-0.07185058594,-0.0470022583,9.848170624
15,1.55965320603e+18,-0.07753875732,-0.04550537109,9.840835876
16,1.55965320643e+18,-0.09520202637,-0.06271957397,9.868977356
17,1.55965320683e+18,-0.0679586792,-0.05733078003,9.840536499
18,1.55965320724e+18,-0.06616241455,-0.06167175293,9.852511597
19,1.55965320764e+18,-0.07484436035,-0.06197113037,9.865085449
20,1.55965320804e+18,-0.08307723999,-0.04849914551,9.872120819
21,1.55965320844e+18,-0.076640625,-0.04924758911,9.859996033
22,1.55965320884e+18,-0.06810836792,-0.06077362061,9.857750702
23,1.55965320924e+18,-0.07454498291,-0.05403762817,9.850715332
24,1.55965320965e+18,-0.06182144165,-0.05972579956,9.865534515
25,1.55965321005e+18,-0.06391708374,-0.0390687561,9.859696655
26,1.55965321045e+18,-0.05254074097,-0.04415817261,9.842632141
27,1.55965321085e+18,-0.0730480957,-0.04894821167,9.857301636
28,1.55965321125e+18,-0.05388793945,-0.05972579956,9.854607239
29,1.55965321166e+18,-0.06676116943,-0.06212081909,9.864486694
30,1.55965321206e+18,-0.06556365967,-0.02739303589,9.855505371
31,1.55965321246e+18,-0.07694000244,-0.03936813354,9.872569885
32,1.55965321286e+18,-0.05523513794,-0.05104385376,9.871522064
33,1.55965321326e+18,-0.07888595581,-0.05748046875,9.856253815
34,1.55965321367e+18,-0.06631210327,-0.03128494263,9.866582336
35,1.55965321407e+18,-0.06676116943,-0.03592529297,9.859996033
36,1.55965321447e+18,-0.05763015747,-0.0347277832,9.867929535
37,1.55965321487e+18,-0.06152206421,-0.04715194702,9.862840118
38,1.55965321527e+18,-0.06152206421,-0.02829116821,9.857301636
39,1.55965321568e+18,-0.06750961304,-0.0513432312,9.8498172
40,1.55965321608e+18,-0.05224136353,-0.05328918457,9.86493576
41,1.55965321648e+18,-0.0672102356,-0.03622467041,9.873318329
42,1.55965321688e+18,-0.06601272583,-0.04864883423,9.859546967
43,1.55965321728e+18,-0.06316864014,-0.03532653809,9.865384827
44,1.55965321768e+18,-0.04430786133,-0.05254074097,9.864786072
45,1.55965321809e+18,-0.07050338745,-0.0505947876,9.863738251
46,1.55965321849e+18,-0.05673202515,-0.04086502075,9.880802765
47,1.55965321889e+18,-0.06122268677,-0.05014572144,9.867031403
48,1.55965321929e+18,-0.07125183105,-0.04879852295,9.86493576
49,1.55965321969e+18,-0.06062393188,-0.0419128418,9.867630157
50,1.5596532201e+18,-0.05343887329,-0.04969665527,9.873767395
51,1.5596532205e+18,-0.06825805664,-0.05418731689,9.851314087
52,1.5596532209e+18,-0.07604187012,-0.06346801758,9.863289185
53,1.5596532213e+18,-0.0715512085,-0.04251159668,9.880353699
54,1.5596532217e+18,-0.05583389282,-0.04311035156,9.853110352
55,1.55965322211e+18,-0.04550537109,-0.05583389282,9.868378601
56,1.55965322251e+18,-0.07140151978,-0.02439926147,9.862989807
57,1.55965322291e+18,-0.07559280396,-0.04490661621,9.84861969
58,1.55965322331e+18,-0.06975494385,-0.05942642212,9.886191559
59,1.55965322371e+18,-0.07484436035,-0.07140151978,9.852511597
60,1.55965322412e+18,-0.08053253174,-0.04326004028,9.872869263
61,1.55965322452e+18,-0.07798782349,-0.0462538147,9.871671753
62,1.55965322492e+18,-0.05957611084,-0.03083587646,9.854906616
63,1.55965322532e+18,-0.06376739502,-0.03592529297,9.874964905
64,1.55965322572e+18,-0.05763015747,-0.05583389282,9.854307861
65,1.55965322613e+18,-0.06346801758,-0.03742218018,9.857601013
66,1.55965322653e+18,-0.05418731689,-0.04640350342,9.865384827
67,1.55965322693e+18,-0.05254074097,-0.04041595459,9.877958679
68,1.55965322733e+18,-0.07424560547,-0.03083587646,9.873767395
69,1.55965322773e+18,-0.0520916748,-0.03562591553,9.865085449
70,1.55965322814e+18,-0.06631210327,-0.033230896,9.863887939
71,1.55965322854e+18,-0.05029541016,-0.04206253052,9.867031403
72,1.55965322894e+18,-0.07185058594,-0.04565505981,9.858798523
73,1.55965322934e+18,-0.06706054688,-0.04760101318,9.865983582
74,1.55965322974e+18,-0.05867797852,-0.0556842041,9.884245605
75,1.55965323014e+18,-0.06915618896,-0.04385879517,9.874515839
76,1.55965323055e+18,-0.06152206421,-0.04041595459,9.865534515
77,1.55965323095e+18,-0.06107299805,-0.0303868103,9.87556366
78,1.55965323135e+18,-0.06930587769,-0.02020797729,9.852212219
79,1.55965323175e+18,-0.05448669434,-0.03442840576,9.836195526
80,1.55965323215e+18,-0.08083190918,-0.0556842041,9.840686188
81,1.55965323256e+18,-0.06466552734,-0.06137237549,9.863139496
82,1.55965323296e+18,-0.07065307617,-0.0477507019,9.873917084
83,1.55965323336e+18,-0.0940045166,-0.05688171387,9.844877472
84,1.55965323376e+18,-0.06032455444,-0.05284011841,9.847571869
85,1.55965323416e+18,-0.05358856201,-0.0303868103,9.857601013
86,1.55965323457e+18,-0.0715512085,-0.04296066284,9.873917084
87,1.55965323497e+18,-0.05343887329,-0.04116439819,9.846973114
88,1.55965323537e+18,-0.07379653931,-0.04819976807,9.873767395
89,1.55965323577e+18,-0.08113128662,-0.05284011841,9.872869263
90,1.55965323617e+18,-0.06346801758,-0.05269042969,9.876012726
91,1.55965323658e+18,-0.05987548828,-0.05403762817,9.86852829
