,Time (s),X (µT),Y (µT),Z (µT),label
265,1.55965326613e+18,-32.43913269,-1.511352539,-24.86950684,nothing
266,1.55965326638e+18,-32.24473572,-1.385009766,-24.63092041,nothing
267,1.55965326663e+18,-31.96478271,-1.455429077,-24.86077881,nothing
268,1.55965326688e+18,-32.00653076,-1.342712402,-24.76898193,nothing
269,1.55965326713e+18,-32.08300781,-1.462402344,-24.55645752,nothing
270,1.55965326738e+18,-32.13206482,-1.362960815,-24.63458252,nothing
271,1.55965326763e+18,-31.88893127,-1.385787964,-24.49389648,nothing
272,1.55965326788e+18,-32.23780823,-1.331222534,-24.67608643,nothing
273,1.55965326813e+18,-32.0869751,-1.469116211,-24.59057617,nothing
274,1.55965326838e+18,-31.96432495,-1.286621094,-24.62310791,nothing
275,1.55965326863e+18,-32.22027588,-1.484405518,-24.55804443,nothing
276,1.55965326888e+18,-32.19996643,-1.505645752,-24.78295898,nothing
277,1.55965326913e+18,-31.92329407,-1.540908813,-24.72619629,nothing
278,1.55965326938e+18,-31.81646729,-1.185211182,-24.84106445,nothing
279,1.55965326963e+18,-32.00949097,-1.357696533,-24.73699951,nothing
280,1.55965326988e+18,-31.87893677,-1.499237061,-24.76373291,nothing
281,1.55965327013e+18,-31.94625854,-1.113800049,-24.7131958,nothing
282,1.55965327038e+18,-31.99667358,-1.487838745,-24.67224121,nothing
283,1.55965327063e+18,-32.22180176,-1.330612183,-24.49963379,nothing
284,1.55965327088e+18,-31.88293457,-0.9631500244,-24.57446289,nothing
285,1.55965327113e+18,-32.20787048,-1.070999146,-24.51635742,nothing
286,1.55965327137e+18,-32.30636597,-1.452438354,-24.86706543,nothing
287,1.55965327162e+18,-32.1963501,-1.52961731,-24.84039307,nothing
288,1.55965327187e+18,-32.10189819,-1.450454712,-24.64416504,nothing
289,1.55965327212e+18,-32.06878662,-1.428268433,-24.39367676,nothing
290,1.55965327237e+18,-32.07002258,-1.331665039,-24.79156494,nothing
291,1.55965327262e+18,-31.87413025,-1.087203979,-24.98370361,nothing
292,1.55965327287e+18,-32.02482605,-1.269744873,-24.3704834,nothing
293,1.55965327312e+18,-32.15461731,-1.022857666,-24.6751709,nothing
294,1.55965327337e+18,-32.07731628,-1.136764526,-24.85974121,nothing
295,1.55965327362e+18,-32.14398193,-1.442977905,-24.62158203,nothing
296,1.55965327387e+18,-31.74729919,-1.55871582,-24.45483398,nothing
297,1.55965327412e+18,-31.95755005,-1.364685059,-24.72106934,nothing
298,1.55965327437e+18,-31.78036499,-1.415878296,-24.74182129,nothing
299,1.55965327462e+18,-31.75679016,-1.362258911,-24.49841309,nothing
300,1.55965327487e+18,-31.87185669,-1.168655396,-24.86383057,nothing
301,1.55965327512e+18,-32.02185059,-1.588943481,-24.78222656,nothing
302,1.55965327537e+18,-32.13191223,-1.265380859,-24.60113525,nothing
303,1.55965327562e+18,-32.17628479,-1.20765686,-24.67553711,nothing
304,1.55965327587e+18,-32.38885498,-1.515167236,-24.65429688,nothing
305,1.55965327612e+18,-31.93229675,-1.32901001,-24.49938965,nothing
306,1.55965327637e+18,-32.03289795,-1.29498291,-24.40447998,nothing
307,1.55965327662e+18,-31.90336609,-1.342391968,-24.64379883,nothing
308,1.55965327687e+18,-32.25480652,-1.161102295,-24.58557129,nothing
309,1.55965327711e+18,-32.08692932,-1.245239258,-24.64093018,nothing
310,1.55965327736e+18,-32.09327698,-1.406005859,-24.69104004,nothing
311,1.55965327761e+18,-31.78720093,-1.305725098,-24.6875,nothing
312,1.55965327786e+18,-32.11541748,-1.36857605,-24.78027344,nothing
313,1.55965327811e+18,-32.66362,-1.316085815,-24.7623291,nothing
314,1.55965327836e+18,-31.97888184,-1.222183228,-24.78289795,nothing
315,1.55965327861e+18,-32.16870117,-1.574066162,-24.60656738,nothing
316,1.55965327886e+18,-32.13223267,-1.415893555,-24.5916748,nothing
317,1.55965327911e+18,-31.94842529,-1.596984863,-24.82531738,nothing
318,1.55965327936e+18,-32.15533447,-1.465820312,-24.62255859,nothing
319,1.55965327961e+18,-32.12315369,-1.237991333,-24.94689941,nothing
320,1.55965327986e+18,-31.85202026,-1.258300781,-24.80645752,nothing
321,1.55965328011e+18,-31.91030884,-1.138397217,-24.76098633,nothing
322,1.55965328036e+18,-31.89585876,-1.054367065,-24.54144287,nothing
323,1.55965328061e+18,-32.10362244,-1.565490723,-24.78265381,nothing
324,1.55965328086e+18,-32.06547546,-1.148696899,-24.74609375,nothing
325,1.55965328111e+18,-31.93008423,-1.41998291,-24.68225098,nothing
326,1.55965328136e+18,-32.19818115,-1.032485962,-24.71728516,nothing
327,1.55965328161e+18,-32.2830658,-1.504776001,-24.61694336,nothing
328,1.55965328186e+18,-32.25065613,-1.364486694,-24.71508789,nothing
329,1.55965328211e+18,-32.16650391,-1.280929565,-24.62353516,nothing
330,1.55965328236e+18,-32.37507629,-1.407012939,-24.53491211,nothing
