,Time (s),Gyroscope x (rad/s),Gyroscope y (rad/s),Gyroscope z (rad/s)
0,1.55965624005e+18,-0.02020436898,-2.356614351,1.488509417
1,1.5596562401e+18,-0.04891503602,-1.203300714,0.9039113522
2,1.55965624016e+18,-0.3329673707,-0.3224330246,0.2350139171
3,1.55965624021e+18,-0.3183066249,0.463750571,-0.6550167203
4,1.55965624026e+18,-0.02631301992,0.7850656509,-1.391720176
5,1.55965624031e+18,0.2436894178,0.7844548225,-2.337950468
6,1.55965624036e+18,-0.1509295404,-0.09152594209,-2.73806715
7,1.55965624042e+18,-0.4740772545,0.7618528008,-2.832140446
8,1.55965624047e+18,-0.6891018152,1.64944005,-2.910942078
9,1.55965624052e+18,-0.4337601364,0.7893417478,-2.763112783
10,1.55965624057e+18,-0.400773406,0.8559260368,-2.828475237
11,1.55965624062e+18,-0.4551404119,0.998868525,-2.563970804
12,1.55965624068e+18,-0.4832402468,0.6451775432,-1.956770658
13,1.55965624073e+18,-0.1710880846,1.167467237,-1.777176142
14,1.55965624078e+18,0.1086882055,2.304287672,-1.728917837
15,1.55965624083e+18,-0.05441282317,1.476565242,-2.210279703
16,1.55965624088e+18,0.1282358915,2.996397972,-3.089314699
17,1.55965624094e+18,0.4776508212,3.251128674,-3.670858383
18,1.55965624099e+18,0.7268838286,3.085584164,-3.733777523
19,1.55965624104e+18,0.8753240705,3.383075714,-3.714840889
20,1.55965624109e+18,0.8747131824,2.734947443,-3.242031097
21,1.55965624114e+18,0.8368396163,1.518714786,-2.706912994
22,1.5596562412e+18,0.6163172126,1.712970018,-3.005015373
23,1.55965624125e+18,0.8747131824,1.273757935,-2.945150614
24,1.5596562413e+18,1.039036036,0.4881851673,-2.537703276
25,1.55965624135e+18,1.216186881,-0.205146879,-2.476006031
26,1.5596562414e+18,1.62729919,-0.4262800813,-2.230438232
27,1.55965624146e+18,2.41898036,-0.3346503079,-2.046567678
28,1.55965624151e+18,2.737241507,-0.9748371243,-1.484571815
29,1.55965624156e+18,2.119045734,-0.5625030398,-0.4399921894
30,1.55965624161e+18,1.641349077,-1.361514807,0.5050163865
31,1.55965624166e+18,0.9797820449,-1.386560321,0.6076416969
32,1.55965624172e+18,0.5766109824,-0.5295162797,0.2172988057
33,1.55965624177e+18,1.049420595,-0.6413046718,0.281439662
34,1.55965624182e+18,0.9327453971,0.6671686769,-0.5786585808
35,1.55965624187e+18,0.6340323091,1.011696696,0.5074598193
36,1.55965624192e+18,0.3084411323,0.9139582515,-0.3996750712
37,1.55965624198e+18,0.2125352919,0.7728483677,-0.2762803137
38,1.55965624203e+18,0.05554292351,1.041018248,-0.1999221444
39,1.55965624208e+18,-0.1045037657,0.9121256471,-0.12356399
40,1.55965624213e+18,-0.2578309774,0.518117547,-0.06247746199
41,1.55965624218e+18,-0.2755460441,0.5138415098,0.04686741158
42,1.55965624224e+18,-0.2798220813,0.1955807209,0.1055104733
43,1.55965624229e+18,-0.1894140542,-0.01150259282,0.2716658413
44,1.55965624234e+18,-0.2114052027,-0.3401480913,0.277163595
45,1.55965624239e+18,-0.3347999454,-0.3065505028,0.2582267821
46,1.55965624244e+18,-0.4068820775,-0.04937623441,0.1134517267
47,1.5596562425e+18,-0.4343709946,0.2175718695,0.05114347115
48,1.55965624255e+18,-0.43253842,0.3024821579,0.08290845901
49,1.5596562426e+18,-0.2584418058,0.1002857462,0.09146057814
50,1.55965624265e+18,-0.01104138978,0.1277746856,0.1452167183
51,1.5596562427e+18,0.2669022679,0.06363382936,0.1055104733
52,1.55965624276e+18,0.3970166147,0.03492316604,0.04014789686
53,1.55965624281e+18,0.4355010986,0.1509875655,0.01815674827
54,1.55965624286e+18,0.3524234295,0.05691431463,-0.06614265591
55,1.55965624291e+18,0.318825841,0.1320507377,-0.03254506737
56,1.55965624296e+18,0.1844354868,0.05263825879,-0.09057725966
57,1.55965624302e+18,0.09952522069,0.1051726714,-0.04476236925
58,1.55965624307e+18,0.09952522069,0.02148413099,-0.01055391878
59,1.55965624312e+18,0.1221272349,0.04286441579,0.06274991482
60,1.55965624317e+18,0.04027128965,-0.01700037904,0.1116191298
61,1.55965624322e+18,-0.1100015566,-0.09152594209,0.09084970504
62,1.55965624328e+18,-0.1918575019,0.1790873557,0.1152843237
63,1.55965624333e+18,-0.1857488602,0.2707171738,0.09756922722
64,1.55965624338e+18,-0.08556694537,0.459474504,0.1024561524
65,1.55965624343e+18,-0.02631301992,0.1674809307,0.1983619928
66,1.55965624348e+18,-0.04341724887,-0.06159354374,0.2673897743
67,1.55965624353e+18,-0.1655903012,-0.3028853238,0.1812577695
68,1.55965624359e+18,-0.2028530687,0.02453845553,0.2435660213
69,1.55965624364e+18,-0.2193464339,0.2780475318,0.2056923807
70,1.55965624369e+18,-0.2101834565,0.1638157368,0.2032489181
71,1.55965624374e+18,-0.2731025815,0.09478796273,0.1042887494
72,1.55965624379e+18,-0.4410905242,0.2847670615,0.02731972747
73,1.55965624385e+18,-0.3464064002,0.2261239886,-0.007499592844
74,1.5596562439e+18,-0.1698663533,0.2676628232,0.01632415131
75,1.55965624395e+18,-4.581489338e-05,-0.01455691922,0.07008029521
76,1.559656244e+18,0.06959282607,-0.1489472687,0.1024561524
77,1.55965624405e+18,-0.09961685538,-0.3945150971,0.0688585639
78,1.55965624411e+18,-0.2517222762,-0.3199895322,-0.005666996818
79,1.55965624416e+18,-0.3745062053,0.04469700903,0.005939442664
80,1.55965624421e+18,-0.2773786187,0.2615541816,0.06458250433
81,1.55965624426e+18,-0.2077400088,0.1259420812,0.2185205519
82,1.55965624431e+18,-0.2578309774,0.0453078784,0.3235893548
83,1.55965624437e+18,-0.3115870953,0.1442680508,0.2435660213
84,1.55965624442e+18,-0.3366325796,0.4478680789,0.1782034487
85,1.55965624447e+18,-0.2523331642,0.4405376911,0.1391080618
86,1.55965624452e+18,-0.2254550904,0.4497006536,0.1977511346
87,1.55965624457e+18,-0.1429882795,-0.071367383,0.4329342246
88,1.55965624463e+18,-0.1289383918,-0.1593319923,0.5251749158
89,1.55965624468e+18,-0.2700482607,-0.1440603435,0.3034308255
90,1.55965624473e+18,-0.4698011875,0.1729787141,-0.08263601363
91,1.55965624478e+18,-0.4979009926,-0.01394605357,-0.02887987718
92,1.55965624483e+18,-0.5791460276,-0.2350792736,-0.01910603233
93,1.55965624489e+18,-0.5993046165,-0.03532633558,-0.07164043933
94,1.55965624494e+18,-0.5632635355,-0.221029371,-0.08874467015
95,1.55965624499e+18,-0.4575839043,0.01415374782,-0.1486094594
96,1.55965624504e+18,-0.2175138444,-1.283324003,0.05541953072
97,1.55965624509e+18,-0.239504993,-0.9589545727,0.1006235555
98,1.55965624515e+18,-0.1185536757,-0.8349488974,0.3272545338
99,1.5596562452e+18,-0.2834872603,-1.150155425,0.4537036717
100,1.55965624525e+18,-0.6579477191,-0.6828435063,0.5239531994
101,1.5596562453e+18,-0.7226994038,-1.228346229,0.8764224052
102,1.55965624535e+18,-0.8387637734,-1.393890619,0.8806985021
103,1.55965624541e+18,-0.8338769078,-0.6718478799,0.8611507416
104,1.55965624546e+18,-0.6952104568,-0.3432024121,0.8629834056
105,1.55965624551e+18,-0.7526317835,-0.6626849174,0.7811274529
106,1.55965624556e+18,-0.685436666,-0.1037432477,0.8904722929
107,1.55965624561e+18,-0.5760917068,-0.2149207145,0.8660377264
108,1.55965624567e+18,-0.4276514947,0.01781893894,0.914906919
109,1.55965624572e+18,-0.1258840561,-0.1330647767,0.8806985021
110,1.55965624577e+18,0.2412459552,0.2145175487,0.6149721146
111,1.55965624582e+18,0.433057636,0.4399268329,0.5117358565
112,1.55965624587e+18,0.6548017859,0.1406028569,0.4769165218
113,1.55965624593e+18,0.6786254644,0.2261239886,0.4182734787
114,1.55965624598e+18,0.7653683424,-0.1691058129,0.3938388526
115,1.55965624603e+18,0.484370321,-0.05792835355,0.4023909867
116,1.55965624608e+18,0.2748435438,-0.5453988314,0.329087168
117,1.55965624613e+18,-0.1442100108,-0.06648045778,0.2099684328
118,1.55965624619e+18,-0.4533078372,-0.09458027035,0.392617166
119,1.55965624624e+18,-0.5143943429,-0.1300104558,0.4530928135
120,1.55965624629e+18,-0.5589874983,0.1222768947,0.3541326225
121,1.55965624634e+18,-0.5192812681,0.2420064807,0.3724585772
122,1.55965624639e+18,-0.3757279217,0.6066930294,0.3785672188
123,1.55965624645e+18,-0.2755460441,0.4643614292,0.2875483036
124,1.5596562465e+18,-0.03119994141,0.451533258,0.1934750676
125,1.55965624655e+18,0.1111316606,0.4643614292,0.03159578145
126,1.5596562466e+18,0.06714936346,0.5248370767,-0.03132333606
127,1.55965624665e+18,-0.02875648066,0.3263058662,-0.1101249531
128,1.55965624671e+18,-0.09167559445,0.6683904529,-0.0881338045
129,1.55965624676e+18,-0.04769330099,0.2304000407,-0.1418899596
130,1.55965624681e+18,-0.08312349021,0.6292950511,-0.1266183108
131,1.55965624686e+18,0.007895433344,0.3030930161,-0.1571615785
132,1.55965624691e+18,0.09891435504,0.2694954276,-0.1987004131
133,1.55965624697e+18,0.1807702929,0.3476861715,-0.2549000382
134,1.55965624702e+18,0.283395648,0.227956593,-0.2072525322
135,1.55965624707e+18,0.4080121815,0.04286441579,-0.1486094594
136,1.55965624712e+18,0.4306142032,-0.02738508955,-0.03987545148
137,1.55965624717e+18,0.3524234295,-0.1770470738,-0.1064597592
138,1.55965624723e+18,0.2662914395,0.196191594,-0.1345595717
139,1.55965624728e+18,0.2235308737,-0.01150259282,-0.08752293885
140,1.55965624733e+18,0.2333047092,-0.01761124469,-0.0007800749154
141,1.55965624738e+18,0.2791196108,-0.02860681899,0.06458250433
142,1.55965624743e+18,0.3499799669,-0.06220440567,0.06458250433
143,1.55965624749e+18,0.244300276,0.03492316604,-0.07347303629
144,1.55965624754e+18,0.1978745311,0.05691431463,-0.1046271697
145,1.55965624759e+18,0.2302503884,-0.08419555426,-0.1113466844
