"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
7.413834025E1,-1.742658317E-1,3.935632110E-1,-2.121609151E-1
7.438794313E1,-6.305506825E-1,-7.520651221E-1,4.082933962E-1
7.463751613E1,8.592995405E-1,6.258792877E-1,-7.713974118E-1
7.488711913E1,-1.216796756E0,5.373144746E-1,5.320180058E-1
7.513672313E1,2.219268829E-1,-8.821744323E-1,-1.246012375E-2
7.538633475E1,7.056421041E-2,2.275217474E-1,2.830538899E-2
7.563593775E1,-3.904023767E-1,1.018963903E-1,4.204045832E-1
7.588554175E1,-2.424734384E-1,-2.993310392E-1,-9.055086970E-2
7.613514475E1,-2.807054222E-1,1.122424677E-1,2.181816995E-1
7.638475975E1,-1.230271347E-2,8.428681642E-2,-3.546016291E-3
7.663436275E1,-1.530717500E-2,3.564221859E-1,3.275321126E-1
7.688396675E1,4.558563530E-1,4.235628843E-1,-5.037075877E-1
7.713356975E1,-3.243727982E-1,-1.360196471E-1,-2.173160017E-1
7.738316242E1,7.284080237E-2,4.725089073E-1,9.813074768E-2
7.763276542E1,-1.104926784E-2,7.978352904E-2,6.824304163E-2
7.788236942E1,1.262957975E-2,-6.321718097E-1,-3.274303079E-1
7.813197242E1,-5.711237788E-1,7.329423428E-1,4.633430839E-1
7.838158763E1,8.802454472E-1,-1.201443315E0,4.770778492E-2
7.863119163E1,-1.950246990E-1,-7.286390066E-1,8.768624067E-2
7.888079463E1,4.312523007E-1,1.301413309E-2,-5.495358706E-1
7.913039763E1,2.581303418E-1,5.426838994E-1,6.873735040E-2
7.937998067E1,-5.400928259E-1,-2.162696421E-1,2.645488083E-1
7.962958467E1,4.218118489E-1,-6.638824940E-1,-4.076694846E-1
7.987918767E1,-7.640221715E-2,9.090475440E-1,-2.497147173E-1
8.012879067E1,4.034392908E-2,6.589818597E-1,1.909402013E-1
8.037840467E1,-1.995661706E-1,-1.792497486E-1,-2.901269794E-1
8.062800867E1,-3.025147915E-1,-4.371368885E-1,2.868344076E-2
8.087758067E1,-1.818448007E-1,-2.557533681E-1,7.669227570E-2
8.112718467E1,2.413583845E-1,3.945406675E-1,4.421680868E-1
8.137680004E1,1.064947918E-1,-1.265722811E-1,-1.563974917E-1
8.162640304E1,-5.531032681E-1,2.719907463E-1,1.559229661E-2
8.187600704E1,5.239531398E-1,-4.969793931E-2,2.139455266E-2
8.212561004E1,1.960710287E-1,4.812059104E-1,-1.755665094E-1
8.237522250E1,-8.164968491E-1,2.884586155E-2,-1.604173779E-1
