,Time (s),X (hPa),label
258,1.55965355644e+27,1009.519424,walking
259,1.55965355644e+27,1009.517288,walking
260,1.55965355644e+27,1009.517288,walking
261,1.55965355644e+27,1009.51767,walking
262,1.55965355644e+27,1009.51767,walking
263,1.55965355644e+27,1009.517136,walking
264,1.55965355644e+27,1009.517136,walking
265,1.55965355644e+27,1009.519424,walking
266,1.55965355644e+27,1009.522705,walking
267,1.55965355644e+27,1009.523468,walking
268,1.55965355644e+27,1009.523926,walking
269,1.55965355644e+27,1009.523926,walking
270,1.55965355644e+27,1009.523926,walking
271,1.55965355644e+27,1009.52179,walking
272,1.55965355644e+27,1009.521408,walking
273,1.55965355644e+27,1009.52179,walking
274,1.55965355644e+27,1009.525146,walking
275,1.55965355644e+27,1009.526291,walking
276,1.55965355644e+27,1009.533997,walking
277,1.55965355644e+27,1009.53537,walking
278,1.55965355644e+27,1009.536591,walking
279,1.55965355644e+27,1009.53949,walking
280,1.55965355644e+27,1009.53949,walking
281,1.55965355644e+27,1009.53476,walking
282,1.55965355644e+27,1009.534683,walking
283,1.55965355644e+27,1009.533844,walking
284,1.55965355644e+27,1009.530563,walking
285,1.55965355644e+27,1009.522781,walking
286,1.55965355644e+27,1009.52179,walking
287,1.55965355644e+27,1009.51561,walking
288,1.55965355644e+27,1009.509125,walking
289,1.55965355644e+27,1009.501648,walking
290,1.55965355644e+27,1009.498749,walking
291,1.55965355644e+27,1009.493637,walking
292,1.55965355644e+27,1009.489517,walking
293,1.55965355644e+27,1009.483566,walking
294,1.55965355644e+27,1009.47876,walking
295,1.55965355644e+27,1009.474792,walking
296,1.55965355644e+27,1009.472733,walking
297,1.55965355644e+27,1009.472046,walking
298,1.55965355644e+27,1009.470215,walking
299,1.55965355644e+27,1009.470215,walking
300,1.55965355644e+27,1009.473343,walking
301,1.55965355644e+27,1009.474335,walking
302,1.55965355644e+27,1009.477997,walking
303,1.55965355644e+27,1009.4841,walking
304,1.55965355644e+27,1009.4841,walking
305,1.55965355644e+27,1009.47937,walking
306,1.55965355644e+27,1009.474564,walking
307,1.55965355644e+27,1009.470825,walking
308,1.55965355644e+27,1009.460449,walking
309,1.55965355644e+27,1009.456253,walking
310,1.55965355644e+27,1009.452133,walking
311,1.55965355644e+27,1009.450989,walking
312,1.55965355644e+27,1009.446259,walking
313,1.55965355644e+27,1009.443817,walking
314,1.55965355644e+27,1009.437256,walking
315,1.55965355644e+27,1009.433365,walking
316,1.55965355644e+27,1009.431839,walking
317,1.55965355644e+27,1009.431839,walking
318,1.55965355644e+27,1009.431839,walking
319,1.55965355644e+27,1009.433899,walking
320,1.55965355644e+27,1009.434204,walking
321,1.55965355644e+27,1009.43634,walking
322,1.55965355644e+27,1009.436951,walking
323,1.55965355644e+27,1009.436951,walking
324,1.55965355644e+27,1009.438858,walking
325,1.55965355644e+27,1009.439926,walking
326,1.55965355644e+27,1009.44046,walking
327,1.55965355644e+27,1009.439926,walking
328,1.55965355644e+27,1009.43779,walking
329,1.55965355644e+27,1009.437485,walking
330,1.55965355644e+27,1009.435425,walking
331,1.55965355644e+27,1009.431915,walking
332,1.55965355644e+27,1009.428482,walking
333,1.55965355644e+27,1009.424362,walking
334,1.55965355644e+27,1009.422684,walking
335,1.55965355644e+27,1009.42215,walking
336,1.55965355644e+27,1009.421539,walking
337,1.55965355644e+27,1009.421387,walking
338,1.55965355644e+27,1009.420242,walking
339,1.55965355644e+27,1009.420242,walking
340,1.55965355644e+27,1009.419098,walking
341,1.55965355644e+27,1009.418411,walking
342,1.55965355644e+27,1009.419098,walking
343,1.55965355644e+27,1009.420013,walking
344,1.55965355644e+27,1009.42131,walking
345,1.55965355644e+27,1009.42215,walking
346,1.55965355644e+27,1009.425583,walking
347,1.55965355644e+27,1009.426956,walking
348,1.55965355644e+27,1009.426956,walking
349,1.55965355644e+27,1009.425125,walking
350,1.55965355644e+27,1009.424896,walking
351,1.55965355644e+27,1009.42131,walking
352,1.55965355644e+27,1009.41658,walking
353,1.55965355644e+27,1009.414368,walking
354,1.55965355644e+27,1009.412308,walking
355,1.55965355644e+27,1009.406738,walking
356,1.55965355644e+27,1009.403992,walking
357,1.55965355644e+27,1009.400787,walking
358,1.55965355644e+27,1009.39743,walking
359,1.55965355644e+27,1009.397202,walking
360,1.55965355644e+27,1009.396973,walking
361,1.55965355644e+27,1009.391174,walking
362,1.55965355644e+27,1009.390793,walking
363,1.55965355644e+27,1009.387665,walking
364,1.55965355644e+27,1009.381256,walking
365,1.55965355644e+27,1009.381256,walking
366,1.55965355644e+27,1009.377289,walking
367,1.55965355644e+27,1009.376678,walking
368,1.55965355644e+27,1009.37439,walking
369,1.55965355644e+27,1009.373474,walking
370,1.55965355644e+27,1009.373245,walking
371,1.55965355644e+27,1009.366913,walking
372,1.55965355644e+27,1009.363327,walking
373,1.55965355644e+27,1009.356842,walking
374,1.55965355644e+27,1009.353256,walking
375,1.55965355644e+27,1009.345856,walking
376,1.55965355644e+27,1009.341278,walking
377,1.55965355644e+27,1009.341278,walking
378,1.55965355644e+27,1009.34288,walking
379,1.55965355644e+27,1009.343567,walking
380,1.55965355644e+27,1009.344482,walking
381,1.55965355644e+27,1009.34639,walking
382,1.55965355644e+27,1009.347763,walking
383,1.55965355644e+27,1009.347763,walking
384,1.55965355644e+27,1009.340668,walking
385,1.55965355644e+27,1009.325714,walking
386,1.55965355644e+27,1009.305878,walking
387,1.55965355644e+27,1009.278564,walking
388,1.55965355644e+27,1009.243317,walking
389,1.55965355644e+27,1009.208527,walking
390,1.55965355644e+27,1009.173508,walking
391,1.55965355644e+27,1009.141464,walking
392,1.55965355644e+27,1009.11438,walking
393,1.55965355644e+27,1009.095154,walking
394,1.55965355644e+27,1009.083481,walking
395,1.55965355644e+27,1009.076614,walking
396,1.55965355644e+27,1009.065552,walking
397,1.55965355644e+27,1009.052277,walking
398,1.55965355644e+27,1009.034271,walking
399,1.55965355644e+27,1009.009094,walking
400,1.55965355644e+27,1008.974915,walking
401,1.55965355644e+27,1008.943558,walking
402,1.55965355644e+27,1008.909836,walking
403,1.55965355644e+27,1008.876419,walking
404,1.55965355644e+27,1008.839722,walking
405,1.55965355644e+27,1008.80455,walking
406,1.55965355644e+27,1008.768921,walking
407,1.55965355644e+27,1008.73642,walking
408,1.55965355644e+27,1008.701324,walking
409,1.55965355644e+27,1008.668747,walking
410,1.55965355644e+27,1008.635864,walking
411,1.55965355644e+27,1008.602524,walking
412,1.55965355644e+27,1008.57132,walking
413,1.55965355644e+27,1008.544769,walking
414,1.55965355644e+27,1008.521652,walking
415,1.55965355644e+27,1008.504791,walking
416,1.55965355644e+27,1008.494339,walking
417,1.55965355644e+27,1008.491592,walking
418,1.55965355644e+27,1008.489761,walking
419,1.55965355644e+27,1008.488998,walking
420,1.55965355644e+27,1008.488998,walking
421,1.55965355644e+27,1008.490829,walking
422,1.55965355644e+27,1008.490829,walking
423,1.55965355644e+27,1008.490448,walking
424,1.55965355644e+27,1008.487625,walking
425,1.55965355644e+27,1008.486938,walking
426,1.55965355644e+27,1008.487625,walking
427,1.55965355644e+27,1008.487701,walking
428,1.55965355644e+27,1008.487778,walking
429,1.55965355644e+27,1008.491974,walking
430,1.55965355644e+27,1008.493576,walking
431,1.55965355644e+27,1008.497314,walking
432,1.55965355644e+27,1008.501205,walking
433,1.55965355644e+27,1008.504105,walking
434,1.55965355644e+27,1008.508911,walking
435,1.55965355644e+27,1008.514633,walking
436,1.55965355644e+27,1008.517838,walking
437,1.55965355644e+27,1008.518677,walking
438,1.55965355644e+27,1008.520355,walking
439,1.55965355644e+27,1008.520355,walking
440,1.55965355644e+27,1008.520126,walking
441,1.55965355644e+27,1008.517914,walking
442,1.55965355644e+27,1008.514938,walking
443,1.55965355644e+27,1008.513107,walking
444,1.55965355644e+27,1008.509521,walking
445,1.55965355644e+27,1008.502579,walking
446,1.55965355644e+27,1008.500595,walking
447,1.55965355644e+27,1008.498001,walking
448,1.55965355644e+27,1008.493347,walking
449,1.55965355644e+27,1008.488083,walking
450,1.55965355644e+27,1008.485565,walking
451,1.55965355644e+27,1008.481369,walking
452,1.55965355644e+27,1008.474579,walking
453,1.55965355644e+27,1008.468857,walking
454,1.55965355644e+27,1008.466492,walking
455,1.55965355644e+27,1008.46405,walking
456,1.55965355644e+27,1008.46405,walking
457,1.55965355644e+27,1008.46405,walking
458,1.55965355644e+27,1008.465805,walking
459,1.55965355644e+27,1008.466415,walking
460,1.55965355644e+27,1008.465805,walking
461,1.55965355644e+27,1008.464966,walking
462,1.55965355644e+27,1008.46405,walking
463,1.55965355644e+27,1008.461838,walking
464,1.55965355644e+27,1008.460083,walking
465,1.55965355644e+27,1008.459854,walking
466,1.55965355644e+27,1008.459854,walking
467,1.55965355644e+27,1008.460617,walking
468,1.55965355644e+27,1008.464661,walking
469,1.55965355644e+27,1008.464661,walking
470,1.55965355644e+27,1008.46344,walking
471,1.55965355644e+27,1008.461838,walking
472,1.55965355644e+27,1008.460922,walking
473,1.55965355644e+27,1008.460922,walking
474,1.55965355644e+27,1008.462296,walking
475,1.55965355644e+27,1008.464584,walking
476,1.55965355644e+27,1008.465881,walking
477,1.55965355644e+27,1008.465881,walking
478,1.55965355644e+27,1008.464813,walking
479,1.55965355644e+27,1008.46344,walking
480,1.55965355644e+27,1008.46344,walking
481,1.55965355644e+27,1008.463287,walking
482,1.55965355644e+27,1008.463669,walking
483,1.55965355644e+27,1008.463669,walking
484,1.55965355644e+27,1008.463669,walking
485,1.55965355644e+27,1008.461838,walking
486,1.55965355644e+27,1008.458939,walking
487,1.55965355644e+27,1008.458862,walking
488,1.55965355644e+27,1008.458023,walking
489,1.55965355644e+27,1008.457794,walking
490,1.55965355644e+27,1008.456726,walking
491,1.55965355644e+27,1008.456268,walking
492,1.55965355644e+27,1008.456268,walking
493,1.55965355644e+27,1008.456268,walking
494,1.55965355644e+27,1008.454437,walking
495,1.55965355644e+27,1008.454437,walking
496,1.55965355644e+27,1008.454742,walking
497,1.55965355644e+27,1008.454742,walking
498,1.55965355644e+27,1008.454742,walking
499,1.55965355644e+27,1008.454895,walking
500,1.55965355644e+27,1008.455353,walking
501,1.55965355644e+27,1008.45665,walking
502,1.55965355644e+27,1008.459091,walking
503,1.55965355644e+27,1008.461761,walking
504,1.55965355644e+27,1008.464279,walking
505,1.55965355644e+27,1008.464279,walking
506,1.55965355644e+27,1008.462143,walking
507,1.55965355644e+27,1008.459854,walking
508,1.55965355644e+27,1008.454208,walking
509,1.55965355644e+27,1008.45108,walking
510,1.55965355644e+27,1008.45108,walking
511,1.55965355644e+27,1008.45108,walking
512,1.55965355644e+27,1008.451385,walking
513,1.55965355644e+27,1008.452301,walking
514,1.55965355644e+27,1008.45459,walking
