"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
5.640820454E1,-1.020778120E-1,5.400319397E-2,4.096350670E-1
5.665780754E1,-1.126694828E-1,9.200485423E-3,2.675963044E-1
5.690738054E1,-7.453283668E-2,-1.362226903E-1,2.464649975E-1
5.715696767E1,-5.641717911E-1,-1.059334040E0,1.967778653E-1
5.740657067E1,5.510428548E-1,-5.771664530E-2,-4.763736576E-2
5.765614367E1,2.745819688E-1,2.973943390E-2,4.528973699E-1
5.790574667E1,-1.140555590E-1,1.988013685E-1,4.511464536E-1
5.815534642E1,-2.114512473E-1,-5.801960826E-2,-2.631797493E-1
5.840491842E1,5.973362830E-3,9.429937601E-2,-3.260293305E-1
5.865452242E1,-9.491745383E-2,-1.015245616E-1,-1.759755239E-2
5.890412542E1,-2.118073404E-2,6.241252273E-2,3.812545538E-2
5.915373667E1,4.053342044E-1,2.905379832E-1,-2.375541478E-1
5.940330967E1,1.360730231E-1,-4.513822496E-2,-2.899156809E-1
5.965291267E1,-2.501714975E-3,3.434093669E-3,7.291997969E-2
5.990251567E1,5.253623798E-2,-2.244611233E-1,5.224738121E-1
6.015208275E1,1.066264391E0,-1.117529035E0,-1.660502672E0
6.040168675E1,-1.211367995E-1,-3.129146993E-1,-1.407956600E0
6.065128975E1,-2.437236309E0,2.812430620E0,1.233399630E0
6.090086275E1,4.854413215E-3,7.141521201E-3,-3.555990458E-1
6.115046563E1,4.754859805E-1,-1.488128603E-1,6.612522900E-2
6.140006863E1,1.320823431E-1,4.215408862E-2,-2.379170060E-2
6.164964163E1,-2.939588726E-1,1.642443687E-1,2.889792919E-1
6.189924463E1,-1.275506020E-1,1.932213642E-2,-5.658136308E-2
6.214885292E1,1.527142972E-1,-8.761572093E-2,-2.728469968E-1
6.239842592E1,7.752136886E-2,-2.304158658E-1,-1.631796956E-1
6.264802892E1,3.056322969E-2,-2.249290794E-1,-1.965970248E-1
6.289763292E1,-9.149653465E-2,8.098936826E-2,2.489101887E-1
6.314719817E1,-6.120049208E-2,4.936422408E-2,8.807803504E-3
6.339680217E1,-2.481340617E-2,6.911729276E-2,2.792692930E-2
6.364637417E1,-4.944221117E-3,6.446868181E-2,-3.999080509E-2
6.389597817E1,-5.557178333E-2,-6.113381684E-2,-1.864692941E-2
6.414558538E1,1.501879841E-2,-2.625408024E-2,1.582438499E-1
