"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (°)"
2.576112473E1,5.233497979E1,4.868437266E0,4.761440277E0,0.000000000E0,2.598046875E2,1.000000000E1,1.000000000E1
2.676112711E1,5.233498293E1,4.868428716E0,4.812038422E0,2.099999934E-1,3.030468750E2,1.000000000E1,1.000000000E1
2.776112819E1,5.233498293E1,4.868428716E0,4.890895844E0,0.000000000E0,8.015625000E1,1.000000000E1,1.000000000E1
2.876112962E1,5.233498293E1,4.868428716E0,5.186550140E0,0.000000000E0,2.053125000E2,1.000000000E1,1.000000000E1
2.976112998E1,5.233498293E1,4.868428716E0,5.224452972E0,0.000000000E0,1.982812500E2,1.000000000E1,1.000000000E1
3.076113033E1,5.233498293E1,4.868428716E0,4.978969574E0,0.000000000E0,2.707031250E1,1.000000000E1,1.000000000E1
3.176113033E1,5.233498293E1,4.868428716E0,4.883144379E0,0.000000000E0,7.171875000E1,1.000000000E1,1.000000000E1
3.276112986E1,5.233498293E1,4.868428716E0,4.695705414E0,0.000000000E0,1.005468750E2,1.000000000E1,1.000000000E1
3.376112914E1,5.233498293E1,4.868428716E0,4.563259125E0,0.000000000E0,1.416796875E2,1.000000000E1,1.000000000E1
3.476112902E1,5.233498293E1,4.868428716E0,4.503505707E0,0.000000000E0,1.416796875E2,1.000000000E1,1.000000000E1
3.576112723E1,5.233498293E1,4.868428716E0,4.529689789E0,0.000000000E0,1.416796875E2,1.000000000E1,1.000000000E1
3.676112556E1,5.233498293E1,4.868428716E0,4.515956879E0,0.000000000E0,1.416796875E2,1.000000000E1,1.000000000E1
3.776112497E1,5.233498293E1,4.868428716E0,4.488368988E0,0.000000000E0,1.416796875E2,1.000000000E1,1.000000000E1
3.876112235E1,5.233498293E1,4.868428716E0,4.469814301E0,0.000000000E0,1.416796875E2,1.000000000E1,1.000000000E1
3.976112032E1,5.233498293E1,4.868428716E0,4.699367523E0,0.000000000E0,1.416796875E2,1.000000000E1,1.000000000E1
4.076111841E1,5.233498293E1,4.868428716E0,4.707485199E0,0.000000000E0,1.416796875E2,1.000000000E1,1.000000000E1
4.176111591E1,5.233498293E1,4.868428716E0,4.614650726E0,0.000000000E0,1.416796875E2,1.000000000E1,1.000000000E1
4.276111376E1,5.233498293E1,4.868428716E0,4.644618988E0,0.000000000E0,1.416796875E2,1.000000000E1,1.000000000E1
4.376111102E1,5.233498293E1,4.868428716E0,4.790431976E0,0.000000000E0,1.416796875E2,1.000000000E1,1.000000000E1
4.476110804E1,5.233498293E1,4.868428716E0,4.883266449E0,0.000000000E0,1.416796875E2,1.000000000E1,1.000000000E1
4.576110506E1,5.233498293E1,4.868428716E0,5.166652679E0,0.000000000E0,1.416796875E2,1.000000000E1,1.000000000E1
4.676110280E1,5.233498293E1,4.868428716E0,5.354824066E0,0.000000000E0,1.416796875E2,1.000000000E1,1.000000000E1
4.776109898E1,5.233498293E1,4.868428716E0,5.147914886E0,0.000000000E0,1.416796875E2,1.000000000E1,1.000000000E1
4.876109648E1,5.233498293E1,4.868428716E0,5.258815765E0,0.000000000E0,1.416796875E2,1.000000000E1,1.000000000E1
4.976109314E1,5.233498293E1,4.868428716E0,5.194484711E0,0.000000000E0,1.416796875E2,1.000000000E1,1.000000000E1
5.076108897E1,5.233498293E1,4.868428716E0,5.321254730E0,0.000000000E0,1.416796875E2,1.000000000E1,1.000000000E1
5.176108611E1,5.233498293E1,4.868428716E0,5.041347504E0,0.000000000E0,1.416796875E2,1.000000000E1,1.000000000E1
5.276108241E1,5.233498293E1,4.868428716E0,5.009548187E0,0.000000000E0,1.416796875E2,1.000000000E1,1.000000000E1
5.376107800E1,5.233498293E1,4.868428716E0,5.010951996E0,0.000000000E0,1.416796875E2,1.000000000E1,1.000000000E1
5.476107478E1,5.233498293E1,4.868428716E0,4.922756195E0,0.000000000E0,1.416796875E2,1.000000000E1,1.000000000E1
5.576107037E1,5.233498293E1,4.868428716E0,4.326442719E0,0.000000000E0,1.416796875E2,1.000000000E1,1.000000000E1
5.676106739E1,5.233498293E1,4.868428716E0,4.300930023E0,0.000000000E0,1.416796875E2,1.000000000E1,1.000000000E1
5.776106298E1,5.233498293E1,4.868428716E0,4.089809418E0,0.000000000E0,2.506640625E2,1.000000000E1,1.000000000E1
5.876105917E1,5.233498553E1,4.868431818E0,4.421596527E0,2.700000107E-1,3.336328125E2,1.000000000E1,1.000000000E1
5.976105511E1,5.233498435E1,4.868425615E0,3.956020355E0,1.899999976E-1,2.742187500E1,1.000000000E1,1.000000000E1
6.076105034E1,5.233498150E1,4.868418491E0,4.191555023E0,3.300000131E-1,1.627734375E2,1.000000000E1,1.000000000E1
6.176104701E1,5.233498150E1,4.868418491E0,3.979091644E0,0.000000000E0,2.387109375E2,1.000000000E1,1.000000000E1
6.276104271E1,5.233497082E1,4.868408097E0,3.629482269E0,3.199999928E-1,1.912500000E2,1.000000000E1,1.000000000E1
6.376103806E1,5.233497136E1,4.868402146E0,3.617336273E0,3.199999928E-1,3.427734375E2,1.000000000E1,1.000000000E1
6.476103365E1,5.233497505E1,4.868397368E0,3.773403168E0,4.099999964E-1,3.375000000E1,1.000000000E1,1.000000000E1
6.576102996E1,5.233497639E1,4.868396530E0,3.695888519E0,4.099999964E-1,3.410156250E1,1.000000000E1,1.000000000E1
6.676102579E1,5.233497639E1,4.868396530E0,4.059597015E0,0.000000000E0,3.466406250E2,1.000000000E1,1.000000000E1
6.776102042E1,5.233497639E1,4.868396530E0,4.227016449E0,0.000000000E0,2.197265625E2,1.000000000E1,1.000000000E1
6.876101685E1,5.233497639E1,4.868396530E0,3.820339203E0,0.000000000E0,2.429296875E2,1.000000000E1,1.000000000E1
6.976101184E1,5.233497639E1,4.868396530E0,3.819606781E0,0.000000000E0,2.418750000E2,1.000000000E1,1.000000000E1
7.076100791E1,5.233495929E1,4.868344311E0,4.002468109E0,1.800000072E-1,2.112890625E2,1.000000000E1,1.000000000E1
7.176100349E1,5.233495929E1,4.868344311E0,4.209255219E0,0.000000000E0,3.385546875E2,1.000000000E1,1.000000000E1
7.276099849E1,5.233495414E1,4.868329223E0,4.035854340E0,1.500000060E-1,6.785156250E1,1.000000000E1,1.000000000E1
7.376099408E1,5.233495414E1,4.868329223E0,4.378017426E0,0.000000000E0,6.046875000E1,1.000000000E1,1.000000000E1
7.476098979E1,5.233495414E1,4.868329223E0,4.069972992E0,0.000000000E0,1.680468750E2,1.000000000E1,1.000000000E1
7.576098466E1,5.233495414E1,4.868329223E0,4.343349457E0,0.000000000E0,3.167578125E2,1.000000000E1,1.000000000E1
7.676098025E1,5.233495414E1,4.868329223E0,4.764308929E0,0.000000000E0,3.167578125E2,1.000000000E1,1.000000000E1
7.776097596E1,5.233495414E1,4.868329223E0,5.061061859E0,0.000000000E0,3.167578125E2,1.000000000E1,1.000000000E1
7.876097155E1,5.233495414E1,4.868329223E0,5.061000824E0,0.000000000E0,3.167578125E2,1.000000000E1,1.000000000E1
7.976096666E1,5.233495414E1,4.868329223E0,4.797634125E0,0.000000000E0,3.167578125E2,1.000000000E1,1.000000000E1
8.076096153E1,5.233495414E1,4.868329223E0,4.826259613E0,0.000000000E0,3.167578125E2,1.000000000E1,1.000000000E1
8.176095724E1,5.233495414E1,4.868329223E0,4.984951019E0,0.000000000E0,3.167578125E2,1.000000000E1,1.000000000E1
8.276095247E1,5.233495414E1,4.868329223E0,5.268032074E0,0.000000000E0,3.167578125E2,1.000000000E1,1.000000000E1
8.376094723E1,5.233495414E1,4.868329223E0,5.210353851E0,0.000000000E0,3.167578125E2,1.000000000E1,1.000000000E1
8.476094210E1,5.233495414E1,4.868329223E0,5.210353851E0,0.000000000E0,3.167578125E2,1.000000000E1,1.000000000E1
8.576093864E1,5.233495414E1,4.868329223E0,5.247035980E0,0.000000000E0,3.167578125E2,1.000000000E1,1.000000000E1
8.676093328E1,5.233495414E1,4.868329223E0,5.374904633E0,0.000000000E0,3.167578125E2,1.000000000E1,1.000000000E1
8.776092851E1,5.233495414E1,4.868329223E0,5.384975433E0,0.000000000E0,3.167578125E2,1.000000000E1,1.000000000E1
8.876092362E1,5.233495414E1,4.868329223E0,5.385158539E0,0.000000000E0,3.167578125E2,1.000000000E1,1.000000000E1
8.976091897E1,5.233495414E1,4.868329223E0,5.344875336E0,0.000000000E0,3.167578125E2,1.000000000E1,1.000000000E1
9.076091468E1,5.233495414E1,4.868329223E0,5.187282562E0,0.000000000E0,3.167578125E2,1.000000000E1,1.000000000E1
9.176090980E1,5.233495414E1,4.868329223E0,5.187221527E0,0.000000000E0,3.167578125E2,1.000000000E1,1.000000000E1
9.276090550E1,5.233495414E1,4.868329223E0,5.365810394E0,0.000000000E0,3.167578125E2,1.000000000E1,1.000000000E1
9.376090026E1,5.233495414E1,4.868329223E0,5.365749359E0,0.000000000E0,3.167578125E2,1.000000000E1,1.000000000E1
9.476089561E1,5.233495414E1,4.868329223E0,4.121913910E0,0.000000000E0,3.167578125E2,1.000000000E1,1.000000000E1
9.576089036E1,5.233495414E1,4.868329223E0,4.121913910E0,0.000000000E0,3.167578125E2,1.000000000E1,1.000000000E1
9.676088607E1,5.233495414E1,4.868329223E0,3.917018890E0,0.000000000E0,3.167578125E2,1.000000000E1,1.000000000E1
9.776088154E1,5.233495414E1,4.868329223E0,3.893764496E0,0.000000000E0,3.459375000E2,1.000000000E1,1.000000000E1
9.876087642E1,5.233495414E1,4.868329223E0,3.742946625E0,0.000000000E0,1.019531250E1,1.000000000E1,1.000000000E1
9.976087177E1,5.233495414E1,4.868329223E0,3.508876801E0,0.000000000E0,2.397656250E2,1.000000000E1,1.000000000E1
1.007608665E2,5.233495414E1,4.868329223E0,3.508266449E0,0.000000000E0,2.397656250E2,1.000000000E1,1.000000000E1
1.017608616E2,5.233495414E1,4.868329223E0,3.687587738E0,0.000000000E0,2.397656250E2,1.000000000E1,1.000000000E1
1.027608565E2,5.233495414E1,4.868329223E0,3.729213715E0,0.000000000E0,2.397656250E2,1.000000000E1,1.000000000E1
1.037608520E2,5.233495414E1,4.868329223E0,3.573085785E0,0.000000000E0,-1.000000000E0,1.000000000E1,1.000000000E1
1.047608469E2,5.233495414E1,4.868329223E0,3.324977875E0,0.000000000E0,-1.000000000E0,1.000000000E1,1.000000000E1
1.057608418E2,5.233495414E1,4.868329223E0,3.245571136E0,0.000000000E0,-1.000000000E0,1.000000000E1,1.000000000E1
1.067608379E2,5.233495414E1,4.868329223E0,3.177028656E0,0.000000000E0,-1.000000000E0,1.000000000E1,1.000000000E1
1.077608325E2,5.233495414E1,4.868329223E0,3.199428558E0,0.000000000E0,-1.000000000E0,1.000000000E1,1.000000000E1
1.087608278E2,5.233495414E1,4.868329223E0,3.199062347E0,0.000000000E0,-1.000000000E0,1.000000000E1,1.000000000E1
1.097608236E2,5.233494018E1,4.868321680E0,3.773097992E0,7.599999905E-1,3.501562500E2,1.000000000E1,1.000000000E1
1.107608186E2,5.233495485E1,4.868320171E0,4.609584808E0,1.299999952E0,9.843750000E0,1.000000000E1,1.000000000E1
