"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
8.288725063E1,-2.586519532E-2,-9.419514798E-3,1.657207496E-3
8.313692954E1,-3.732543206E-3,-4.364226945E-3,5.692786071E-3
8.338659354E1,2.245196700E-2,-5.057842471E-3,-1.096446160E-2
8.363625854E1,-3.204502538E-2,-9.486043826E-3,6.650518626E-3
8.388592254E1,-5.065027624E-3,-2.088503353E-2,-6.071110256E-3
8.413559275E1,2.386798616E-3,4.737291485E-3,-8.372996002E-3
8.438525775E1,-1.924952120E-2,-6.702583283E-3,-2.732687630E-3
8.463495175E1,-6.269681733E-3,8.195741102E-4,-8.067063987E-3
8.488461675E1,2.963036299E-3,-5.555776879E-4,-5.796687678E-3
8.513430542E1,-1.093329303E-2,8.584794588E-3,-7.462427020E-4
8.538396942E1,-1.408636104E-2,4.199606366E-3,-1.299589872E-3
8.563363442E1,-6.064129993E-3,-7.600679528E-3,-1.703467220E-3
8.588329842E1,9.840543382E-3,-5.258343183E-3,-3.138768487E-3
8.613301492E1,-8.411388844E-4,6.077848375E-3,-7.632728666E-3
8.638267892E1,-2.674850635E-3,-1.010544226E-2,-3.747911192E-3
8.663234292E1,6.447922904E-3,-8.039122447E-3,-7.081066258E-3
8.688200792E1,3.006136976E-4,8.372919634E-3,-1.769851148E-2
8.713167213E1,-1.770612970E-2,-1.617650501E-2,-2.489489503E-3
8.738136713E1,-2.322363108E-2,1.046475954E-3,2.407680266E-3
8.763103113E1,-2.868125588E-2,1.618170179E-3,-6.953475066E-3
8.788069513E1,1.801392809E-2,-2.063674852E-3,-9.296997450E-3
8.813037729E1,5.557427648E-3,4.413863644E-3,-2.803184092E-3
8.838004129E1,-1.284378581E-2,-8.244503289E-3,3.310705069E-3
8.862970529E1,1.708262041E-2,6.910378113E-3,-1.524569932E-2
8.887940029E1,2.068728767E-2,2.492658794E-2,-1.444577612E-2
8.912906950E1,4.903575405E-3,-1.508993469E-2,-7.250689901E-3
8.937873450E1,9.078517556E-3,-7.625693455E-3,-8.506141603E-3
8.962839850E1,1.056926511E-2,2.466002479E-4,-8.346138522E-3
8.987806250E1,-9.317623451E-3,-2.320599556E-2,-8.354660124E-3
9.012776804E1,-6.153280847E-3,1.077224966E-2,-6.828141399E-3
9.037743304E1,-3.078249656E-2,5.174288526E-4,1.446949318E-3
9.062709704E1,-7.635435089E-3,6.536068395E-3,-1.037112717E-2
9.087676104E1,-2.233356237E-2,1.118015219E-2,2.887622453E-3
9.112643500E1,-1.669746824E-2,9.630595334E-3,3.206694964E-3
9.137613000E1,-2.185974969E-3,1.705112681E-2,1.634694636E-4
9.162579500E1,1.053831074E-3,-9.263999760E-3,-1.529204659E-3
9.187545900E1,3.076410107E-2,1.508169249E-2,-1.183987223E-2
9.212513662E1,1.829157770E-2,-8.317008615E-4,-5.339693278E-3
9.237483162E1,4.129527882E-2,-1.405139081E-2,-1.612863317E-2
9.262449563E1,5.125815049E-3,-2.137559466E-3,-1.195160765E-2
9.287416063E1,8.917598054E-3,1.117987745E-2,-2.243854105E-4
9.312381579E1,7.720184512E-4,8.174665272E-4,3.843711223E-3
9.337347979E1,-4.845501855E-3,-6.716856267E-3,-6.682491861E-3
9.362317479E1,1.032254100E-2,-2.402182668E-3,-5.916423164E-3
9.387283879E1,-1.986191235E-2,-9.997062385E-3,6.741756573E-3
9.412250913E1,-7.792591583E-3,-1.385018416E-2,4.565220326E-3
