"Time (s)","X (µT)","Y (µT)","Z (µT)"
3.377910034E2,1.291400146E1,1.099745178E1,3.508300781E-1
3.380406674E2,1.282432556E1,1.207026672E1,-1.007263184E0
3.382903395E2,1.352671814E1,1.215605164E1,-1.623046875E0
3.385399735E2,1.312648010E1,1.254341125E1,-3.305664062E-1
3.387896375E2,1.314588928E1,1.274461365E1,-3.729248047E-2
3.390392715E2,1.366709900E1,1.287866211E1,5.499267578E-1
3.392889395E2,1.458403015E1,1.138059998E1,1.821472168E0
3.395386045E2,1.275581360E1,1.244621277E1,2.637634277E0
3.397882375E2,1.447741699E1,1.218881226E1,-5.711059570E-1
3.400379025E2,1.240419006E1,1.131983948E1,-1.669860840E0
3.402875920E2,1.256356812E1,1.113484192E1,-9.848632812E-1
3.405372260E2,1.294825745E1,1.152374268E1,7.171630859E-2
3.407868900E2,1.409051514E1,4.364593506E0,3.372253418E0
3.410365540E2,1.340957642E1,1.185450745E1,1.623474121E0
3.412861935E2,1.303906250E1,1.106721497E1,1.015686035E0
3.415358585E2,1.295764160E1,1.103735352E1,3.281860352E-1
3.417855225E2,1.191239929E1,1.174685669E1,2.082946777E0
3.420351565E2,1.307675171E1,1.191633606E1,1.856323242E0
3.422848389E2,1.030018616E1,7.560760498E0,8.458984375E0
3.425345029E2,1.364668274E1,1.231231689E1,3.280761719E0
3.427841369E2,1.225582886E1,8.338470459E0,-1.432189941E0
3.430338009E2,1.173808289E1,8.142776489E0,-7.611694336E-1
3.432834669E2,1.224366760E1,8.558975220E0,4.835815430E-1
3.435330999E2,1.279847717E1,9.950820923E0,2.031555176E0
3.437827649E2,1.506828308E1,1.232019043E1,3.595336914E0
3.440324289E2,1.300846863E1,9.550140381E0,3.290832520E0
3.442820782E2,1.119480896E1,4.559661865E0,-2.552307129E0
3.445317422E2,9.660430908E0,4.626571655E0,-2.006347656E0
3.447814062E2,9.655136108E0,4.860656738E0,-1.696838379E0
3.450310402E2,1.021498108E1,5.424331665E0,-5.244750977E-1
3.452807151E2,1.241609192E1,5.837692261E0,2.758789062E0
3.455303481E2,1.072959900E1,6.234100342E0,-1.138305664E-1
