"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
4.080649008E2,2.689307556E0,1.119521942E0,9.768087158E0
4.084652907E2,2.637964325E0,1.314865723E0,9.406888275E0
4.088657509E2,2.441273346E0,1.028660889E0,9.741143188E0
4.092661419E2,2.469714203E0,1.075363770E0,9.290280762E0
4.096665741E2,2.716101837E0,8.366102600E-1,9.980046387E0
4.100670251E2,2.450104980E0,1.259031830E0,9.730215912E0
4.104673851E2,2.612217865E0,1.055305481E0,9.555828552E0
4.108677874E2,2.465223541E0,1.257984009E0,9.220226440E0
4.112682084E2,2.434986420E0,9.023236084E-1,9.635762329E0
4.116686414E2,2.613714752E0,7.839198303E-1,9.883646851E0
4.120690624E2,2.589315491E0,1.033001862E0,9.595346375E0
4.124694844E2,2.488425293E0,9.999206543E-1,9.268725586E0
4.128699260E2,2.782713318E0,7.791297913E-1,1.015488281E1
4.132704080E2,2.499801636E0,7.155120850E-1,9.467661896E0
4.136708069E2,2.667902069E0,1.003213806E0,1.015623001E1
4.140712279E2,2.544109497E0,1.014889526E0,9.456884308E0
4.144716179E2,2.341580658E0,1.188678131E0,9.864337006E0
4.148720359E2,2.441722412E0,7.213499451E-1,9.411079559E0
