"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
5.004470367E1,2.224973145E0,-1.301887711E1,4.101470947E-2
5.029543567E1,1.610351257E0,-6.404431915E0,-6.694079590E-1
5.054620950E1,3.565585327E0,-1.670406372E1,8.797206116E-1
5.079700350E1,1.538051605E0,-2.139201508E0,-6.286926270E-2
5.104779650E1,3.919898529E0,-1.468865479E1,2.105970612E0
5.129865050E1,1.152603149E0,-1.001716919E1,-1.046773224E0
5.154949800E1,3.187621307E0,-1.076471466E1,1.752854919E0
5.180032200E1,2.998863831E0,-1.300929703E1,-1.563199310E0
5.205114600E1,1.866169281E0,-1.141062149E1,-1.040336609E-1
5.230197000E1,1.807640991E0,-6.914720764E0,-5.686674500E-1
5.255281875E1,2.449057159E0,-1.267025208E1,-1.251397705E0
5.280364275E1,1.900747375E0,-6.175557861E0,6.430627441E-1
5.305443675E1,1.531165924E0,-1.027927414E1,9.695338440E-1
5.330526075E1,1.954785004E0,-6.125711517E0,3.394940186E-1
5.355606512E1,9.268725586E-1,-6.084846497E0,1.179098053E0
5.380685912E1,3.471580811E0,-1.124491608E1,-8.399034119E-1
5.405762213E1,2.286195831E0,-7.483088837E0,-9.647438049E-1
5.430841513E1,1.697769470E0,-9.539662170E0,1.175206146E0
5.455922429E1,2.364183655E0,-9.690398712E0,-1.793270874E-1
5.481004829E1,1.963167572E0,-1.145178589E1,-5.502557373E-1
5.506084129E1,1.943258972E0,-9.362879791E0,1.740879822E-1
5.531160429E1,2.103874969E0,-9.231303406E0,2.011067963E0
5.556234850E1,1.049617310E0,-8.603359222E0,7.259902954E-1
5.581314150E1,2.034120026E0,-8.860075378E0,2.581681366E0
5.606390450E1,1.584754486E0,-9.771979065E0,-3.700305176E-1
5.631463750E1,1.019829254E0,-7.227121124E0,-5.016069031E-1
5.656540775E1,1.609752502E0,-8.362510071E0,1.712588654E0
5.681617075E1,1.535656586E0,-1.232911148E1,-3.706292725E-1
5.706693275E1,2.022893372E0,-1.336660400E1,-4.587959290E-1
5.731769575E1,1.542991333E0,-1.160910873E1,-5.498066711E-1
5.756844550E1,1.292711792E0,-1.450588486E1,2.510279846E-1
5.781920850E1,2.033221893E0,-9.179511108E0,4.598437500E-1
5.806994050E1,2.575095062E0,-1.141556122E1,4.704716492E-1
5.832067350E1,1.580114136E0,-1.477218109E1,3.442840576E-1
5.857144254E1,2.784509583E0,-8.774303741E0,1.298549652E0
5.882220554E1,6.050418091E-1,-6.572232971E0,7.542814636E-1
5.907299854E1,2.567610626E0,-8.748557281E0,-8.092172241E-1
5.932376154E1,1.970801697E0,-1.352841751E1,8.738827515E-1
5.957455650E1,3.281326447E0,-1.188543411E1,-1.157542877E0
5.982531950E1,2.612517242E0,-7.053931274E0,-2.005978546E0
6.007611350E1,1.640588379E0,-7.826325073E0,1.437909851E0
6.032687650E1,1.570084991E0,-6.098019104E0,7.093748474E-1
6.057766417E1,1.886676636E0,-5.866450653E0,-4.646337891E-1
6.082848817E1,8.686436462E-1,-5.669011230E0,-1.771566010E0
6.107934317E1,2.949915619E0,-1.265558258E1,-2.948867798E-2
6.133019717E1,1.655557251E0,-1.436936874E1,-4.710853729E0
6.158105404E1,8.970845032E-1,-1.020592667E1,1.944456482E-1
6.183187804E1,1.963616638E0,-1.049722092E1,1.951940918E-1
6.208273204E1,1.471140747E0,-9.821526031E0,9.113049316E-1
6.233358704E1,1.784738617E0,-1.054122940E1,4.236190796E-2
6.258444592E1,2.433938599E0,-1.672891205E1,2.775677948E0
6.283523992E1,1.800755310E0,-8.593629456E0,-1.955533447E0
6.308600192E1,1.774709473E0,-6.479425964E0,-1.906136169E0
6.333679592E1,1.276545410E0,-5.021906891E0,-1.819616089E0
6.358758837E1,1.442250824E0,-1.504386612E1,-5.527405701E0
6.383835138E1,2.214794312E0,-9.045390015E0,-1.749861145E-1
6.408914538E1,2.608325958E0,-1.338351883E1,-4.116439819E-1
6.433990837E1,3.774850159E0,-8.331823883E0,4.946014709E0
6.459065729E1,3.465593262E0,-1.176538376E1,2.319277039E0
6.484142029E1,2.596949615E0,-1.169248535E1,-1.146765289E0
6.509218329E1,1.059945831E0,-7.944728851E0,-1.572779388E0
6.534297629E1,1.943258972E0,-1.244796432E1,-1.215472412E-1
6.559377537E1,-4.143383789E-1,-7.022796021E0,-3.232228546E0
6.584456937E1,2.298470306E0,-1.009261230E1,-4.355343018E0
6.609536237E1,1.366358643E0,-8.109386444E0,-9.216334534E-1
6.634615637E1,2.325863342E0,-5.122946777E0,-1.260528717E0
6.659696950E1,2.323618011E0,-4.846172333E0,-2.376757507E0
6.684779350E1,1.695973206E0,-6.996750183E0,-4.326004028E-2
6.709858750E1,2.055525513E0,-1.135149445E1,-1.336570587E0
6.734938050E1,2.071691895E0,-1.401191208E1,1.067250641E1
6.760015517E1,2.925965424E0,-1.520223679E1,-6.813231812E0
6.785091817E1,3.428021393E0,-6.082900543E0,-1.297950897E0
6.810171117E1,8.080197144E-1,-9.889933777E0,-1.870510254E0
6.835250417E1,3.555406494E0,-1.113010483E1,3.066672821E0
6.860329867E1,2.989882507E0,-6.926246796E0,-1.520687714E0
6.885406167E1,7.804769897E-1,-5.405858459E0,-1.646276550E0
6.910485467E1,1.733844452E0,-6.681655426E0,-1.320254517E0
6.935561767E1,2.009122009E0,-1.108804230E1,3.592229919E0
6.960645442E1,1.521436157E0,-3.089724884E0,1.324296112E0
6.985724842E1,1.142873383E0,-1.137574402E1,1.322799225E0
7.010804142E1,2.688110046E0,-1.266261795E1,-2.326013031E0
7.035883542E1,-2.866539001E-1,-7.569608917E0,2.475851440E-1
7.060964700E1,1.998194733E0,-1.014844620E1,7.583230591E-1
7.086044000E1,1.710792389E0,-1.610051880E1,-1.835183716E-1
7.111126400E1,1.528172150E0,-1.143097916E1,-3.990551605E0
7.136205700E1,7.441026306E-1,-9.319919128E0,-2.496807861E0
7.161286600E1,1.482517090E0,-7.094197540E0,1.318607941E0
7.186369000E1,1.346300354E0,-9.446256409E0,-2.157912598E0
7.211451400E1,2.375559998E0,-8.445886688E0,5.957611084E-2
7.236536800E1,3.028352509E0,-1.614811981E1,7.318281555E-1
7.261616450E1,1.083446960E0,-2.983296204E0,-1.259331207E0
7.286695750E1,9.160949707E-1,-1.254421417E1,-1.344653778E0
7.311775150E1,2.141596527E0,-1.173993668E1,-4.816983032E-1
7.336857550E1,1.045875092E0,-6.448889465E0,-1.727557526E0
7.361938925E1,1.674567719E0,-1.541988419E1,-2.333048401E0
7.387015225E1,1.498384094E0,-8.889863434E0,-3.168610840E0
7.412094525E1,-1.179547119E-1,-6.243965607E0,-2.902464294E-1
7.437176925E1,1.407972107E0,-8.672365723E0,-2.074685669E-1
7.462259313E1,3.093467102E0,-1.020188507E1,4.423301697E0
