"Time (s)","Magnetic field x (µT)","Magnetic field y (µT)","Magnetic field z (µT)"
1.959823148E1,-2.597999954E1,3.450000000E1,-1.392000008E1
1.965822384E1,-1.511999989E1,3.881999969E1,-1.146000004E1
1.971821620E1,-1.247999954E1,4.247999954E1,-1.103999996E1
1.977820874E1,-6.359999657E0,4.091999817E1,-1.794000053E1
1.983820127E1,-6.000000000E0,3.473999786E1,-2.855999947E1
1.989819373E1,-1.169999981E1,2.735999870E1,-3.486000061E1
1.995818626E1,-1.457999992E1,2.003999901E1,-3.804000092E1
2.001817869E1,-1.175999928E1,1.307999992E1,-4.043999863E1
2.007817102E1,-1.296000004E1,1.175999928E1,-4.163999939E1
2.013816342E1,-1.434000015E1,1.565999985E1,-3.984000015E1
2.019815601E1,-1.271999931E1,1.973999977E1,-3.845999908E1
2.025814848E1,-1.626000023E1,2.597999954E1,-3.395999908E1
2.031814107E1,-1.271999931E1,3.473999786E1,-2.435999870E1
2.037813407E1,-7.980000019E0,4.187999725E1,-9.420000076E0
2.043812734E1,-6.480000019E0,4.302000046E1,5.999999642E-1
2.049812040E1,-4.799999714E0,4.397999954E1,2.399999946E-1
2.055811360E1,1.979999900E0,4.404000092E1,-6.960000038E0
2.061810666E1,5.159999847E0,4.247999954E1,-1.181999969E1
2.067809933E1,6.960000038E0,4.025999832E1,-1.577999973E1
2.073809163E1,6.599999905E0,3.791999817E1,-2.261999893E1
2.079808416E1,5.099999905E0,3.438000107E1,-3.023999977E1
2.085807662E1,3.419999838E0,2.700000000E1,-3.654000092E1
2.091806922E1,8.999999762E-1,2.177999878E1,-3.995999908E1
2.097806168E1,-8.399999738E-1,2.129999924E1,-4.097999954E1
2.103805418E1,-3.179999828E0,2.843999863E1,-3.575999832E1
2.109804651E1,1.559999943E0,3.695999908E1,-2.423999977E1
2.115803890E1,-4.920000076E0,4.500000000E1,-5.460000038E0
2.121803137E1,-3.000000000E0,4.397999954E1,5.639999866E0
2.127802390E1,4.799999893E-1,4.487999725E1,6.420000076E0
2.133801643E1,4.380000114E0,4.391999817E1,3.059999943E0
2.139800916E1,1.115999985E1,4.175999832E1,-4.739999771E0
2.145800309E1,1.427999973E1,3.611999893E1,-1.800000000E1
2.151799756E1,1.151999950E1,2.789999962E1,-3.270000076E1
2.157799209E1,3.240000010E0,1.842000008E1,-4.091999817E1
2.163798662E1,-1.139999986E0,1.175999928E1,-4.152000046E1
2.169798096E1,-3.480000019E0,1.092000008E1,-4.157999802E1
2.175797395E1,-1.157999992E1,1.253999996E1,-4.200000000E1
2.181796638E1,-2.519999981E0,1.596000004E1,-4.152000046E1
2.187795885E1,-8.399999738E-1,2.579999924E1,-3.618000031E1
2.193795138E1,2.399999946E-1,3.527999878E1,-2.693999863E1
2.199794384E1,7.799999714E-1,4.211999893E1,-1.685999870E1
2.205793647E1,2.879999876E0,4.368000031E1,-5.099999905E0
2.211792890E1,3.359999895E0,4.331999969E1,-1.079999924E0
2.217792130E1,1.319999933E0,4.277999878E1,-5.279999733E0
2.223791370E1,9.599999785E-1,4.170000076E1,-1.235999966E1
2.229790623E1,-8.999999762E-1,3.815999985E1,-2.297999954E1
2.235789866E1,-4.799999714E0,2.879999924E1,-3.318000031E1
2.241789125E1,-6.599999905E0,1.871999931E1,-3.857999802E1
2.247788379E1,-4.799999714E0,1.092000008E1,-4.254000092E1
2.253787748E1,-4.019999981E0,1.271999931E1,-4.271999741E1
2.259787181E1,-1.517999935E1,1.884000015E1,-3.881999969E1
2.265786614E1,-9.960000038E0,2.447999954E1,-3.611999893E1
2.271786044E1,-1.697999954E1,3.305999756E1,-2.585999870E1
2.277785471E1,-1.943999863E1,3.575999832E1,-1.865999985E1
2.283784774E1,-7.079999924E0,3.443999863E1,-2.453999901E1
2.289784007E1,-5.639999866E0,3.239999771E1,-2.693999863E1
2.295783253E1,-4.139999866E0,3.095999908E1,-2.909999847E1
2.301782496E1,5.999999642E-1,2.826000023E1,-3.257999802E1
2.307781749E1,-4.859999657E0,2.357999992E1,-3.768000031E1
2.313781002E1,-1.481999969E1,1.823999977E1,-3.977999878E1
2.319780255E1,-1.937999916E1,1.511999989E1,-3.791999817E1
2.325779488E1,-1.913999939E1,1.392000008E1,-3.713999939E1
2.331778728E1,-1.439999962E1,1.769999886E1,-3.845999908E1
2.337777968E1,-1.127999973E1,2.279999924E1,-3.557999802E1
2.343777221E1,-2.399999946E-1,3.095999908E1,-3.042000008E1
2.349776467E1,-2.099999905E0,2.987999916E1,-3.359999847E1
2.355775727E1,1.079999924E0,2.609999847E1,-3.552000046E1
2.361775033E1,1.139999962E1,2.213999939E1,-3.593999863E1
2.367774360E1,1.050000000E1,1.877999878E1,-3.720000076E1
2.373773666E1,7.379999638E0,1.829999924E1,-3.875999832E1
