"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)"
4.782061976E0,2.523438454E0,1.827525496E-1,2.875173569E0
4.834055269E0,2.564366341E0,-1.299206495E0,2.643044710E0
4.886048595E0,2.668824434E0,-4.146736562E-1,2.161682844E0
4.938041887E0,2.061624289E0,-1.120833874E0,1.760344505E0
4.990035246E0,1.404333353E0,-1.501690000E-1,2.071274996E0
5.042029498E0,5.259091854E-1,-8.276185393E-1,2.429852724E0
5.094022823E0,5.821087360E-1,-6.391990185E0,1.016310573E0
5.146016316E0,-7.318623662E-1,2.191888332E0,-1.031309724E0
5.198009642E0,-5.205228329E0,9.377819896E-1,-3.334271669E0
5.250003830E0,-6.870447159E0,-9.030420333E-2,-3.910928488E0
5.302002584E0,-7.818510056E0,-2.494058847E0,-4.658016682E0
5.353999373E0,-4.740772545E-1,6.207716465E0,-1.312918544E0
5.405992833E0,2.046963692E0,8.491130829E0,2.473834991E0
5.457986359E0,1.642570853E0,-4.635428786E-1,1.739574909E0
5.509979618E0,2.440971613E0,-1.317532420E0,2.760941744E0
5.561972878E0,2.456854343E0,1.114932895E0,3.330268145E0
5.613966337E0,1.875310540E0,-1.432986021E0,3.076148272E0
5.665959563E0,1.789178491E0,-2.978475094E0,2.060279369E0
5.717953154E0,1.368903160E0,-2.103716135E0,1.002871513E0
5.769947340E0,2.087891579E0,4.393159449E-1,1.021197557E0
5.821940599E0,1.639516473E0,-1.604028344E0,1.644280076E0
5.873933925E0,-1.754450798E0,-3.996176481E0,-3.043800890E-1
5.925927251E0,-3.448380232E0,1.283531785E0,-1.516947627E0
5.977920644E0,-6.296233654E0,9.784228355E-2,-2.620170116E0
6.029913904E0,-7.885094166E0,-2.949764490E0,-3.417349339E0
6.081907329E0,-2.601721048E0,3.261513472E0,-1.468689203E0
6.133900952E0,1.111118078E0,5.478343487E0,7.151539922E-1
6.185894972E0,1.214965224E0,1.620729327E0,1.698036075E0
6.237888265E0,2.004813910E0,-5.380684137E-1,2.476278543E0
6.289881691E0,2.579027414E0,-9.070310593E-1,2.622886181E0
6.341875415E0,2.155086756E0,-1.312321723E-1,2.742615700E0
6.393871770E0,1.775128484E0,-2.079281569E0,2.074329138E0
6.445865731E0,2.043298483E0,-1.784844398E0,1.178189874E0
6.497858957E0,1.775739551E0,-4.794253707E-1,9.686630964E-1
6.549852250E0,1.806893587E0,-1.941836834E0,1.388938308E0
6.601845676E0,6.731277108E-1,-1.884415388E0,4.750839472E-1
6.653838969E0,-1.755672455E0,-4.815450683E-2,-1.283596992E0
6.705832295E0,-4.052525997E0,8.253828287E-1,-2.202949286E0
6.757826216E0,-6.913818836E0,5.285022855E-1,-3.268909216E0
6.809820038E0,-6.387252808E0,-6.620740891E-1,-3.201713800E0
6.861813363E0,-1.555308700E0,1.852247357E0,-3.114971161E0
6.913806723E0,7.959116101E-1,5.588299274E0,1.413983941E0
6.965800048E0,1.391505241E0,7.013771534E-1,1.968649507E0
7.017793340E0,2.582692385E0,4.350398779E-1,2.106094122E0
7.069786732E0,2.995637417E0,1.051726714E-1,3.490925789E0
7.121780091E0,3.314508915E0,-1.815387726E0,2.673587799E0
7.173773813E0,2.842309952E0,-4.158953726E-1,2.917934179E0
7.225767768E0,2.396989584E0,-4.110084474E-1,2.195280552E0
7.277761027E0,1.772074223E0,-8.373923898E-1,2.162293673E0
7.329754353E0,1.445261359E0,-2.837365150E0,1.409096956E0
7.381748210E0,-1.014082074E0,-2.030412197E0,-9.635037184E-1
