"Time (s)","Pressure (hPa)"
1.839791063E2,1.021792480E3
1.840790946E2,1.021786865E3
1.841790828E2,1.021797119E3
1.842790710E2,1.021801270E3
1.843790592E2,1.021806152E3
1.844790474E2,1.021800049E3
1.845790356E2,1.021807617E3
1.846790238E2,1.021825928E3
1.847790119E2,1.021848389E3
1.848789998E2,1.021868652E3
1.849789876E2,1.021864014E3
1.850789758E2,1.021829590E3
1.851789640E2,1.021805420E3
1.852789522E2,1.021773682E3
1.853789372E2,1.021727295E3
1.854789254E2,1.021723145E3
1.855789136E2,1.021740967E3
1.856789018E2,1.021699219E3
1.857788899E2,1.021650879E3
1.858788779E2,1.021752930E3
1.859788658E2,1.021855469E3
1.860788537E2,1.021908936E3
1.861788417E2,1.022098389E3
1.862788297E2,1.022713379E3
1.863788176E2,1.022351318E3
1.864788056E2,1.022137939E3
1.865787936E2,1.022090820E3
1.866787816E2,1.022238281E3
1.867787696E2,1.022098389E3
1.868787575E2,1.021935059E3
1.869787454E2,1.021898438E3
1.870787333E2,1.021982178E3
1.871787214E2,1.022117432E3
1.872787096E2,1.022010254E3
1.873786978E2,1.021849121E3
1.874786860E2,1.021785645E3
1.875786742E2,1.021753906E3
1.876786625E2,1.021773926E3
1.877786507E2,1.021904053E3
1.878786389E2,1.021885254E3
1.879786271E2,1.021833984E3
1.880786150E2,1.021807861E3
1.881786030E2,1.021797607E3
1.882785911E2,1.021771729E3
1.883785793E2,1.021749023E3
1.884785676E2,1.021724609E3
1.885785558E2,1.021757080E3
1.886785440E2,1.021761719E3
1.887785322E2,1.021752197E3
1.888785204E2,1.021763428E3
1.889785086E2,1.021785645E3
1.890784968E2,1.021785645E3
1.891784849E2,1.021802002E3
1.892784730E2,1.021814209E3
1.893784612E2,1.021814209E3
1.894784495E2,1.021745117E3
1.895784377E2,1.021723145E3
1.896784259E2,1.021723145E3
1.897784141E2,1.021794189E3
1.898784023E2,1.021857666E3
1.899783905E2,1.021857666E3
1.900783787E2,1.022254883E3
1.901783667E2,1.022052002E3
1.902783546E2,1.022052002E3
1.903783426E2,1.021846924E3
1.904783308E2,1.021937012E3
1.905783189E2,1.021937012E3
1.906783071E2,1.021891357E3
1.907782953E2,1.021850586E3
1.908782835E2,1.021850586E3
1.909782716E2,1.021845703E3
1.910782598E2,1.021829834E3
1.911782482E2,1.021829834E3
1.912782361E2,1.021690674E3
1.913782240E2,1.021659424E3
1.914782119E2,1.021659424E3
1.915781999E2,1.021716797E3
1.916781879E2,1.021759521E3
1.917781758E2,1.021759521E3
1.918781638E2,1.021785645E3
1.919781518E2,1.021771729E3
1.920781398E2,1.021771729E3
1.921781278E2,1.021739502E3
1.922781158E2,1.021709717E3
1.923781036E2,1.021709717E3
1.924780915E2,1.021789795E3
1.925780797E2,1.021775635E3
1.926780834E2,1.021775635E3
1.927780716E2,1.021856445E3
1.928780598E2,1.022064209E3
1.929780480E2,1.022064209E3
1.930780363E2,1.021755859E3
1.931780245E2,1.021716309E3
1.932780127E2,1.021716309E3
1.933780008E2,1.021854492E3
1.934779887E2,1.021787109E3
1.935779766E2,1.021787109E3
1.936779648E2,1.021818359E3
1.937779531E2,1.021809082E3
1.938779413E2,1.021809082E3
1.939779295E2,1.021812500E3
1.940779177E2,1.021770020E3
1.941779057E2,1.021770020E3
1.942778939E2,1.021736328E3
1.943778821E2,1.021754150E3
1.944778703E2,1.021754150E3
1.945778584E2,1.021788330E3
1.946778465E2,1.021769043E3
1.947778347E2,1.021769043E3
1.948778229E2,1.021563721E3
1.949778111E2,1.021590576E3
1.950777994E2,1.021590576E3
1.951777876E2,1.021636475E3
1.952777758E2,1.021689697E3
1.953777640E2,1.021689697E3
1.954777522E2,1.021821289E3
1.955777402E2,1.021946045E3
1.956777281E2,1.021946045E3
1.957777162E2,1.021706299E3
1.958777044E2,1.021671387E3
1.959776925E2,1.021671387E3
1.960776808E2,1.021755371E3
1.961776689E2,1.021785400E3
1.962776571E2,1.021785400E3
1.963776453E2,1.021657959E3
1.964776334E2,1.021694092E3
1.965776217E2,1.021694092E3
1.966776095E2,1.021746094E3
1.967775974E2,1.021777344E3
1.968775854E2,1.021777344E3
1.969775734E2,1.021835205E3
1.970775614E2,1.021863281E3
1.971775494E2,1.021863281E3
1.972775374E2,1.021755371E3
1.973775254E2,1.021708740E3
1.974775133E2,1.021708740E3
1.975775014E2,1.021920410E3
1.976774894E2,1.021798096E3
1.977774772E2,1.021798096E3
1.978774651E2,1.021766602E3
1.979774534E2,1.021784180E3
1.980774416E2,1.021784180E3
1.981774298E2,1.021835938E3
1.982774180E2,1.021886963E3
1.983774062E2,1.021886963E3
1.984773945E2,1.021983643E3
1.985773827E2,1.021862793E3
1.986773709E2,1.021862793E3
1.987773589E2,1.021832764E3
1.988773468E2,1.021868164E3
1.989773347E2,1.021868164E3
1.990773230E2,1.021804199E3
1.991773112E2,1.021805176E3
1.992772994E2,1.021805176E3
1.993772876E2,1.021820801E3
1.994772758E2,1.021790039E3
1.995772641E2,1.021790039E3
1.996772523E2,1.021751465E3
1.997772405E2,1.021754150E3
1.998772398E2,1.021754150E3
1.999772279E2,1.021772705E3
2.000772160E2,1.021880371E3
2.001772043E2,1.021880371E3
2.002771925E2,1.021818604E3
2.003771807E2,1.021744385E3
2.004771689E2,1.021744385E3
2.005771572E2,1.021710449E3
2.006771454E2,1.021816895E3
2.007771336E2,1.021816895E3
2.008771218E2,1.021845215E3
2.009771096E2,1.021830811E3
2.010770975E2,1.021830811E3
2.011770856E2,1.021882324E3
2.012770738E2,1.022125732E3
2.013770620E2,1.022125732E3
2.014770502E2,1.021976318E3
2.015770383E2,1.021876465E3
2.016770265E2,1.021876465E3
2.017770147E2,1.021896240E3
2.018770029E2,1.021822266E3
2.019769910E2,1.021822266E3
2.020769789E2,1.021812500E3
2.021769668E2,1.021793945E3
2.022769548E2,1.021793945E3
2.023769428E2,1.021775879E3
2.024769307E2,1.021768799E3
2.025769187E2,1.021768799E3
2.026769067E2,1.021789307E3
2.027768947E2,1.021805908E3
2.028768827E2,1.021805908E3
2.029768706E2,1.021767090E3
2.030768586E2,1.021764648E3
2.031768465E2,1.021764648E3
2.032768345E2,1.021766113E3
2.033768227E2,1.021808594E3
2.034768109E2,1.021808594E3
2.035767991E2,1.021830811E3
2.036767873E2,1.021757568E3
2.037767755E2,1.021757568E3
2.038767637E2,1.021736084E3
2.039767519E2,1.021844971E3
2.040767401E2,1.021844971E3
2.041767281E2,1.021909180E3
2.042767160E2,1.021832520E3
2.043767040E2,1.021832520E3
2.044766923E2,1.021776123E3
2.045766805E2,1.021838623E3
2.046766687E2,1.021838623E3
2.047766569E2,1.021882568E3
2.048766453E2,1.021820801E3
2.049766335E2,1.021820801E3
2.050766216E2,1.021824951E3
2.051766098E2,1.021849609E3
2.052765979E2,1.021849609E3
2.053765860E2,1.021850830E3
2.054765743E2,1.021771729E3
2.055765625E2,1.021771729E3
2.056765507E2,1.021739502E3
2.057765388E2,1.021784912E3
2.058765271E2,1.021784912E3
2.059765153E2,1.021781494E3
2.060765035E2,1.021859863E3
2.061764917E2,1.021859863E3
2.062764798E2,1.021755127E3
2.063764677E2,1.021752930E3
2.064764555E2,1.021752930E3
2.065764437E2,1.021723389E3
2.066764319E2,1.021715088E3
2.067764201E2,1.021715088E3
2.068764083E2,1.021765137E3
2.069763965E2,1.021849121E3
2.070763847E2,1.021849121E3
2.071763729E2,1.022090576E3
2.072764381E2,1.021795898E3
2.073764261E2,1.021795898E3
2.074764140E2,1.021797119E3
2.075764019E2,1.021815430E3
2.076763899E2,1.021815430E3
2.077763779E2,1.021790283E3
2.078763657E2,1.021802002E3
2.079763537E2,1.021802002E3
2.080763419E2,1.021792236E3
2.081763299E2,1.021780518E3
2.082763179E2,1.021780518E3
2.083763058E2,1.021780518E3
2.084762937E2,1.021813477E3
2.085762816E2,1.021813477E3
2.086762697E2,1.021816895E3
2.087762580E2,1.021822021E3
2.088762462E2,1.021822021E3
2.089762344E2,1.021827393E3
2.090762226E2,1.021807861E3
2.091762108E2,1.021808350E3
2.092761990E2,1.021798584E3
2.093761872E2,1.021778809E3
2.094761755E2,1.021767334E3
2.095761634E2,1.021761963E3
2.096761513E2,1.021773438E3
2.097761394E2,1.021738281E3
2.098761276E2,1.021744629E3
2.099761158E2,1.021771729E3
2.100761040E2,1.021800781E3
2.101760922E2,1.021802979E3
2.102760804E2,1.021795654E3
2.103760686E2,1.021786865E3
2.104760568E2,1.021969727E3
2.105760450E2,1.021929688E3
2.106760331E2,1.021859375E3
2.107760212E2,1.021810303E3
2.108760094E2,1.021810547E3
2.109759977E2,1.021780518E3
2.110759857E2,1.021768311E3
2.111759739E2,1.021790527E3
2.112759621E2,1.021804199E3
2.113759503E2,1.021795898E3
2.114759385E2,1.021778076E3
2.115759267E2,1.021768311E3
2.116759147E2,1.021772705E3
2.117759026E2,1.021788086E3
2.118758906E2,1.021797852E3
2.119758788E2,1.021796631E3
2.120758670E2,1.021811035E3
2.121758551E2,1.021813721E3
2.122758433E2,1.021830566E3
2.123758315E2,1.021808105E3
2.124758197E2,1.021761963E3
2.125758078E2,1.021744385E3
2.126757960E2,1.021730225E3
2.127757840E2,1.021731445E3
2.128757718E2,1.021806152E3
2.129757598E2,1.021785645E3
2.130757478E2,1.021748291E3
2.131757358E2,1.021735596E3
2.132757237E2,1.021784912E3
2.133757118E2,1.021828613E3
2.134756999E2,1.021908936E3
2.135756879E2,1.022107422E3
