"Time (s)","Magnetic field x (µT)","Magnetic field y (µT)","Magnetic field z (µT)"
1.030969977E1,-3.389999771E1,-1.794000053E1,-2.423999977E1
1.036969200E1,-3.527999878E1,-1.847999954E1,-2.345999908E1
1.042968443E1,-3.738000107E1,-1.763999939E1,-1.895999908E1
1.048961650E1,-3.834000015E1,-2.081999969E1,-5.639999866E0
1.054960897E1,-3.389999771E1,-2.765999985E1,3.599999845E-1
1.060960156E1,-2.207999992E1,-3.684000015E1,-9.000000000E0
1.066959419E1,-2.879999876E0,-4.109999847E1,-1.439999962E1
1.072958802E1,4.619999886E0,-4.134000015E1,-1.175999928E1
1.078958229E1,2.639999866E0,-3.971999741E1,-1.134000015E1
1.084957668E1,1.379999995E0,-3.971999741E1,-1.211999989E1
1.090957095E1,2.279999971E0,-3.918000031E1,-1.529999924E1
1.096956511E1,-3.659999847E0,-3.750000000E1,-1.842000008E1
1.102955798E1,-1.511999989E1,-3.509999847E1,-2.123999977E1
1.108955031E1,-2.177999878E1,-3.126000023E1,-2.226000023E1
1.114954271E1,-1.787999916E1,-2.909999847E1,-2.879999924E1
1.120953524E1,-6.779999733E0,-2.651999855E1,-3.443999863E1
1.126952773E1,5.400000095E0,-2.387999916E1,-3.605999756E1
1.132952026E1,1.926000023E1,-2.039999962E1,-3.413999939E1
1.138951283E1,3.017999840E1,-1.673999977E1,-2.801999855E1
1.144950516E1,3.300000000E1,-1.361999989E1,-2.477999878E1
1.150949752E1,3.575999832E1,-1.235999966E1,-2.351999855E1
1.156949005E1,3.702000046E1,-1.284000015E1,-2.093999863E1
1.162948258E1,3.623999786E1,-1.457999992E1,-2.021999931E1
1.168947501E1,3.479999924E1,-1.475999928E1,-2.189999962E1
1.174946764E1,3.425999832E1,-1.661999893E1,-2.237999916E1
1.180946074E1,3.252000046E1,-1.800000000E1,-2.387999916E1
1.186945390E1,3.071999931E1,-1.818000031E1,-2.495999908E1
1.192944700E1,3.053999901E1,-1.979999924E1,-2.501999855E1
1.198944020E1,3.113999939E1,-2.118000031E1,-2.339999962E1
1.204943323E1,3.371999741E1,-2.039999962E1,-2.226000023E1
1.210942576E1,3.473999786E1,-1.842000008E1,-1.985999870E1
1.216941809E1,3.654000092E1,-1.721999931E1,-1.823999977E1
1.222941059E1,3.804000092E1,-1.613999939E1,-1.721999931E1
1.228940305E1,3.750000000E1,-1.763999939E1,-1.692000008E1
1.234939568E1,3.539999771E1,-1.871999931E1,-1.913999939E1
1.240938815E1,3.377999878E1,-1.931999969E1,-1.955999947E1
1.246938058E1,3.455999756E1,-2.010000038E1,-1.973999977E1
1.252937291E1,3.402000046E1,-2.034000015E1,-2.142000008E1
1.258936537E1,3.150000000E1,-1.979999924E1,-2.315999985E1
1.264935780E1,2.843999863E1,-2.076000023E1,-2.663999939E1
1.270935033E1,2.243999863E1,-2.207999992E1,-3.192000008E1
1.276934286E1,1.565999985E1,-2.081999969E1,-3.695999908E1
1.282933593E1,9.420000076E0,-1.937999916E1,-3.918000031E1
1.288933006E1,6.119999886E0,-1.811999893E1,-4.152000046E1
1.294932436E1,5.519999981E0,-1.697999954E1,-4.223999786E1
1.300931869E1,6.719999790E0,-1.553999996E1,-4.193999863E1
1.306931302E1,9.779999733E0,-1.613999939E1,-4.068000031E1
1.312930681E1,1.296000004E1,-1.655999947E1,-3.941999817E1
1.318929934E1,1.565999985E1,-1.679999924E1,-3.845999908E1
1.324929171E1,1.661999893E1,-1.703999901E1,-3.863999939E1
1.330928411E1,1.800000000E1,-1.715999985E1,-3.731999969E1
1.336927664E1,2.052000046E1,-1.668000031E1,-3.636000061E1
1.342926910E1,2.460000038E1,-1.679999924E1,-3.389999771E1
1.348926173E1,2.705999947E1,-1.668000031E1,-3.209999847E1
1.354925419E1,2.723999977E1,-1.607999992E1,-3.131999969E1
1.360924666E1,2.753999901E1,-1.692000008E1,-3.173999977E1
1.366923896E1,2.723999977E1,-1.727999878E1,-3.155999947E1
1.372923149E1,2.657999992E1,-1.757999992E1,-3.131999969E1
1.378922392E1,2.663999939E1,-1.877999878E1,-3.101999855E1
1.384921651E1,2.826000023E1,-2.052000046E1,-2.945999908E1
1.390920918E1,2.868000031E1,-1.997999954E1,-2.759999847E1
1.396920248E1,2.837999916E1,-2.153999901E1,-2.759999847E1
1.402919561E1,2.711999893E1,-2.250000000E1,-2.711999893E1
1.408918874E1,2.585999870E1,-2.327999878E1,-2.855999947E1
1.414918180E1,2.268000031E1,-2.484000015E1,-2.868000031E1
1.420917473E1,2.010000038E1,-2.651999855E1,-2.945999908E1
1.426916706E1,1.721999931E1,-2.729999924E1,-3.005999947E1
1.432915949E1,1.421999931E1,-2.813999939E1,-3.095999908E1
1.438915206E1,1.313999939E1,-2.826000023E1,-3.113999939E1
1.444914452E1,1.247999954E1,-2.801999855E1,-3.234000015E1
1.450913705E1,1.451999950E1,-2.645999908E1,-3.215999985E1
1.456912958E1,1.511999989E1,-2.561999893E1,-3.395999908E1
1.462912201E1,1.739999962E1,-2.376000023E1,-3.311999893E1
1.468911431E1,1.811999893E1,-2.418000031E1,-3.221999741E1
1.474910694E1,2.087999916E1,-2.250000000E1,-3.204000092E1
1.480909940E1,2.063999939E1,-2.177999878E1,-3.329999924E1
1.486909193E1,1.931999969E1,-2.118000031E1,-3.431999969E1
1.492908456E1,2.081999969E1,-2.243999863E1,-3.161999893E1
1.498907806E1,1.823999977E1,-2.250000000E1,-3.354000092E1
1.504907229E1,1.589999962E1,-2.202000046E1,-3.491999817E1
1.510906689E1,1.289999962E1,-2.202000046E1,-3.545999908E1
1.516906136E1,1.007999992E1,-2.315999985E1,-3.593999863E1
1.522905579E1,6.539999962E0,-2.435999870E1,-3.605999756E1
1.528904929E1,1.259999990E0,-2.621999931E1,-3.605999756E1
1.534904189E1,-5.039999962E0,-2.747999954E1,-3.389999771E1
1.540903432E1,-1.367999935E1,-2.693999863E1,-3.131999969E1
1.546902692E1,-2.111999893E1,-2.765999985E1,-2.681999969E1
1.552901938E1,-2.687999916E1,-2.663999939E1,-2.268000031E1
1.558901191E1,-2.903999901E1,-2.627999878E1,-2.093999863E1
1.564900437E1,-3.053999901E1,-2.526000023E1,-2.015999985E1
1.570899680E1,-3.126000023E1,-2.513999939E1,-2.015999985E1
1.576898914E1,-3.089999962E1,-2.507999992E1,-1.919999886E1
1.582898163E1,-3.107999992E1,-2.435999870E1,-1.907999992E1
1.588897433E1,-3.095999908E1,-2.465999985E1,-1.937999916E1
1.594896686E1,-3.143999863E1,-2.465999985E1,-2.003999901E1
1.600895932E1,-3.347999954E1,-2.442000008E1,-1.805999947E1
1.606895252E1,-3.473999786E1,-2.447999954E1,-1.127999973E1
1.612894665E1,-3.450000000E1,-2.634000015E1,-1.799999952E0
1.618894082E1,-2.543999863E1,-3.539999771E1,-3.000000000E0
1.624893515E1,-8.579999924E0,-4.007999802E1,-1.529999924E1
1.630892941E1,1.392000008E1,-3.827999878E1,-1.571999931E1
1.636892301E1,2.159999847E0,-4.181999969E1,-1.038000011E1
1.642891557E1,-4.980000019E0,-4.086000061E1,-6.719999790E0
1.648890797E1,-6.119999886E0,-4.068000031E1,-9.420000076E0
1.654890044E1,-8.460000038E0,-3.941999817E1,-1.193999958E1
1.660889303E1,-1.319999981E1,-3.779999924E1,-1.277999973E1
