"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
1.611798741E1,4.304905891E0,1.249811411E0,5.628940105E0
1.616998094E1,7.271412373E0,9.529213905E-1,5.844424725E0
1.622197420E1,6.988888264E0,-2.006402254E0,6.895511627E0
1.627396743E1,5.707951069E0,-6.967339516E-1,6.933819771E0
1.632596075E1,4.024775982E0,-5.842030644E-1,6.122160912E0
1.637795414E1,1.256994247E0,1.419804931E0,7.695199013E0
1.642994750E1,-4.429408312E-1,3.220299721E0,7.269018173E0
1.648194106E1,-3.512401104E0,3.660846233E0,1.557715225E1
1.653393511E1,-4.063084126E0,6.057515144E0,1.341512203E1
1.658592850E1,-6.581861496E0,3.751828671E0,1.122675419E1
1.663792196E1,-1.032411289E1,3.478881359E0,9.500482559E0
1.668991529E1,-1.272557068E1,2.044710636E0,6.550735950E0
1.674191091E1,-1.303443241E1,4.000833035E0,7.259441376E0
1.679390584E1,-1.079817963E1,4.338426113E0,5.475706577E0
1.684589923E1,-9.167677879E0,2.683982134E0,5.549929142E0
1.689789242E1,-8.439818382E0,8.786988258E-1,3.689577579E0
1.694988592E1,-8.415876389E0,-7.182824425E-3,2.968900681E0
1.700187917E1,-8.530800819E0,6.225114316E-2,2.188367128E0
1.705387243E1,-7.477320194E0,4.357580245E-1,2.039922237E0
1.710586622E1,-7.453377247E0,9.601042271E-1,2.202732801E0
1.715786038E1,-8.885153770E0,8.499675393E-1,1.970488191E0
1.720985347E1,-1.067128277E1,1.053480864E0,8.523618579E-1
1.726184706E1,-1.038397026E1,8.427847624E-1,1.594586968E0
1.731384019E1,-9.751881599E0,7.422251701E-1,1.618529797E0
1.736580709E1,-9.744698524E0,5.099805593E-1,1.388679385E0
1.741780038E1,-1.051565456E1,-1.795706153E-1,1.697540879E0
1.746979354E1,-1.133689117E1,-1.527547359E0,1.486844659E0
1.752178733E1,-8.995290756E0,-7.134938836E-1,2.152452946E0
1.757378122E1,-7.063110828E0,4.549122229E-2,2.739050388E0
1.762577458E1,-7.577879906E0,6.320885420E-1,2.509200096E0
1.767776790E1,-9.660899162E0,-3.974496126E-1,2.494834423E0
1.772976116E1,-9.711178780E0,4.549122229E-2,2.449343204E0
1.778175782E1,-9.088666916E0,1.003201127E0,2.719896078E0
1.783375630E1,-9.919480324E0,4.812492430E-1,3.129317284E0
1.788575123E1,-8.875576973E0,1.110943556E0,3.694365978E0
1.793774459E1,-8.389538765E0,1.503604531E0,3.682394743E0
1.798973785E1,-8.265036583E0,1.012778282E0,3.713520288E0
1.804173124E1,-9.095849991E0,1.163617611E0,3.158048391E0
1.809372477E1,-9.672870636E0,1.218685865E0,2.887495518E0
1.814571793E1,-1.011102295E1,1.699935079E0,2.911438227E0
1.819771129E1,-9.936240196E0,2.413429022E0,3.940976381E0
1.824970528E1,-1.030735302E1,3.670423269E0,4.975303173E0
1.830169896E1,-1.074790001E1,2.971295118E0,3.907456398E0
1.835369226E1,-9.203592300E0,2.547508478E0,2.703136206E0
1.840568555E1,-7.206767082E0,2.935380936E0,2.786935806E0
1.845767891E1,-5.760625362E0,2.557085514E0,3.629720688E0
1.850967240E1,-6.469330311E0,1.865140080E0,2.858764172E0
1.856166583E1,-1.041270161E1,-2.298503816E-1,2.748627424E0
1.861365909E1,-9.799766541E0,-6.177229285E-1,5.250644684E0
1.866565320E1,-7.975329399E0,1.316851139E0,7.393520832E0
1.871764666E1,-6.569890022E0,2.123721838E0,6.179623127E0
1.876964006E1,-5.839636326E0,1.668809533E0,4.110970020E0
1.882163325E1,-6.675238132E0,1.019961119E0,3.385504484E0
1.887362860E1,-8.121379852E0,4.812492430E-1,3.945764780E0
1.892562396E1,-7.537177086E0,4.213923812E-1,5.379935265E0
1.897761729E1,-6.615381241E0,-8.858816624E-1,5.604997158E0
1.902961075E1,-6.208354473E0,-1.575432777E0,4.506025314E0
1.908160391E1,-8.930644989E0,-6.330462456E0,6.871568680E0
1.913359727E1,-5.303318501E0,-9.873989105E0,3.554540253E1
1.918559076E1,-1.653725624E1,-6.512427330E-1,5.221913338E0
1.923758398E1,-3.122134447E0,7.685621977E-1,1.004158878E1
1.928957800E1,-8.073494911E0,-1.580221355E-1,1.016848469E1
1.934157169E1,-1.077184200E1,2.430188894E0,6.538764477E0
1.939356495E1,-4.788549423E0,1.889082789E0,8.674457550E0
1.944555835E1,-5.066285610E0,3.454938650E0,8.375173569E0
1.949755171E1,-3.411841631E0,4.668835640E0,6.897905827E0
1.954954500E1,1.479661822E0,4.043930054E0,7.510839939E0
1.960153832E1,7.278595567E-1,3.876330853E0,6.890722752E0
1.965353208E1,3.244242430E0,4.345608711E0,7.110996246E0
1.970552613E1,4.412648678E0,3.038334846E0,6.553130150E0
1.975751932E1,3.342407703E0,3.756617069E0,7.661679268E0
1.980951265E1,3.138894320E0,3.718308687E0,5.734288216E0
1.986150608E1,6.933819771E0,1.750214934E0,6.186806202E0
1.991350166E1,4.563488007E0,2.243435383E0,4.905869007E0
1.996550022E1,4.297723293E0,2.619336605E0,4.781366825E0
2.001749671E1,4.697566986E0,3.270579338E0,5.238673210E0
2.006949051E1,5.482889175E0,3.124528646E0,5.942590237E0
2.012148397E1,7.479714394E0,3.299310684E0,5.514014721E0
2.017347719E1,7.688016415E0,4.000833035E0,6.790163517E0
2.022547035E1,9.402317047E0,4.110970020E0,9.050358772E0
2.027746381E1,1.265134811E1,5.037554264E0,1.112140656E1
2.032945740E1,1.629064560E1,6.490879059E0,1.272078228E1
2.038145139E1,3.463079071E1,1.375271416E1,1.182532310E1
2.043344471E1,3.455417252E1,1.990121269E1,-3.189173937E0
2.048543800E1,2.075118065E1,-2.296109438E0,2.126116037E0
2.053743143E1,2.825244367E-1,-1.882857704E1,-1.719089270E0
2.058942472E1,-4.233078003E0,-3.064192963E1,1.207672215E1
2.064141815E1,-9.909903526E0,-8.640937805E0,-7.690410614E0
2.069341141E1,8.379961967E0,7.211555958E0,-3.337619066E0
2.074540516E1,9.354432106E0,9.967366219E0,3.112557158E-2
2.079739912E1,3.842811108E0,4.886714935E0,2.078230619E0
2.084939241E1,3.328042030E0,2.801301479E0,3.399870157E0
2.090138570E1,4.673624516E0,1.137280583E0,4.520390987E0
2.095337909E1,5.298530102E0,-1.963305324E-1,5.889915943E0
2.100537451E1,6.943397045E0,-9.816526622E-2,6.366376877E0
2.105737347E1,6.629746914E0,-3.519583941E-1,7.532388687E0
2.110936913E1,5.375146866E0,1.017566800E0,8.411087036E0
2.116136239E1,3.799714088E0,2.901860952E0,8.597841263E0
2.121335575E1,1.379102230E0,2.645673752E0,1.391552544E1
2.126534911E1,-1.326428294E0,2.336812258E0,1.148773098E1
2.131734247E1,-6.780586243E0,1.884294271E0,1.135843945E1
2.136933572E1,-8.013637543E0,3.311282158E0,8.140534401E0
2.142132905E1,-1.225150394E1,1.685569525E0,7.405491829E0
2.147332300E1,-1.194024849E1,3.926610708E0,6.680026531E0
2.152531676E1,-1.352765274E1,2.233858347E0,8.123774529E0
