,Time (s),X (µT),Y (µT),Z (µT)
396,1.55965329883e+18,-31.94969177,-1.119873047,-24.75463867
397,1.55965329908e+18,-32.10281372,-1.210983276,-24.59301758
398,1.55965329933e+18,-32.3444519,-1.132736206,-24.68353271
399,1.55965329958e+18,-32.3591156,-1.123077393,-24.54864502
400,1.55965329982e+18,-32.21975708,-1.349624634,-24.93225098
401,1.55965330007e+18,-32.30363464,-1.319107056,-24.58642578
402,1.55965330032e+18,-32.08638,-1.484313965,-24.76275635
403,1.55965330057e+18,-32.08403015,-1.481307983,-24.59613037
404,1.55965330082e+18,-32.23722839,-1.49822998,-25.07623291
405,1.55965330107e+18,-32.02276611,-1.322479248,-24.88903809
406,1.55965330132e+18,-32.18467712,-1.357437134,-24.65454102
407,1.55965330157e+18,-32.1383667,-1.343948364,-24.93518066
408,1.55965330182e+18,-32.22659302,-1.173019409,-24.68786621
409,1.55965330207e+18,-32.18952942,-1.076766968,-24.85192871
410,1.55965330232e+18,-32.53964233,-1.524337769,-24.43060303
411,1.55965330257e+18,-32.20980835,-1.347625732,-24.59136963
412,1.55965330282e+18,-32.17741394,-1.522949219,-25.01641846
413,1.55965330307e+18,-32.12945557,-1.363189697,-24.5581665
414,1.55965330332e+18,-32.29890442,-1.284301758,-24.86651611
415,1.55965330357e+18,-32.15318298,-1.30645752,-24.76092529
416,1.55965330382e+18,-32.16818237,-1.088806152,-24.91082764
417,1.55965330407e+18,-32.51716614,-1.393051147,-24.84863281
418,1.55965330432e+18,-32.2311554,-1.522216797,-24.86462402
419,1.55965330457e+18,-32.192276,-1.342788696,-24.76025391
420,1.55965330482e+18,-32.51448059,-1.030853271,-24.76452637
