"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
7.259708267E0,2.755475044E-1,-1.345289946E-1,-8.207702637E-2
7.319700531E0,2.518265247E-1,8.018025756E-2,-2.357215881E-1
7.379692962E0,3.690195084E-1,1.547228098E-1,-4.196643829E-1
7.439685460E0,7.294535637E-1,3.612653017E-1,-2.219047546E-1
7.499677990E0,3.000974655E-3,6.431724429E-1,-3.325433731E-1
7.559670454E0,-8.724617958E-2,4.496878386E-1,2.938613892E-1
7.619663352E0,5.557799339E-2,9.538948536E-2,3.797607422E-1
7.679657317E0,7.407946587E-1,-1.708000898E-1,-4.610862732E-1
7.739651883E0,6.444051266E-1,-2.990727425E-1,-5.775051117E-1
7.799646349E0,5.185191631E-1,-4.536221027E-1,-4.377107620E-1
7.859640915E0,8.396339417E-1,-3.757212162E-1,-2.746810913E-1
7.919635080E0,5.782248974E-1,-3.952245712E-1,-2.437429428E-1
7.979628178E0,2.122328281E-1,-9.334337711E-2,-1.051321030E-1
8.039620509E0,5.171039104E-1,6.332254410E-2,-3.005495071E-1
8.099613039E0,4.309144020E-1,1.233839989E-1,-4.511823654E-1
8.159605535E0,-3.008172512E-1,3.043026924E-1,-3.738164902E-1
8.219598065E0,-1.401677132E-1,2.544829845E-1,1.675348282E-1
8.279590496E0,-4.393751621E-1,1.166524887E-1,-2.306928635E-1
8.339582960E0,-6.971597672E-3,-2.043015957E-1,-7.803726196E-2
8.399575291E0,-3.213181496E-1,-4.141995907E-1,-6.014585495E-1
8.459567688E0,-2.066967487E-1,-4.847803116E-1,-5.140552521E-1
8.519560218E0,2.256977558E-1,-3.823881149E-1,-2.810382843E-1
8.579552682E0,1.506085396E-1,1.691660881E-1,8.017539978E-2
8.639545212E0,-1.092910767E-3,1.199684143E-1,-3.798990250E-1
8.699537810E0,2.470710278E-1,-1.377739906E-1,-6.555528641E-1
8.759531574E0,5.541846752E-1,-4.987362623E-1,-9.398717880E-1
8.819525838E0,1.098040462E0,-6.082149744E-1,-4.878034592E-1
8.879520234E0,1.183681965E0,-9.872675538E-1,1.410273552E0
8.939514498E0,1.837434530E0,-1.685745001E0,1.791481972E0
8.999508761E0,1.762699008E0,-1.207711935E0,7.228136063E-1
9.059501759E0,1.470182896E0,-3.475458026E-1,-9.274101257E-1
9.119494157E0,1.795028567E0,-3.093739152E-1,-1.028205872E0
9.179486521E0,2.037042856E0,6.514167786E-1,-1.040478706E0
9.239479117E0,1.128126025E0,1.104880452E0,-7.245960236E-1
9.299471581E0,-3.439170122E-1,8.650197983E-1,-8.504896164E-1
9.359464077E0,-1.462288380E0,8.944846988E-1,-1.412141800E0
9.419456541E0,-2.180528641E0,1.117023945E0,1.437193871E0
9.479449071E0,-1.487762094E0,3.509218395E-1,2.045259476E0
9.539441335E0,-1.807994604E0,-5.083023310E-1,1.502859116E0
9.599433832E0,-2.290328503E0,-6.008324027E-2,-2.317657471E-1
9.659426362E0,-2.101726532E0,3.822386861E-1,-6.239223480E-1
9.719418892E0,-1.246946335E0,1.891540885E-1,-5.608654022E-2
9.779411356E0,-3.820472956E-2,-1.682626903E-1,2.461929321E-1
9.839404522E0,5.229317546E-1,-4.491742849E-1,1.636705399E-1
9.899397686E0,7.768511772E-1,-6.345125437E-1,-5.344009399E-1
9.959390816E0,7.289773822E-1,1.997925490E-1,-1.339578629E-1
